county,precinct,office,district,party,candidate,early_voting_mail,early_voting_ivo,election_day_ivo,votes
Rusk,213,Straight Party,,,Republican Party,58.0,442.0,207.0,707.0
Rusk,213,Straight Party,,,Democratic Party,7.0,93.0,50.0,150.0
Rusk,213,Straight Party,,,Libertarian Party,0.0,3.0,4.0,7.0
Rusk,213,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Rusk,214,Straight Party,,,Republican Party,47.0,488.0,270.0,805.0
Rusk,214,Straight Party,,,Democratic Party,15.0,139.0,84.0,238.0
Rusk,214,Straight Party,,,Libertarian Party,1.0,3.0,4.0,8.0
Rusk,214,Straight Party,,,Green Party,0.0,2.0,1.0,3.0
Rusk,215,Straight Party,,,Republican Party,41.0,390.0,184.0,615.0
Rusk,215,Straight Party,,,Democratic Party,16.0,110.0,111.0,237.0
Rusk,215,Straight Party,,,Libertarian Party,0.0,1.0,1.0,2.0
Rusk,215,Straight Party,,,Green Party,0.0,1.0,1.0,2.0
Rusk,302,Straight Party,,,Republican Party,9.0,135.0,45.0,189.0
Rusk,302,Straight Party,,,Democratic Party,45.0,112.0,60.0,217.0
Rusk,302,Straight Party,,,Libertarian Party,0.0,1.0,1.0,2.0
Rusk,302,Straight Party,,,Green Party,0.0,0.0,1.0,1.0
Rusk,303,Straight Party,,,Republican Party,30.0,181.0,53.0,264.0
Rusk,303,Straight Party,,,Democratic Party,27.0,155.0,68.0,250.0
Rusk,303,Straight Party,,,Libertarian Party,1.0,1.0,1.0,3.0
Rusk,303,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Rusk,314,Straight Party,,,Republican Party,22.0,198.0,69.0,289.0
Rusk,314,Straight Party,,,Democratic Party,6.0,28.0,13.0,47.0
Rusk,314,Straight Party,,,Libertarian Party,0.0,0.0,0.0,0.0
Rusk,314,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Rusk,315,Straight Party,,,Republican Party,15.0,166.0,103.0,284.0
Rusk,315,Straight Party,,,Democratic Party,0.0,10.0,10.0,20.0
Rusk,315,Straight Party,,,Libertarian Party,0.0,1.0,2.0,3.0
Rusk,315,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Rusk,316,Straight Party,,,Republican Party,6.0,52.0,54.0,112.0
Rusk,316,Straight Party,,,Democratic Party,5.0,13.0,12.0,30.0
Rusk,316,Straight Party,,,Libertarian Party,0.0,1.0,2.0,3.0
Rusk,316,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Rusk,317,Straight Party,,,Republican Party,16.0,25.0,58.0,99.0
Rusk,317,Straight Party,,,Democratic Party,20.0,32.0,78.0,130.0
Rusk,317,Straight Party,,,Libertarian Party,0.0,0.0,1.0,1.0
Rusk,317,Straight Party,,,Green Party,0.0,0.0,1.0,1.0
Rusk,318,Straight Party,,,Republican Party,15.0,84.0,80.0,179.0
Rusk,318,Straight Party,,,Democratic Party,12.0,36.0,45.0,93.0
Rusk,318,Straight Party,,,Libertarian Party,0.0,4.0,2.0,6.0
Rusk,318,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Rusk,319,Straight Party,,,Republican Party,3.0,14.0,30.0,47.0
Rusk,319,Straight Party,,,Democratic Party,9.0,28.0,36.0,73.0
Rusk,319,Straight Party,,,Libertarian Party,0.0,0.0,0.0,0.0
Rusk,319,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Rusk,404,Straight Party,,,Republican Party,56.0,382.0,83.0,521.0
Rusk,404,Straight Party,,,Democratic Party,8.0,66.0,24.0,98.0
Rusk,404,Straight Party,,,Libertarian Party,0.0,1.0,2.0,3.0
Rusk,404,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Rusk,405,Straight Party,,,Republican Party,46.0,297.0,58.0,401.0
Rusk,405,Straight Party,,,Democratic Party,5.0,58.0,20.0,83.0
Rusk,405,Straight Party,,,Libertarian Party,0.0,1.0,0.0,1.0
Rusk,405,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Rusk,416,Straight Party,,,Republican Party,18.0,171.0,59.0,248.0
Rusk,416,Straight Party,,,Democratic Party,5.0,26.0,13.0,44.0
Rusk,416,Straight Party,,,Libertarian Party,0.0,1.0,0.0,1.0
Rusk,416,Straight Party,,,Green Party,0.0,0.0,0.0,0.0
Rusk,417,Straight Party,,,Republican Party,14.0,227.0,161.0,402.0
Rusk,417,Straight Party,,,Democratic Party,4.0,65.0,53.0,122.0
Rusk,417,Straight Party,,,Libertarian Party,0.0,2.0,3.0,5.0
Rusk,417,Straight Party,,,Green Party,0.0,1.0,0.0,1.0
Rusk,418,Straight Party,,,Republican Party,48.0,340.0,215.0,603.0
Rusk,418,Straight Party,,,Democratic Party,13.0,90.0,51.0,154.0
Rusk,418,Straight Party,,,Libertarian Party,0.0,4.0,2.0,6.0
Rusk,418,Straight Party,,,Green Party,0.0,0.0,1.0,1.0
Rusk,Total:,Straight Party,,,Republican Party,673.0,5609.0,2492.0,8774.0
Rusk,Total:,Straight Party,,,Democratic Party,258.0,1474.0,916.0,2648.0
Rusk,Total:,Straight Party,,,Libertarian Party,4.0,31.0,35.0,70.0
Rusk,Total:,Straight Party,,,Green Party,0.0,9.0,9.0,18.0
Rusk,111,President,,,Donald J. Trump / Mike Pence,40.0,389.0,101.0,530.0
Rusk,111,President,,,Hillary Clinton / Tim Kaine,5.0,71.0,23.0,99.0
Rusk,111,President,,,Gary Johnson / William Weld,0.0,6.0,0.0,6.0
Rusk,111,President,,,Jill Stein / Ajamu Baraka,0.0,1.0,0.0,1.0
Rusk,111,President,,,WRITE-IN,0.0,4.0,1.0,5.0
Rusk,112,President,,,Donald J. Trump / Mike Pence,68.0,616.0,311.0,995.0
Rusk,112,President,,,Hillary Clinton / Tim Kaine,19.0,112.0,51.0,182.0
Rusk,112,President,,,Gary Johnson / William Weld,1.0,7.0,3.0,11.0
Rusk,112,President,,,Jill Stein / Ajamu Baraka,0.0,2.0,2.0,4.0
Rusk,112,President,,,WRITE-IN,0.0,3.0,1.0,4.0
Rusk,113,President,,,Donald J. Trump / Mike Pence,101.0,1079.0,340.0,1520.0
Rusk,113,President,,,Hillary Clinton / Tim Kaine,27.0,224.0,97.0,348.0
Rusk,113,President,,,Gary Johnson / William Weld,1.0,21.0,15.0,37.0
Rusk,113,President,,,Jill Stein / Ajamu Baraka,1.0,2.0,7.0,10.0
Rusk,113,President,,,WRITE-IN,0.0,5.0,7.0,12.0
Rusk,114,President,,,Donald J. Trump / Mike Pence,33.0,432.0,304.0,769.0
Rusk,114,President,,,Hillary Clinton / Tim Kaine,14.0,91.0,58.0,163.0
Rusk,114,President,,,Gary Johnson / William Weld,3.0,8.0,4.0,15.0
Rusk,114,President,,,Jill Stein / Ajamu Baraka,0.0,0.0,0.0,0.0
Rusk,114,President,,,WRITE-IN,2.0,1.0,2.0,5.0
Rusk,201,President,,,Donald J. Trump / Mike Pence,55.0,320.0,71.0,446.0
Rusk,201,President,,,Hillary Clinton / Tim Kaine,11.0,67.0,26.0,104.0
Rusk,201,President,,,Gary Johnson / William Weld,2.0,10.0,6.0,18.0
Rusk,201,President,,,Jill Stein / Ajamu Baraka,0.0,1.0,1.0,2.0
Rusk,201,President,,,WRITE-IN,1.0,9.0,1.0,11.0
Rusk,212,President,,,Donald J. Trump / Mike Pence,30.0,357.0,78.0,465.0
Rusk,212,President,,,Hillary Clinton / Tim Kaine,15.0,49.0,21.0,85.0
Rusk,212,President,,,Gary Johnson / William Weld,0.0,1.0,3.0,4.0
Rusk,212,President,,,Jill Stein / Ajamu Baraka,0.0,1.0,0.0,1.0
Rusk,212,President,,,WRITE-IN,0.0,1.0,1.0,2.0
Rusk,213,President,,,Donald J. Trump / Mike Pence,81.0,606.0,329.0,1016.0
Rusk,213,President,,,Hillary Clinton / Tim Kaine,9.0,123.0,69.0,201.0
Rusk,213,President,,,Gary Johnson / William Weld,1.0,9.0,13.0,23.0
Rusk,213,President,,,Jill Stein / Ajamu Baraka,0.0,0.0,1.0,1.0
Rusk,213,President,,,WRITE-IN,0.0,6.0,10.0,16.0
Rusk,214,President,,,Donald J. Trump / Mike Pence,62.0,743.0,409.0,1214.0
Rusk,214,President,,,Hillary Clinton / Tim Kaine,21.0,211.0,101.0,333.0
Rusk,214,President,,,Gary Johnson / William Weld,2.0,14.0,9.0,25.0
Rusk,214,President,,,Jill Stein / Ajamu Baraka,0.0,4.0,3.0,7.0
Rusk,214,President,,,WRITE-IN,1.0,9.0,7.0,17.0
Rusk,215,President,,,Donald J. Trump / Mike Pence,56.0,651.0,298.0,1005.0
Rusk,215,President,,,Hillary Clinton / Tim Kaine,23.0,162.0,151.0,336.0
Rusk,215,President,,,Gary Johnson / William Weld,4.0,9.0,13.0,26.0
Rusk,215,President,,,Jill Stein / Ajamu Baraka,0.0,3.0,1.0,4.0
Rusk,215,President,,,WRITE-IN,0.0,5.0,1.0,6.0
Rusk,302,President,,,Donald J. Trump / Mike Pence,20.0,243.0,62.0,325.0
Rusk,302,President,,,Hillary Clinton / Tim Kaine,64.0,164.0,72.0,300.0
Rusk,302,President,,,Gary Johnson / William Weld,0.0,6.0,2.0,8.0
Rusk,302,President,,,Jill Stein / Ajamu Baraka,0.0,1.0,1.0,2.0
Rusk,302,President,,,WRITE-IN,0.0,1.0,1.0,2.0
Rusk,303,President,,,Donald J. Trump / Mike Pence,43.0,306.0,95.0,444.0
Rusk,303,President,,,Hillary Clinton / Tim Kaine,47.0,240.0,104.0,391.0
Rusk,303,President,,,Gary Johnson / William Weld,2.0,6.0,8.0,16.0
Rusk,303,President,,,Jill Stein / Ajamu Baraka,0.0,1.0,1.0,2.0
Rusk,303,President,,,WRITE-IN,0.0,4.0,2.0,6.0
Rusk,314,President,,,Donald J. Trump / Mike Pence,35.0,448.0,127.0,610.0
Rusk,314,President,,,Hillary Clinton / Tim Kaine,13.0,46.0,20.0,79.0
Rusk,314,President,,,Gary Johnson / William Weld,0.0,6.0,4.0,10.0
Rusk,314,President,,,Jill Stein / Ajamu Baraka,0.0,0.0,0.0,0.0
Rusk,314,President,,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,315,President,,,Donald J. Trump / Mike Pence,27.0,296.0,181.0,504.0
Rusk,315,President,,,Hillary Clinton / Tim Kaine,0.0,23.0,20.0,43.0
Rusk,315,President,,,Gary Johnson / William Weld,1.0,5.0,4.0,10.0
Rusk,315,President,,,Jill Stein / Ajamu Baraka,0.0,1.0,0.0,1.0
Rusk,315,President,,,WRITE-IN,0.0,1.0,2.0,3.0
Rusk,316,President,,,Donald J. Trump / Mike Pence,13.0,112.0,122.0,247.0
Rusk,316,President,,,Hillary Clinton / Tim Kaine,8.0,17.0,14.0,39.0
Rusk,316,President,,,Gary Johnson / William Weld,0.0,1.0,2.0,3.0
Rusk,316,President,,,Jill Stein / Ajamu Baraka,0.0,0.0,0.0,0.0
Rusk,316,President,,,WRITE-IN,0.0,1.0,3.0,4.0
Rusk,317,President,,,Donald J. Trump / Mike Pence,22.0,59.0,121.0,202.0
Rusk,317,President,,,Hillary Clinton / Tim Kaine,38.0,44.0,106.0,188.0
Rusk,317,President,,,Gary Johnson / William Weld,0.0,3.0,1.0,4.0
Rusk,317,President,,,Jill Stein / Ajamu Baraka,0.0,0.0,2.0,2.0
Rusk,317,President,,,WRITE-IN,1.0,0.0,2.0,3.0
Rusk,318,President,,,Donald J. Trump / Mike Pence,41.0,305.0,224.0,570.0
Rusk,318,President,,,Hillary Clinton / Tim Kaine,17.0,60.0,70.0,147.0
Rusk,318,President,,,Gary Johnson / William Weld,0.0,6.0,7.0,13.0
Rusk,318,President,,,Jill Stein / Ajamu Baraka,0.0,1.0,0.0,1.0
Rusk,318,President,,,WRITE-IN,0.0,0.0,2.0,2.0
Rusk,319,President,,,Donald J. Trump / Mike Pence,5.0,61.0,67.0,133.0
Rusk,319,President,,,Hillary Clinton / Tim Kaine,19.0,38.0,39.0,96.0
Rusk,319,President,,,Gary Johnson / William Weld,0.0,1.0,3.0,4.0
Rusk,319,President,,,Jill Stein / Ajamu Baraka,0.0,0.0,0.0,0.0
Rusk,319,President,,,WRITE-IN,0.0,0.0,1.0,1.0
Rusk,404,President,,,Donald J. Trump / Mike Pence,74.0,666.0,150.0,890.0
Rusk,404,President,,,Hillary Clinton / Tim Kaine,13.0,120.0,43.0,176.0
Rusk,404,President,,,Gary Johnson / William Weld,2.0,21.0,10.0,33.0
Rusk,404,President,,,Jill Stein / Ajamu Baraka,0.0,3.0,0.0,3.0
Rusk,404,President,,,WRITE-IN,1.0,13.0,3.0,17.0
Rusk,405,President,,,Donald J. Trump / Mike Pence,66.0,487.0,112.0,665.0
Rusk,405,President,,,Hillary Clinton / Tim Kaine,14.0,90.0,35.0,139.0
Rusk,405,President,,,Gary Johnson / William Weld,1.0,12.0,5.0,18.0
Rusk,405,President,,,Jill Stein / Ajamu Baraka,0.0,4.0,0.0,4.0
Rusk,405,President,,,WRITE-IN,2.0,1.0,3.0,6.0
Rusk,416,President,,,Donald J. Trump / Mike Pence,30.0,310.0,106.0,446.0
Rusk,416,President,,,Hillary Clinton / Tim Kaine,7.0,51.0,18.0,76.0
Rusk,416,President,,,Gary Johnson / William Weld,1.0,8.0,5.0,14.0
Rusk,416,President,,,Jill Stein / Ajamu Baraka,0.0,2.0,0.0,2.0
Rusk,416,President,,,WRITE-IN,1.0,2.0,0.0,3.0
Rusk,417,President,,,Donald J. Trump / Mike Pence,29.0,361.0,255.0,645.0
Rusk,417,President,,,Hillary Clinton / Tim Kaine,10.0,91.0,74.0,175.0
Rusk,417,President,,,Gary Johnson / William Weld,0.0,7.0,10.0,17.0
Rusk,417,President,,,Jill Stein / Ajamu Baraka,0.0,0.0,0.0,0.0
Rusk,417,President,,,WRITE-IN,0.0,2.0,4.0,6.0
Rusk,418,President,,,Donald J. Trump / Mike Pence,76.0,602.0,356.0,1034.0
Rusk,418,President,,,Hillary Clinton / Tim Kaine,14.0,137.0,84.0,235.0
Rusk,418,President,,,Gary Johnson / William Weld,1.0,10.0,7.0,18.0
Rusk,418,President,,,Jill Stein / Ajamu Baraka,1.0,1.0,2.0,4.0
Rusk,418,President,,,WRITE-IN,0.0,4.0,5.0,9.0
Rusk,Total:,President,,,Donald J. Trump / Mike Pence,1007.0,9449.0,4219.0,14675.0
Rusk,Total:,President,,,Hillary Clinton / Tim Kaine,408.0,2231.0,1296.0,3935.0
Rusk,Total:,President,,,Gary Johnson / William Weld,22.0,177.0,134.0,333.0
Rusk,Total:,President,,,Jill Stein / Ajamu Baraka,2.0,28.0,21.0,51.0
Rusk,Total:,President,,,WRITE-IN,9.0,72.0,59.0,140.0
Rusk,111,U.S. Representative,1,,Louie Gohmert,41.0,385.0,103.0,529.0
Rusk,111,U.S. Representative,1,,Shirley J. McKellar,4.0,64.0,23.0,91.0
Rusk,111,U.S. Representative,1,,Phil Gray,0.0,9.0,0.0,9.0
Rusk,111,U.S. Representative,1,,WRITE-IN,0.0,1.0,0.0,1.0
Rusk,112,U.S. Representative,1,,Louie Gohmert,75.0,610.0,301.0,986.0
Rusk,112,U.S. Representative,1,,Shirley J. McKellar,17.0,109.0,52.0,178.0
Rusk,112,U.S. Representative,1,,Phil Gray,0.0,8.0,7.0,15.0
Rusk,112,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,113,U.S. Representative,1,,Louie Gohmert,103.0,1077.0,359.0,1539.0
Rusk,113,U.S. Representative,1,,Shirley J. McKellar,27.0,216.0,86.0,329.0
Rusk,113,U.S. Representative,1,,Phil Gray,0.0,14.0,13.0,27.0
Rusk,113,U.S. Representative,1,,WRITE-IN,0.0,1.0,0.0,1.0
Rusk,114,U.S. Representative,1,,Louie Gohmert,35.0,431.0,303.0,769.0
Rusk,114,U.S. Representative,1,,Shirley J. McKellar,16.0,79.0,56.0,151.0
Rusk,114,U.S. Representative,1,,Phil Gray,1.0,9.0,6.0,16.0
Rusk,114,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,201,U.S. Representative,1,,Louie Gohmert,58.0,334.0,77.0,469.0
Rusk,201,U.S. Representative,1,,Shirley J. McKellar,10.0,57.0,25.0,92.0
Rusk,201,U.S. Representative,1,,Phil Gray,1.0,9.0,2.0,12.0
Rusk,201,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,212,U.S. Representative,1,,Louie Gohmert,32.0,351.0,81.0,464.0
Rusk,212,U.S. Representative,1,,Shirley J. McKellar,13.0,52.0,18.0,83.0
Rusk,212,U.S. Representative,1,,Phil Gray,0.0,4.0,3.0,7.0
Rusk,212,U.S. Representative,1,,WRITE-IN,0.0,1.0,0.0,1.0
Rusk,213,U.S. Representative,1,,Louie Gohmert,80.0,607.0,340.0,1027.0
Rusk,213,U.S. Representative,1,,Shirley J. McKellar,10.0,117.0,59.0,186.0
Rusk,213,U.S. Representative,1,,Phil Gray,1.0,9.0,14.0,24.0
Rusk,213,U.S. Representative,1,,WRITE-IN,0.0,0.0,2.0,2.0
Rusk,214,U.S. Representative,1,,Louie Gohmert,61.0,753.0,408.0,1222.0
Rusk,214,U.S. Representative,1,,Shirley J. McKellar,22.0,200.0,106.0,328.0
Rusk,214,U.S. Representative,1,,Phil Gray,1.0,10.0,9.0,20.0
Rusk,214,U.S. Representative,1,,WRITE-IN,1.0,1.0,1.0,3.0
Rusk,215,U.S. Representative,1,,Louie Gohmert,56.0,648.0,300.0,1004.0
Rusk,215,U.S. Representative,1,,Shirley J. McKellar,22.0,153.0,146.0,321.0
Rusk,215,U.S. Representative,1,,Phil Gray,4.0,9.0,6.0,19.0
Rusk,215,U.S. Representative,1,,WRITE-IN,0.0,0.0,1.0,1.0
Rusk,302,U.S. Representative,1,,Louie Gohmert,17.0,250.0,62.0,329.0
Rusk,302,U.S. Representative,1,,Shirley J. McKellar,56.0,148.0,69.0,273.0
Rusk,302,U.S. Representative,1,,Phil Gray,1.0,5.0,2.0,8.0
Rusk,302,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,303,U.S. Representative,1,,Louie Gohmert,49.0,324.0,113.0,486.0
Rusk,303,U.S. Representative,1,,Shirley J. McKellar,39.0,202.0,86.0,327.0
Rusk,303,U.S. Representative,1,,Phil Gray,0.0,6.0,4.0,10.0
Rusk,303,U.S. Representative,1,,WRITE-IN,0.0,0.0,1.0,1.0
Rusk,314,U.S. Representative,1,,Louie Gohmert,39.0,439.0,124.0,602.0
Rusk,314,U.S. Representative,1,,Shirley J. McKellar,8.0,41.0,20.0,69.0
Rusk,314,U.S. Representative,1,,Phil Gray,0.0,4.0,0.0,4.0
Rusk,314,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,315,U.S. Representative,1,,Louie Gohmert,28.0,292.0,177.0,497.0
Rusk,315,U.S. Representative,1,,Shirley J. McKellar,0.0,20.0,17.0,37.0
Rusk,315,U.S. Representative,1,,Phil Gray,0.0,7.0,5.0,12.0
Rusk,315,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,316,U.S. Representative,1,,Louie Gohmert,15.0,113.0,121.0,249.0
Rusk,316,U.S. Representative,1,,Shirley J. McKellar,7.0,17.0,13.0,37.0
Rusk,316,U.S. Representative,1,,Phil Gray,0.0,1.0,2.0,3.0
Rusk,316,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,317,U.S. Representative,1,,Louie Gohmert,23.0,50.0,123.0,196.0
Rusk,317,U.S. Representative,1,,Shirley J. McKellar,30.0,45.0,95.0,170.0
Rusk,317,U.S. Representative,1,,Phil Gray,1.0,3.0,4.0,8.0
Rusk,317,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,318,U.S. Representative,1,,Louie Gohmert,40.0,296.0,213.0,549.0
Rusk,318,U.S. Representative,1,,Shirley J. McKellar,16.0,55.0,67.0,138.0
Rusk,318,U.S. Representative,1,,Phil Gray,0.0,8.0,5.0,13.0
Rusk,318,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,319,U.S. Representative,1,,Louie Gohmert,6.0,60.0,63.0,129.0
Rusk,319,U.S. Representative,1,,Shirley J. McKellar,15.0,36.0,42.0,93.0
Rusk,319,U.S. Representative,1,,Phil Gray,0.0,0.0,1.0,1.0
Rusk,319,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,404,U.S. Representative,1,,Louie Gohmert,77.0,684.0,151.0,912.0
Rusk,404,U.S. Representative,1,,Shirley J. McKellar,12.0,113.0,39.0,164.0
Rusk,404,U.S. Representative,1,,Phil Gray,2.0,12.0,5.0,19.0
Rusk,404,U.S. Representative,1,,WRITE-IN,0.0,2.0,0.0,2.0
Rusk,405,U.S. Representative,1,,Louie Gohmert,73.0,481.0,125.0,679.0
Rusk,405,U.S. Representative,1,,Shirley J. McKellar,9.0,91.0,27.0,127.0
Rusk,405,U.S. Representative,1,,Phil Gray,1.0,9.0,1.0,11.0
Rusk,405,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,416,U.S. Representative,1,,Louie Gohmert,27.0,307.0,104.0,438.0
Rusk,416,U.S. Representative,1,,Shirley J. McKellar,9.0,47.0,18.0,74.0
Rusk,416,U.S. Representative,1,,Phil Gray,2.0,6.0,3.0,11.0
Rusk,416,U.S. Representative,1,,WRITE-IN,0.0,0.0,1.0,1.0
Rusk,417,U.S. Representative,1,,Louie Gohmert,26.0,359.0,252.0,637.0
Rusk,417,U.S. Representative,1,,Shirley J. McKellar,11.0,85.0,69.0,165.0
Rusk,417,U.S. Representative,1,,Phil Gray,0.0,7.0,8.0,15.0
Rusk,417,U.S. Representative,1,,WRITE-IN,0.0,0.0,1.0,1.0
Rusk,418,U.S. Representative,1,,Louie Gohmert,78.0,605.0,356.0,1039.0
Rusk,418,U.S. Representative,1,,Shirley J. McKellar,14.0,130.0,80.0,224.0
Rusk,418,U.S. Representative,1,,Phil Gray,0.0,10.0,4.0,14.0
Rusk,418,U.S. Representative,1,,WRITE-IN,0.0,0.0,0.0,0.0
Rusk,Total:,U.S. Representative,1,,Louie Gohmert,1039.0,9456.0,4256.0,14751.0
Rusk,Total:,U.S. Representative,1,,Shirley J. McKellar,367.0,2077.0,1213.0,3657.0
Rusk,Total:,U.S. Representative,1,,Phil Gray,15.0,159.0,104.0,278.0
Rusk,Total:,U.S. Representative,1,,WRITE-IN,1.0,6.0,7.0,14.0
Rusk,111,Railroad Commissioner,,,Wayne Christian,37.0,361.0,99.0,497.0
Rusk,111,Railroad Commissioner,,,Grady Yarbrough,5.0,64.0,24.0,93.0
Rusk,111,Railroad Commissioner,,,Mark Miller,2.0,14.0,1.0,17.0
Rusk,111,Railroad Commissioner,,,Martina Salinas,0.0,2.0,0.0,2.0
Rusk,112,Railroad Commissioner,,,Wayne Christian,67.0,578.0,289.0,934.0
Rusk,112,Railroad Commissioner,,,Grady Yarbrough,19.0,112.0,53.0,184.0
Rusk,112,Railroad Commissioner,,,Mark Miller,5.0,26.0,13.0,44.0
Rusk,112,Railroad Commissioner,,,Martina Salinas,0.0,3.0,4.0,7.0
Rusk,113,Railroad Commissioner,,,Wayne Christian,103.0,1048.0,341.0,1492.0
Rusk,113,Railroad Commissioner,,,Grady Yarbrough,22.0,205.0,86.0,313.0
Rusk,113,Railroad Commissioner,,,Mark Miller,1.0,26.0,20.0,47.0
Rusk,113,Railroad Commissioner,,,Martina Salinas,1.0,9.0,9.0,19.0
Rusk,114,Railroad Commissioner,,,Wayne Christian,33.0,413.0,286.0,732.0
