county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Coryell,101 BS3,Ballots Cast,,,,,,,"1,032"
Coryell,101 BS4,Ballots Cast,,,,,,,"1,924"
Coryell,101 BS5,Ballots Cast,,,,,,,161
Coryell,102 BS3,Ballots Cast,,,,,,,396
Coryell,102 BS5,Ballots Cast,,,,,,,431
Coryell,103 BS3,Ballots Cast,,,,,,,210
Coryell,104 BS3,Ballots Cast,,,,,,,30
Coryell,104 BS4,Ballots Cast,,,,,,,"2,162"
Coryell,205 BS3,Ballots Cast,,,,,,,157
Coryell,205 BS5,Ballots Cast,,,,,,,545
Coryell,205 BS8,Ballots Cast,,,,,,,681
Coryell,206 BS3,Ballots Cast,,,,,,,490
Coryell,206 BS4,Ballots Cast,,,,,,,480
Coryell,207 BS4,Ballots Cast,,,,,,,"1,981"
Coryell,308 BS5,Ballots Cast,,,,,,,940
Coryell,308 BS8,Ballots Cast,,,,,,,"1,271"
Coryell,309 BS3,Ballots Cast,,,,,,,8
Coryell,309 BS5,Ballots Cast,,,,,,,368
Coryell,309 BS6,Ballots Cast,,,,,,,20
Coryell,310 BS3,Ballots Cast,,,,,,,182
Coryell,310 BS5,Ballots Cast,,,,,,,13
Coryell,310 BS6,Ballots Cast,,,,,,,111
Coryell,310 BS10,Ballots Cast,,,,,,,143
Coryell,311 BS3,Ballots Cast,,,,,,,136
Coryell,412 BS3,Ballots Cast,,,,,,,281
Coryell,412 BS4,Ballots Cast,,,,,,,"1,507"
Coryell,413 BS3,Ballots Cast,,,,,,,14
Coryell,413 BS5,Ballots Cast,,,,,,,629
Coryell,413 BS8,Ballots Cast,,,,,,,720
Coryell,414 BS3,Ballots Cast,,,,,,,136
Coryell,414 BS5,Ballots Cast,,,,,,,127
Coryell,415 BS3,Ballots Cast,,,,,,,138
Coryell,415 BS5,Ballots Cast,,,,,,,31
Coryell,416 BS3,Ballots Cast,,,,,,,16
Coryell,416 BS4,Ballots Cast,,,,,,,"1,172"
Coryell,Total,Ballots Cast,,,,,,,"18,643"
Coryell,101 BS3,Straight Party,,,REP,51,324,123,498
Coryell,101 BS4,Straight Party,,,REP,24,402,271,697
Coryell,101 BS5,Straight Party,,,REP,5,65,7,77
Coryell,102 BS3,Straight Party,,,REP,24,165,39,228
Coryell,102 BS5,Straight Party,,,REP,23,170,43,236
