county,precinct,office,district,party,candidate,votes,early_voting,election_day
Aransas,1,Registered Voters - Total,,,,5979,,
Aransas,1,Ballots Cast - Total,,,,797,431,366
Aransas,1,President,,REP,OVER VOTES,0,0,0
Aransas,1,President,,REP,UNDER VOTES,24,19,5
Aransas,1,President,,REP,Rand Paul,5,5,0
Aransas,1,President,,REP,Lindsey Graham,0,0,0
Aransas,1,President,,REP,Carly Fiorina,1,1,0
Aransas,1,President,,REP,Donald J. Trump,276,145,131
Aransas,1,President,,REP,Ted Cruz,235,119,116
Aransas,1,President,,REP,John R. Kasich,32,17,15
Aransas,1,President,,REP,Marco Rubio,84,50,34
Aransas,1,President,,REP,Elizabeth Gray,0,0,0
Aransas,1,President,,REP,Mike Huckabee,1,1,0
Aransas,1,President,,REP,Rick Santorum,0,0,0
Aransas,1,President,,REP,Chris Christie,0,0,0
Aransas,1,President,,REP,Jeb Bush,11,11,0
Aransas,1,President,,REP,Ben Carson,18,7,11
Aransas,1,President,,REP,Uncommitted,10,9,1
Aransas,1,U.S. House,27,REP,OVER VOTES,0,0,0
Aransas,1,U.S. House,27,REP,UNDER VOTES,66,37,29
Aransas,1,U.S. House,27,REP,Gregg Deeb,306,172,134
Aransas,1,U.S. House,27,REP,Blake Farenthold,325,175,150
Aransas,1,Railroad Commissioner,,REP,OVER VOTES,0,0,0
Aransas,1,Railroad Commissioner,,REP,UNDER VOTES,195,110,85
Aransas,1,Railroad Commissioner,,REP,John Greytok,49,21,28
Aransas,1,Railroad Commissioner,,REP,Gary Gates,196,109,87
Aransas,1,Railroad Commissioner,,REP,Weston Martinez,33,20,13
Aransas,1,Railroad Commissioner,,REP,Ron Hale,97,55,42
Aransas,1,Railroad Commissioner,,REP,Lance N. Christian,48,27,21
Aransas,1,Railroad Commissioner,,REP,Wayne Christian,41,18,23
Aransas,1,Railroad Commissioner,,REP,Doug Jeffrey,38,24,14
Aransas,1,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0
Aransas,1,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,177,97,80
Aransas,1,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,262,153,109
Aransas,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,258,134,124
Aransas,1,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0
Aransas,1,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,193,106,87
Aransas,1,"Justice, Supreme Court, Place 5",,REP,Paul Green,331,180,151
Aransas,1,"Justice, Supreme Court, Place 5",,REP,Rick Green,173,98,75
Aransas,1,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0
Aransas,1,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,180,102,78
Aransas,1,"Justice, Supreme Court, Place 9",,REP,Joe Pool,315,173,142
Aransas,1,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,202,109,93
Aransas,1,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0
Aransas,1,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,225,126,99
Aransas,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,231,130,101
Aransas,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,142,79,63
Aransas,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,99,49,50
Aransas,1,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0
Aransas,1,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,218,119,99
Aransas,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,68,42,26
Aransas,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,86,44,42
Aransas,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,268,146,122
Aransas,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,57,33,24
Aransas,1,"Judge, Court of Criminal Appeals, Place 6",,REP,OVER VOTES,0,0,0
Aransas,1,"Judge, Court of Criminal Appeals, Place 6",,REP,UNDER VOTES,234,126,108
Aransas,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,272,148,124
Aransas,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,191,110,81
Aransas,1,State Senator,18,REP,OVER VOTES,0,0,0
Aransas,1,State Senator,18,REP,UNDER VOTES,227,130,97
Aransas,1,State Senator,18,REP,Lois W. Kolkhorst,470,254,216
Aransas,1,State Representative,30,REP,OVER VOTES,0,0,0
Aransas,1,State Representative,30,REP,UNDER VOTES,234,135,99
Aransas,1,State Representative,30,REP,Geanie W. Morrison,463,249,214
Aransas,1,"Justice, 13th Court of Appeals District, Place 3",,REP,OVER VOTES,0,0,0
Aransas,1,"Justice, 13th Court of Appeals District, Place 3",,REP,UNDER VOTES,254,144,110
Aransas,1,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,443,240,203
Aransas,1,"District Judge, 343rd Judicial District",,REP,OVER VOTES,0,0,0
Aransas,1,"District Judge, 343rd Judicial District",,REP,UNDER VOTES,234,133,101
Aransas,1,"District Judge, 343rd Judicial District",,REP,Janna K. Whatley,463,251,212
Aransas,1,County Attorney,,REP,OVER VOTES,0,0,0
Aransas,1,County Attorney,,REP,UNDER VOTES,278,158,120
Aransas,1,County Attorney,,REP,Kristen Barnebey,419,226,193
Aransas,1,Sheriff,,REP,OVER VOTES,0,0,0
Aransas,1,Sheriff,,REP,UNDER VOTES,38,18,20
Aransas,1,Sheriff,,REP,Bill Mills,367,200,167
Aransas,1,Sheriff,,REP,Eli Ramos,292,166,126
Aransas,1,"County Commissioner, Precinct No. 1",,REP,OVER VOTES,0,0,0
Aransas,1,"County Commissioner, Precinct No. 1",,REP,UNDER VOTES,219,122,97
Aransas,1,"County Commissioner, Precinct No. 1",,REP,Jack Chaney,478,262,216
Aransas,1,"Constable, Precinct No. 1",,REP,OVER VOTES,0,0,0
Aransas,1,"Constable, Precinct No. 1",,REP,UNDER VOTES,213,121,92
Aransas,1,"Constable, Precinct No. 1",,REP,"Harry ""Doc"" Thomas",484,263,221
Aransas,1,County Chairman,,REP,OVER VOTES,0,0,0
Aransas,1,County Chairman,,REP,UNDER VOTES,235,134,101
Aransas,1,County Chairman,,REP,Ric Young,462,250,212
Aransas,1,President,,DEM,OVER VOTES,0,0,0
Aransas,1,President,,DEM,UNDER VOTES,3,2,1
Aransas,1,President,,DEM,Hillary Clinton,60,26,34
Aransas,1,President,,DEM,Calvis L. Hawes,2,1,1
Aransas,1,President,,DEM,Willie L. Wilson,0,0,0
Aransas,1,President,,DEM,Bernie Sanders,31,18,13
Aransas,1,President,,DEM,Keith Judd,3,0,3
Aransas,1,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,1
Aransas,1,President,,DEM,Martin J. O'Malley,0,0,0
Aransas,1,President,,DEM,Star Locke,0,0,0
Aransas,1,U.S. House,27,DEM,OVER VOTES,0,0,0
Aransas,1,U.S. House,27,DEM,UNDER VOTES,15,11,4
Aransas,1,U.S. House,27,DEM,Wayne Raasch,21,12,9
Aransas,1,U.S. House,27,DEM,Ray Madrigal,23,10,13
Aransas,1,U.S. House,27,DEM,Raul (Roy) Barrera,41,14,27
Aransas,1,Railroad Commissioner,,DEM,OVER VOTES,0,0,0
Aransas,1,Railroad Commissioner,,DEM,UNDER VOTES,13,9,4
Aransas,1,Railroad Commissioner,,DEM,Lon Burnam,15,9,6
Aransas,1,Railroad Commissioner,,DEM,Cody Garrett,37,14,23
Aransas,1,Railroad Commissioner,,DEM,Grady Yarbrough,35,15,20
Aransas,1,"Justice, Supreme Court, Place 3",,DEM,OVER VOTES,0,0,0
Aransas,1,"Justice, Supreme Court, Place 3",,DEM,UNDER VOTES,23,12,11
Aransas,1,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,77,35,42
Aransas,1,"Justice, Supreme Court, Place 5",,DEM,OVER VOTES,0,0,0
Aransas,1,"Justice, Supreme Court, Place 5",,DEM,UNDER VOTES,25,15,10
Aransas,1,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,75,32,43
Aransas,1,"Justice, Supreme Court, Place 9",,DEM,OVER VOTES,0,0,0
Aransas,1,"Justice, Supreme Court, Place 9",,DEM,UNDER VOTES,23,12,11
Aransas,1,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,77,35,42
Aransas,1,"Judge, Court of Criminal Appeals, Place 2",,DEM,OVER VOTES,0,0,0
Aransas,1,"Judge, Court of Criminal Appeals, Place 2",,DEM,UNDER VOTES,23,13,10
Aransas,1,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",77,34,43
Aransas,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,OVER VOTES,0,0,0
Aransas,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,UNDER VOTES,22,12,10
Aransas,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,78,35,43
Aransas,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,OVER VOTES,0,0,0
Aransas,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,UNDER VOTES,22,11,11
Aransas,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,78,36,42
Aransas,1,"Justice, 13th Court of Appeals District, Place 3",,DEM,OVER VOTES,0,0,0
Aransas,1,"Justice, 13th Court of Appeals District, Place 3",,DEM,UNDER VOTES,16,13,3
Aransas,1,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,52,21,31
Aransas,1,"Justice, 13th Court of Appeals District, Place 3",,DEM,Carlos Valdez,32,13,19
Aransas,1,Tax Assessor-Collector,,DEM,OVER VOTES,0,0,0
Aransas,1,Tax Assessor-Collector,,DEM,UNDER VOTES,9,9,0
Aransas,1,Tax Assessor-Collector,,DEM,Jeri D. Cox,91,38,53
Aransas,1,County Chairman,,DEM,OVER VOTES,0,0,0
Aransas,1,County Chairman,,DEM,UNDER VOTES,22,14,8
Aransas,1,County Chairman,,DEM,Donnie R. Love,78,33,45
Aransas,1,REFERENDA ITEM #1,,DEM,OVER VOTES,0,0,0
Aransas,1,REFERENDA ITEM #1,,DEM,UNDER VOTES,4,3,1
Aransas,1,REFERENDA ITEM #1,,DEM,For,93,44,49
Aransas,1,REFERENDA ITEM #1,,DEM,Against,3,0,3
Aransas,1,REFERENDA ITEM #2,,DEM,OVER VOTES,0,0,0
Aransas,1,REFERENDA ITEM #2,,DEM,UNDER VOTES,5,4,1
Aransas,1,REFERENDA ITEM #2,,DEM,For,91,43,48
Aransas,1,REFERENDA ITEM #2,,DEM,Against,4,0,4
Aransas,1,REFERENDA ITEM #3,,DEM,OVER VOTES,0,0,0
Aransas,1,REFERENDA ITEM #3,,DEM,UNDER VOTES,5,3,2
Aransas,1,REFERENDA ITEM #3,,DEM,For,88,42,46
Aransas,1,REFERENDA ITEM #3,,DEM,Against,7,2,5
Aransas,1,REFERENDA ITEM #4,,DEM,OVER VOTES,0,0,0
Aransas,1,REFERENDA ITEM #4,,DEM,UNDER VOTES,6,4,2
Aransas,1,REFERENDA ITEM #4,,DEM,For,87,38,49
Aransas,1,REFERENDA ITEM #4,,DEM,Against,7,5,2
Aransas,1,REFERENDA ITEM #5,,DEM,OVER VOTES,0,0,0
Aransas,1,REFERENDA ITEM #5,,DEM,UNDER VOTES,7,4,3
Aransas,1,REFERENDA ITEM #5,,DEM,For,76,38,38
Aransas,1,REFERENDA ITEM #5,,DEM,Against,17,5,12
Aransas,1,REFERENDA ITEM #6,,DEM,OVER VOTES,0,0,0
Aransas,1,REFERENDA ITEM #6,,DEM,UNDER VOTES,5,3,2
Aransas,1,REFERENDA ITEM #6,,DEM,For,88,41,47
Aransas,1,REFERENDA ITEM #6,,DEM,Against,7,3,4
Aransas,1,Proposition 1,,REP,OVER VOTES,0,0,0
Aransas,1,Proposition 1,,REP,UNDER VOTES,62,35,27
Aransas,1,Proposition 1,,REP,YES,431,235,196
Aransas,1,Proposition 1,,REP,NO,204,114,90
Aransas,1,Proposition 2,,REP,OVER VOTES,0,0,0
Aransas,1,Proposition 2,,REP,UNDER VOTES,61,35,26
Aransas,1,Proposition 2,,REP,YES,383,206,177
Aransas,1,Proposition 2,,REP,NO,253,143,110
Aransas,1,Proposition 3,,REP,OVER VOTES,0,0,0
Aransas,1,Proposition 3,,REP,UNDER VOTES,71,41,30
Aransas,1,Proposition 3,,REP,YES,524,283,241
Aransas,1,Proposition 3,,REP,NO,102,60,42
Aransas,1,Proposition 4,,REP,OVER VOTES,0,0,0
Aransas,1,Proposition 4,,REP,UNDER VOTES,82,51,31
Aransas,1,Proposition 4,,REP,YES,583,318,265
Aransas,1,Proposition 4,,REP,NO,32,15,17
Aransas,1A,Registered Voters - Total,,,,5154,,
Aransas,1A,Ballots Cast - Total,,,,356,129,227
Aransas,1A,President,,REP,OVER VOTES,0,0,0
Aransas,1A,President,,REP,UNDER VOTES,8,1,7
Aransas,1A,President,,REP,Rand Paul,0,0,0
Aransas,1A,President,,REP,Lindsey Graham,0,0,0
Aransas,1A,President,,REP,Carly Fiorina,0,0,0
Aransas,1A,President,,REP,Donald J. Trump,134,50,84
Aransas,1A,President,,REP,Ted Cruz,120,44,76
Aransas,1A,President,,REP,John R. Kasich,4,1,3
Aransas,1A,President,,REP,Marco Rubio,21,10,11
Aransas,1A,President,,REP,Elizabeth Gray,0,0,0
Aransas,1A,President,,REP,Mike Huckabee,0,0,0
Aransas,1A,President,,REP,Rick Santorum,0,0,0
Aransas,1A,President,,REP,Chris Christie,0,0,0
Aransas,1A,President,,REP,Jeb Bush,3,2,1
Aransas,1A,President,,REP,Ben Carson,12,2,10
Aransas,1A,President,,REP,Uncommitted,3,3,0
Aransas,1A,U.S. House,27,REP,OVER VOTES,0,0,0
