county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,President/VicePresident,,Hillary Clinton,False,DEM,996,75.63
ANDERSON,President/VicePresident,,"Roque ""Rocky"" De La Fuente",False,DEM,1,0.08
ANDERSON,President/VicePresident,,Calvis L. Hawes,False,DEM,1,0.08
ANDERSON,President/VicePresident,,Keith Judd,False,DEM,4,0.30
ANDERSON,President/VicePresident,,Star Locke,False,DEM,2,0.15
ANDERSON,President/VicePresident,,Martin J. O'Malley,False,DEM,5,0.38
ANDERSON,President/VicePresident,,Bernie Sanders,False,DEM,299,22.70
ANDERSON,President/VicePresident,,Willie L. Wilson,False,DEM,9,0.68
ANDERSON,President/VicePresident,,Total,,,1317,
ANDERSON,Railroad Commissioner,,Lon Burnam,False,DEM,253,22.23
ANDERSON,Railroad Commissioner,,Cody Garrett,False,DEM,292,25.66
ANDERSON,Railroad Commissioner,,Grady Yarbrough,False,DEM,593,52.11
ANDERSON,Railroad Commissioner,,Total,,,1138,
ANDERSON,"Justice, Supreme Court, Place 3",,Mike Westergren,False,DEM,1001,100.00
ANDERSON,"Justice, Supreme Court, Place 3",,Total,,,1001,
ANDERSON,"Justice, Supreme Court, Place 5",,Dori Contreras Garza,False,DEM,1005,100.00
ANDERSON,"Justice, Supreme Court, Place 5",,Total,,,1005,
ANDERSON,"Justice, Supreme Court, Place 9",,Savannah Robinson,False,DEM,1016,100.00
ANDERSON,"Justice, Supreme Court, Place 9",,Total,,,1016,
ANDERSON,Judge Court of Criminal Appeals,2,"Lawrence ""Larry"" Meyers",True,DEM,1017,100.00
ANDERSON,Judge Court of Criminal Appeals,2,Total,,,1017,
ANDERSON,Judge Court of Criminal Appeals,5,Betsy Johnson,False,DEM,1014,100.00
ANDERSON,Judge Court of Criminal Appeals,5,Total,,,1014,
ANDERSON,Judge Court of Criminal Appeals,6,Robert Burns,False,DEM,972,100.00
ANDERSON,Judge Court of Criminal Appeals,6,Total,,,972,
ANDERSON,Member State Board of Education,9,Amanda M. Rudolph,False,DEM,992,100.00
