county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,"Justice, Supreme Court, Place 2",,ELIZABETH RAY,FALSE,REP,43,36.75
ANDERSON,"Justice, Supreme Court, Place 2",,DALE WAINWRIGHT,FALSE,REP,74,63.25
ANDERSON,"Justice, Supreme Court, Place 2",,Total,,,117,
ANDERSON,Judge Court of Criminal Appeals,1,TOM PRICE,TRUE,REP,63,56.25
ANDERSON,Judge Court of Criminal Appeals,1,TIM TAFT,FALSE,REP,49,43.75
ANDERSON,Judge Court of Criminal Appeals,1,Total,,,112,
ANDERSON,Judge Court of Criminal Appeals,2,DAVID RICHARDS,FALSE,REP,49,44.14
ANDERSON,Judge Court of Criminal Appeals,2,PAUL WOMACK,TRUE,REP,62,55.86
ANDERSON,Judge Court of Criminal Appeals,2,Total,,,111,
ANDERSON,Judge Court of Criminal Appeals,3,CATHY COCHRAN,TRUE,REP,75,68.18
ANDERSON,Judge Court of Criminal Appeals,3,GUY WILLIAMS,FALSE,REP,35,31.82
ANDERSON,Judge Court of Criminal Appeals,3,Total,,,110,
ANDREWS,"Justice, Supreme Court, Place 2",,ELIZABETH RAY,FALSE,REP,12,42.86
ANDREWS,"Justice, Supreme Court, Place 2",,DALE WAINWRIGHT,FALSE,REP,16,57.14
ANDREWS,"Justice, Supreme Court, Place 2",,Total,,,28,
ANDREWS,Judge Court of Criminal Appeals,1,TOM PRICE,TRUE,REP,11,42.31
ANDREWS,Judge Court of Criminal Appeals,1,TIM TAFT,FALSE,REP,15,57.69
ANDREWS,Judge Court of Criminal Appeals,1,Total,,,26,
ANDREWS,Judge Court of Criminal Appeals,2,DAVID RICHARDS,FALSE,REP,16,61.54
ANDREWS,Judge Court of Criminal Appeals,2,PAUL WOMACK,TRUE,REP,10,38.46
ANDREWS,Judge Court of Criminal Appeals,2,Total,,,26,
ANDREWS,Judge Court of Criminal Appeals,3,CATHY COCHRAN,TRUE,REP,14,51.85
ANDREWS,Judge Court of Criminal Appeals,3,GUY WILLIAMS,FALSE,REP,13,48.15
ANDREWS,Judge Court of Criminal Appeals,3,Total,,,27,
ANGELINA,"Justice, Supreme Court, Place 2",,ELIZABETH RAY,FALSE,REP,50,51.55
ANGELINA,"Justice, Supreme Court, Place 2",,DALE WAINWRIGHT,FALSE,REP,47,48.45
ANGELINA,"Justice, Supreme Court, Place 2",,Total,,,97,
ANGELINA,Judge Court of Criminal Appeals,1,TOM PRICE,TRUE,REP,49,51.58
ANGELINA,Judge Court of Criminal Appeals,1,TIM TAFT,FALSE,REP,46,48.42
ANGELINA,Judge Court of Criminal Appeals,1,Total,,,95,
ANGELINA,Judge Court of Criminal Appeals,2,DAVID RICHARDS,FALSE,REP,37,38.14
ANGELINA,Judge Court of Criminal Appeals,2,PAUL WOMACK,TRUE,REP,60,61.86
ANGELINA,Judge Court of Criminal Appeals,2,Total,,,97,
ANGELINA,Judge Court of Criminal Appeals,3,CATHY COCHRAN,TRUE,REP,64,66.67
ANGELINA,Judge Court of Criminal Appeals,3,GUY WILLIAMS,FALSE,REP,32,33.33
ANGELINA,Judge Court of Criminal Appeals,3,Total,,,96,
ARANSAS,"Justice, Supreme Court, Place 2",,ELIZABETH RAY,FALSE,REP,500,47.53
ARANSAS,"Justice, Supreme Court, Place 2",,DALE WAINWRIGHT,FALSE,REP,552,52.47
ARANSAS,"Justice, Supreme Court, Place 2",,Total,,,1052,
ARANSAS,Judge Court of Criminal Appeals,1,TOM PRICE,TRUE,REP,659,67.59
ARANSAS,Judge Court of Criminal Appeals,1,TIM TAFT,FALSE,REP,316,32.41
ARANSAS,Judge Court of Criminal Appeals,1,Total,,,975,
ARANSAS,Judge Court of Criminal Appeals,2,DAVID RICHARDS,FALSE,REP,333,33.74
ARANSAS,Judge Court of Criminal Appeals,2,PAUL WOMACK,TRUE,REP,654,66.26
ARANSAS,Judge Court of Criminal Appeals,2,Total,,,987,
ARANSAS,Judge Court of Criminal Appeals,3,CATHY COCHRAN,TRUE,REP,499,49.65
ARANSAS,Judge Court of Criminal Appeals,3,GUY WILLIAMS,FALSE,REP,506,50.35
ARANSAS,Judge Court of Criminal Appeals,3,Total,,,1005,
ARCHER,"Justice, Supreme Court, Place 2",,ELIZABETH RAY,FALSE,REP,3,30
ARCHER,"Justice, Supreme Court, Place 2",,DALE WAINWRIGHT,FALSE,REP,7,70
ARCHER,"Justice, Supreme Court, Place 2",,Total,,,10,
ARCHER,Judge Court of Criminal Appeals,1,TOM PRICE,TRUE,REP,3,30
ARCHER,Judge Court of Criminal Appeals,1,TIM TAFT,FALSE,REP,7,70
ARCHER,Judge Court of Criminal Appeals,1,Total,,,10,
