county,precinct,office,district,party,candidate,votes,early_voting_paper,early_voting_ivo,election_day_paper,election_day_ivo,provisional
Hill,10,Registered Voters,,,,1861,,,,,
Hill,10,Ballots Cast,,,,644,81,116,222,225,0
Hill,10,Straight Party,,,Republican,313,36,69,86,122,0
Hill,10,Straight Party,,,Democratic,94,12,12,43,27,0
Hill,10,Straight Party,,,Libertarian,1,0,0,1,0,0
Hill,10,Straight Party,,,Green,1,0,0,0,1,0
Hill,10,U.S. Senate,,REP,John Cornyn,486,61,98,147,180,0
Hill,10,U.S. Senate,,DEM,David M. Alameel,128,18,14,61,35,0
Hill,10,U.S. Senate,,LIB,Rebecca Paddock,22,2,3,11,6,0
Hill,10,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2,0,0,0,2,0
Hill,10,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,10,U.S. House,25,REP,Roger Williams,495,63,98,154,180,0
Hill,10,U.S. House,25,DEM,Marco Montoya,135,19,14,63,39,0
Hill,10,U.S. House,25,LIB,John Betz,6,0,3,1,2,0
Hill,10,Governor,,REP,Greg Abbott,484,62,97,148,177,0
Hill,10,Governor,,DEM,Wendy R. Davis,146,19,16,68,43,0
Hill,10,Governor,,LIB,Kathie Glass,8,1,2,3,2,0
Hill,10,Governor,,GRN,Brandon Parmer,3,0,0,1,2,0
Hill,10,Governor,,,Write-ins,0,0,0,0,0,0
Hill,10,Lieutenant Governor,,REP,Dan Patrick,484,61,93,150,180,0
Hill,10,Lieutenant Governor,,DEM,Leticia Van de Putte,140,18,18,66,38,0
Hill,10,Lieutenant Governor,,LIB,Robert D. Butler,10,1,4,2,3,0
Hill,10,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,0,0,0,2,0
Hill,10,Attorney General,,REP,Ken Paxton,473,58,96,142,177,0
Hill,10,Attorney General,,DEM,Sam Houston,154,21,18,73,42,0
Hill,10,Attorney General,,LIB,Jamie Balagia,4,0,1,2,1,0
Hill,10,Attorney General,,GRN,Jamar Osborne,1,0,0,0,1,0
Hill,10,Comptroller of Public Accounts,,REP,Glenn Hegar,474,59,96,143,176,0
Hill,10,Comptroller of Public Accounts,,DEM,Mike Collier,147,20,18,69,40,0
Hill,10,Comptroller of Public Accounts,,LIB,Ben Sanders,9,1,1,4,3,0
Hill,10,Comptroller of Public Accounts,,GRN,Deb Shafto,4,0,0,2,2,0
Hill,10,Commissioner of the General Land Office,,REP,George P. Bush,485,60,98,145,182,0
Hill,10,Commissioner of the General Land Office,,DEM,John Cook,136,18,17,64,37,0
Hill,10,Commissioner of the General Land Office,,LIB,Justin Knight,11,2,0,7,2,0
Hill,10,Commissioner of the General Land Office,,GRN,Valerie Alesi,4,0,0,1,3,0
Hill,10,Commissioner of Agriculture,,REP,Sid Miller,468,60,93,142,173,0
Hill,10,Commissioner of Agriculture,,DEM,Jim Hogan,146,18,18,69,41,0
Hill,10,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,13,2,2,5,4,0
Hill,10,Commissioner of Agriculture,,GRN,Kenneth Kendrick,6,0,1,2,3,0
Hill,10,Railroad Commissioner,,REP,Ryan Sitton,480,60,98,143,179,0
Hill,10,Railroad Commissioner,,DEM,Steve Brown,134,19,16,64,35,0
Hill,10,Railroad Commissioner,,LIB,Mark A. Miller,11,1,1,6,3,0
Hill,10,Railroad Commissioner,,GRN,Martina Salinas,9,0,0,5,4,0
Hill,10,State Representative,8,REP,Byron Cook,500,62,99,152,187,0
Hill,10,State Representative,8,LIB,John Wilford,61,3,11,26,21,0
Hill,12,Registered Voters,,,,792,,,,,
Hill,12,Ballots Cast,,,,325,50,70,107,98,0
Hill,12,Straight Party,,,Republican,149,23,35,48,43,0
Hill,12,Straight Party,,,Democratic,24,5,6,7,6,0
Hill,12,Straight Party,,,Libertarian,1,0,0,1,0,0
Hill,12,Straight Party,,,Green,0,0,0,0,0,0
Hill,12,U.S. Senate,,REP,John Cornyn,257,35,59,83,80,0
Hill,12,U.S. Senate,,DEM,David M. Alameel,52,13,8,21,10,0
Hill,12,U.S. Senate,,LIB,Rebecca Paddock,5,0,1,0,4,0
Hill,12,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,0,0,0,1,0
Hill,12,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,12,U.S. House,25,REP,Roger Williams,254,35,55,79,85,0
Hill,12,U.S. House,25,DEM,Marco Montoya,55,14,11,20,10,0
Hill,12,U.S. House,25,LIB,John Betz,3,0,2,1,0,0
Hill,12,Governor,,REP,Greg Abbott,249,32,59,76,82,0
Hill,12,Governor,,DEM,Wendy R. Davis,62,14,9,26,13,0
Hill,12,Governor,,LIB,Kathie Glass,4,0,2,1,1,0
Hill,12,Governor,,GRN,Brandon Parmer,3,1,0,1,1,0
Hill,12,Governor,,,Write-ins,0,0,0,0,0,0
Hill,12,Lieutenant Governor,,REP,Dan Patrick,255,35,59,81,80,0
Hill,12,Lieutenant Governor,,DEM,Leticia Van de Putte,59,14,10,23,12,0
Hill,12,Lieutenant Governor,,LIB,Robert D. Butler,6,0,1,1,4,0
Hill,12,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,0,1,0,0
Hill,12,Attorney General,,REP,Ken Paxton,254,34,57,80,83,0
Hill,12,Attorney General,,DEM,Sam Houston,63,15,10,25,13,0
Hill,12,Attorney General,,LIB,Jamie Balagia,2,0,2,0,0,0
Hill,12,Attorney General,,GRN,Jamar Osborne,1,0,1,0,0,0
Hill,12,Comptroller of Public Accounts,,REP,Glenn Hegar,247,33,55,77,82,0
Hill,12,Comptroller of Public Accounts,,DEM,Mike Collier,56,14,11,21,10,0
Hill,12,Comptroller of Public Accounts,,LIB,Ben Sanders,10,1,3,2,4,0
Hill,12,Comptroller of Public Accounts,,GRN,Deb Shafto,2,0,0,1,1,0
Hill,12,Commissioner of the General Land Office,,REP,George P. Bush,263,34,60,81,88,0
Hill,12,Commissioner of the General Land Office,,DEM,John Cook,48,12,10,18,8,0
Hill,12,Commissioner of the General Land Office,,LIB,Justin Knight,5,2,0,3,0,0
Hill,12,Commissioner of the General Land Office,,GRN,Valerie Alesi,3,1,0,2,0,0
Hill,12,Commissioner of Agriculture,,REP,Sid Miller,246,33,56,76,81,0
Hill,12,Commissioner of Agriculture,,DEM,Jim Hogan,65,16,10,25,14,0
Hill,12,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,2,0,1,1,0,0
Hill,12,Commissioner of Agriculture,,GRN,Kenneth Kendrick,4,0,2,2,0,0
Hill,12,Railroad Commissioner,,REP,Ryan Sitton,246,35,55,79,77,0
Hill,12,Railroad Commissioner,,DEM,Steve Brown,56,12,11,21,12,0
Hill,12,Railroad Commissioner,,LIB,Mark A. Miller,8,1,2,1,4,0
Hill,12,Railroad Commissioner,,GRN,Martina Salinas,1,0,1,0,0,0
Hill,12,State Representative,8,REP,Byron Cook,264,35,61,81,87,0
Hill,12,State Representative,8,LIB,John Wilford,27,7,3,11,6,0
Hill,13,Registered Voters,,,,2835,,,,,
Hill,13,Ballots Cast,,,,1079,162,172,345,400,0
Hill,13,Straight Party,,,Republican,534,74,94,154,212,0
Hill,13,Straight Party,,,Democratic,91,18,12,41,20,0
Hill,13,Straight Party,,,Libertarian,2,0,0,1,1,0
Hill,13,Straight Party,,,Green,1,0,0,0,1,0
Hill,13,U.S. Senate,,REP,John Cornyn,873,124,144,261,344,0
Hill,13,U.S. Senate,,DEM,David M. Alameel,151,32,22,64,33,0
Hill,13,U.S. Senate,,LIB,Rebecca Paddock,30,2,4,10,14,0
Hill,13,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",6,1,0,2,3,0
Hill,13,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Hill,13,U.S. House,25,REP,Roger Williams,877,125,145,260,347,0
Hill,13,U.S. House,25,DEM,Marco Montoya,154,33,21,66,34,0
Hill,13,U.S. House,25,LIB,John Betz,20,3,1,9,7,0
Hill,13,Governor,,REP,Greg Abbott,858,124,138,257,339,0
Hill,13,Governor,,DEM,Wendy R. Davis,197,37,27,81,52,0
Hill,13,Governor,,LIB,Kathie Glass,15,0,5,6,4,0
Hill,13,Governor,,GRN,Brandon Parmer,3,1,0,1,1,0
Hill,13,Governor,,,Write-ins,0,0,0,0,0,0
Hill,13,Lieutenant Governor,,REP,Dan Patrick,862,123,137,258,344,0
Hill,13,Lieutenant Governor,,DEM,Leticia Van de Putte,181,37,26,73,45,0
Hill,13,Lieutenant Governor,,LIB,Robert D. Butler,19,1,4,9,5,0
Hill,13,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,0,0,1,0,0
Hill,13,Attorney General,,REP,Ken Paxton,854,121,139,252,342,0
Hill,13,Attorney General,,DEM,Sam Houston,191,38,27,82,44,0
Hill,13,Attorney General,,LIB,Jamie Balagia,16,2,3,6,5,0
Hill,13,Attorney General,,GRN,Jamar Osborne,2,0,0,0,2,0
Hill,13,Comptroller of Public Accounts,,REP,Glenn Hegar,833,116,138,248,331,0
Hill,13,Comptroller of Public Accounts,,DEM,Mike Collier,186,37,26,74,49,0
Hill,13,Comptroller of Public Accounts,,LIB,Ben Sanders,21,3,5,6,7,0
Hill,13,Comptroller of Public Accounts,,GRN,Deb Shafto,7,2,0,4,1,0
Hill,13,Commissioner of the General Land Office,,REP,George P. Bush,862,120,142,252,348,0
Hill,13,Commissioner of the General Land Office,,DEM,John Cook,169,34,21,75,39,0
Hill,13,Commissioner of the General Land Office,,LIB,Justin Knight,32,7,5,14,6,0
Hill,13,Commissioner of the General Land Office,,GRN,Valerie Alesi,4,1,0,2,1,0
Hill,13,Commissioner of Agriculture,,REP,Sid Miller,838,118,142,249,329,0
Hill,13,Commissioner of Agriculture,,DEM,Jim Hogan,184,37,23,77,47,0
Hill,13,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,23,3,3,8,9,0
Hill,13,Commissioner of Agriculture,,GRN,Kenneth Kendrick,11,2,1,4,4,0
Hill,13,Railroad Commissioner,,REP,Ryan Sitton,820,113,142,238,327,0
Hill,13,Railroad Commissioner,,DEM,Steve Brown,187,38,23,81,45,0
Hill,13,Railroad Commissioner,,LIB,Mark A. Miller,37,6,5,14,12,0
Hill,13,Railroad Commissioner,,GRN,Martina Salinas,12,4,0,6,2,0
Hill,13,State Representative,8,REP,Byron Cook,894,126,145,270,353,0
Hill,13,State Representative,8,LIB,John Wilford,87,16,11,34,26,0
Hill,14,Registered Voters,,,,,,,,,
Hill,14,Ballots Cast,,,,,,,,,
Hill,14,Straight Party,,,Republican,,,,,,
Hill,14,Straight Party,,,Democratic,,,,,,
Hill,14,Straight Party,,,Libertarian,,,,,,
Hill,14,Straight Party,,,Green,,,,,,
Hill,14,U.S. Senate,,REP,John Cornyn,,,,,,
Hill,14,U.S. Senate,,DEM,David M. Alameel,,,,,,
Hill,14,U.S. Senate,,LIB,Rebecca Paddock,,,,,,
Hill,14,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",,,,,,
Hill,14,U.S. Senate,,,Write-ins,,,,,,
Hill,14,U.S. House,25,REP,Roger Williams,,,,,,
Hill,14,U.S. House,25,DEM,Marco Montoya,,,,,,
Hill,14,U.S. House,25,LIB,John Betz,,,,,,
Hill,14,Governor,,REP,Greg Abbott,,,,,,
Hill,14,Governor,,DEM,Wendy R. Davis,,,,,,
Hill,14,Governor,,LIB,Kathie Glass,,,,,,
Hill,14,Governor,,GRN,Brandon Parmer,,,,,,
Hill,14,Governor,,,Write-ins,,,,,,
Hill,14,Lieutenant Governor,,REP,Dan Patrick,,,,,,
Hill,14,Lieutenant Governor,,DEM,Leticia Van de Putte,,,,,,
Hill,14,Lieutenant Governor,,LIB,Robert D. Butler,,,,,,
Hill,14,Lieutenant Governor,,GRN,Chandrakantha Courtney,,,,,,
Hill,14,Attorney General,,REP,Ken Paxton,,,,,,
Hill,14,Attorney General,,DEM,Sam Houston,,,,,,
Hill,14,Attorney General,,LIB,Jamie Balagia,,,,,,
Hill,14,Attorney General,,GRN,Jamar Osborne,,,,,,
Hill,14,Comptroller of Public Accounts,,REP,Glenn Hegar,,,,,,
Hill,14,Comptroller of Public Accounts,,DEM,Mike Collier,,,,,,
Hill,14,Comptroller of Public Accounts,,LIB,Ben Sanders,,,,,,
Hill,14,Comptroller of Public Accounts,,GRN,Deb Shafto,,,,,,
Hill,14,Commissioner of the General Land Office,,REP,George P. Bush,,,,,,
Hill,14,Commissioner of the General Land Office,,DEM,John Cook,,,,,,
Hill,14,Commissioner of the General Land Office,,LIB,Justin Knight,,,,,,
Hill,14,Commissioner of the General Land Office,,GRN,Valerie Alesi,,,,,,
Hill,14,Commissioner of Agriculture,,REP,Sid Miller,,,,,,
Hill,14,Commissioner of Agriculture,,DEM,Jim Hogan,,,,,,
Hill,14,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,,,,,,
Hill,14,Commissioner of Agriculture,,GRN,Kenneth Kendrick,,,,,,
Hill,14,Railroad Commissioner,,REP,Ryan Sitton,,,,,,
Hill,14,Railroad Commissioner,,DEM,Steve Brown,,,,,,
Hill,14,Railroad Commissioner,,LIB,Mark A. Miller,,,,,,
Hill,14,Railroad Commissioner,,GRN,Martina Salinas,,,,,,
Hill,14,State Representative,8,REP,Byron Cook,,,,,,
Hill,14,State Representative,8,LIB,John Wilford,,,,,,
