county,precinct,office,district,Candidate,party,Absentee,Early,Election,Votes
Waller,101,Ballots Cast,,,,,,,675
Waller,102,Ballots Cast,,,,,,,477
Waller,103,Ballots Cast,,,,,,,428
Waller,104,Ballots Cast,,,,,,,251
Waller,105,Ballots Cast,,,,,,,313
Waller,206,Ballots Cast,,,,,,,980
Waller,207,Ballots Cast,,,,,,,1153
Waller,208,Ballots Cast,,,,,,,483
Waller,309,Ballots Cast,,,,,,,495
Waller,310,Ballots Cast,,,,,,,433
Waller,311,Ballots Cast,,,,,,,269
Waller,312,Ballots Cast,,,,,,,619
Waller,313,Ballots Cast,,,,,,,178
Waller,414,Ballots Cast,,,,,,,139
Waller,415,Ballots Cast,,,,,,,526
Waller,416,Ballots Cast,,,,,,,376
Waller,417,Ballots Cast,,,,,,,341
Waller,418,Ballots Cast,,,,,,,778
Waller,419,Ballots Cast,,,,,,,65
Waller,420,Ballots Cast,,,,,,,425
Waller,Total,Ballots Cast,,,,,,,9404
Waller,101,Straight Party,,Republican,,37,166,125,328
Waller,102,Straight Party,,Republican,,9,92,58,159
Waller,103,Straight Party,,Republican,,6,101,47,154
Waller,104,Straight Party,,Republican,,7,56,51,114
Waller,105,Straight Party,,Republican,,6,82,84,172
Waller,206,Straight Party,,Republican,,33,224,301,558
Waller,207,Straight Party,,Republican,,60,241,435,736
Waller,208,Straight Party,,Republican,,14,92,119,225
Waller,309,Straight Party,,Republican,,0,3,4,7
Waller,310,Straight Party,,Republican,,6,29,15,50
Waller,311,Straight Party,,Republican,,4,42,65,111
Waller,312,Straight Party,,Republican,,35,152,180,367
Waller,313,Straight Party,,Republican,,6,27,61,94
Waller,414,Straight Party,,Republican,,3,8,20,31
Waller,415,Straight Party,,Republican,,20,68,167,255
Waller,416,Straight Party,,Republican,,8,32,75,115
Waller,417,Straight Party,,Republican,,9,17,39,65
Waller,418,Straight Party,,Republican,,20,169,282,471
Waller,419,Straight Party,,Republican,,14,10,9,33
Waller,420,Straight Party,,Republican,,33,89,129,251
Waller,Total,Straight Party,,Republican,,330,1700,2266,4296
Waller,101,Straight Party,,Democratic,,9,47,52,108
Waller,102,Straight Party,,Democratic,,10,66,60,136
Waller,103,Straight Party,,Democratic,,7,55,42,104
Waller,104,Straight Party,,Democratic,,1,11,31,43
Waller,105,Straight Party,,Democratic,,2,3,10,15
Waller,206,Straight Party,,Democratic,,3,19,36,58
Waller,207,Straight Party,,Democratic,,16,11,37,64
Waller,208,Straight Party,,Democratic,,7,27,39,73
Waller,309,Straight Party,,Democratic,,1,63,341,405
Waller,310,Straight Party,,Democratic,,17,100,103,220
Waller,311,Straight Party,,Democratic,,13,13,18,44
Waller,312,Straight Party,,Democratic,,2,10,25,37
Waller,313,Straight Party,,Democratic,,1,4,12,17
Waller,414,Straight Party,,Democratic,,1,20,40,61
Waller,415,Straight Party,,Democratic,,6,23,24,53
Waller,416,Straight Party,,Democratic,,12,31,66,109
Waller,417,Straight Party,,Democratic,,4,46,88,138
Waller,418,Straight Party,,Democratic,,3,14,27,44
Waller,419,Straight Party,,Democratic,,4,0,0,4
Waller,420,Straight Party,,Democratic,,3,4,8,15
Waller,Total,Straight Party,,Democratic,,122,567,1059,1748
Waller,101,Straight Party,,Libertarian,,0,1,1,2
Waller,102,Straight Party,,Libertarian,,0,1,0,1
Waller,103,Straight Party,,Libertarian,,0,0,0,0
Waller,104,Straight Party,,Libertarian,,0,0,0,0
Waller,105,Straight Party,,Libertarian,,0,0,0,0
Waller,206,Straight Party,,Libertarian,,0,0,2,2
Waller,207,Straight Party,,Libertarian,,1,1,0,2
Waller,208,Straight Party,,Libertarian,,0,1,0,1
Waller,309,Straight Party,,Libertarian,,0,1,0,1
Waller,310,Straight Party,,Libertarian,,0,1,0,1
Waller,311,Straight Party,,Libertarian,,0,0,0,0
Waller,312,Straight Party,,Libertarian,,0,1,0,1
Waller,313,Straight Party,,Libertarian,,0,0,1,1
Waller,414,Straight Party,,Libertarian,,0,0,0,0
Waller,415,Straight Party,,Libertarian,,0,0,4,4
Waller,416,Straight Party,,Libertarian,,0,0,1,1
Waller,417,Straight Party,,Libertarian,,0,1,1,2
Waller,418,Straight Party,,Libertarian,,0,0,5,5
Waller,419,Straight Party,,Libertarian,,0,0,1,1
Waller,420,Straight Party,,Libertarian,,0,0,0,0
Waller,Total,Straight Party,,Libertarian,,1,8,16,25
Waller,101,Straight Party,,Green,,0,1,1,2
Waller,102,Straight Party,,Green,,0,0,0,0
Waller,103,Straight Party,,Green,,0,0,0,0
Waller,104,Straight Party,,Green,,0,0,2,2
Waller,105,Straight Party,,Green,,0,0,1,1
Waller,206,Straight Party,,Green,,0,1,0,1
Waller,207,Straight Party,,Green,,0,0,1,1
Waller,208,Straight Party,,Green,,0,1,1,2
Waller,309,Straight Party,,Green,,0,1,0,1
Waller,310,Straight Party,,Green,,0,0,1,1
Waller,311,Straight Party,,Green,,0,0,0,0
Waller,312,Straight Party,,Green,,0,0,2,2
Waller,313,Straight Party,,Green,,0,0,1,1
Waller,414,Straight Party,,Green,,0,0,0,0
Waller,415,Straight Party,,Green,,0,0,2,2
Waller,416,Straight Party,,Green,,0,1,0,1
Waller,417,Straight Party,,Green,,0,0,2,2
Waller,418,Straight Party,,Green,,0,1,0,1
Waller,419,Straight Party,,Green,,0,0,0,0
Waller,420,Straight Party,,Green,,0,0,1,1
Waller,Total,Straight Party,,Green,,0,6,15,21
Waller,101,Straight Party,,Over Votes,,0,5,14,19
Waller,102,Straight Party,,Over Votes,,0,5,14,19
Waller,103,Straight Party,,Over Votes,,0,5,14,19
Waller,104,Straight Party,,Over Votes,,0,5,12,17
Waller,105,Straight Party,,Over Votes,,0,5,11,16
Waller,206,Straight Party,,Over Votes,,0,4,11,15
Waller,207,Straight Party,,Over Votes,,0,4,10,14
Waller,208,Straight Party,,Over Votes,,0,3,9,12
Waller,309,Straight Party,,Over Votes,,0,2,9,11
Waller,310,Straight Party,,Over Votes,,0,2,8,10
Waller,311,Straight Party,,Over Votes,,0,2,8,10
Waller,312,Straight Party,,Over Votes,,0,2,6,8
Waller,313,Straight Party,,Over Votes,,0,2,5,7
Waller,414,Straight Party,,Over Votes,,0,2,5,7
Waller,415,Straight Party,,Over Votes,,0,2,3,5
Waller,416,Straight Party,,Over Votes,,0,1,3,4
Waller,417,Straight Party,,Over Votes,,0,1,1,2
Waller,418,Straight Party,,Over Votes,,0,0,1,1
Waller,419,Straight Party,,Over Votes,,0,0,1,1
Waller,420,Straight Party,,Over Votes,,0,0,0,0
Waller,Total,Straight Party,,Over Votes,,0,0,0,0
Waller,101,Straight Party,,Under Votes,,0,120,99,219
Waller,102,Straight Party,,Under Votes,,0,95,60,155
Waller,103,Straight Party,,Under Votes,,0,104,49,153
Waller,104,Straight Party,,Under Votes,,0,44,41,85
Waller,105,Straight Party,,Under Votes,,0,61,58,119
Waller,206,Straight Party,,Under Votes,,0,137,201,338
Waller,207,Straight Party,,Under Votes,,0,114,194,308
Waller,208,Straight Party,,Under Votes,,0,81,87,168
Waller,309,Straight Party,,Under Votes,,0,20,60,80
Waller,310,Straight Party,,Under Votes,,0,79,72,151
Waller,311,Straight Party,,Under Votes,,0,45,56,101
Waller,312,Straight Party,,Under Votes,,0,100,93,193
Waller,313,Straight Party,,Under Votes,,0,16,44,60
Waller,414,Straight Party,,Under Votes,,0,9,35,44
Waller,415,Straight Party,,Under Votes,,0,69,122,191
Waller,416,Straight Party,,Under Votes,,0,35,85,120
Waller,417,Straight Party,,Under Votes,,0,55,69,124
Waller,418,Straight Party,,Under Votes,,0,92,116,208
Waller,419,Straight Party,,Under Votes,,0,7,5,12
Waller,420,Straight Party,,Under Votes,,0,63,77,140
Waller,Total,Straight Party,,Under Votes,,0,1346,1623,2969
Waller,101,U.S. Senate,,John Cornyn,,10,258,194,462
Waller,102,U.S. Senate,,John Cornyn,,12,149,89,250
Waller,103,U.S. Senate,,John Cornyn,,11,176,82,269
Waller,104,U.S. Senate,,John Cornyn,,5,88,81,174
Waller,105,U.S. Senate,,John Cornyn,,3,128,127,258
Waller,206,U.S. Senate,,John Cornyn,,17,321,442,780
Waller,207,U.S. Senate,,John Cornyn,,31,325,568,924
Waller,208,U.S. Senate,,John Cornyn,,10,162,168,340
Waller,309,U.S. Senate,,John Cornyn,,0,7,8,15
Waller,310,U.S. Senate,,John Cornyn,,3,53,33,89
Waller,311,U.S. Senate,,John Cornyn,,6,71,106,183
Waller,312,U.S. Senate,,John Cornyn,,15,235,261,511
Waller,313,U.S. Senate,,John Cornyn,,2,38,88,128
Waller,414,U.S. Senate,,John Cornyn,,1,13,44,58
Waller,415,U.S. Senate,,John Cornyn,,16,111,265,392
Waller,416,U.S. Senate,,John Cornyn,,4,51,120,175
