county,precinct,office,district,candidate,party,votes,early_voting,election_day
Brown,PRECINCT 101,Registered Voters,,,,2519,,
Brown,PRECINCT 101,Ballots Cast,,,,919,492,427
Brown,PRECINCT 101,Straight Party,,Republican,REP,559,298,261
Brown,PRECINCT 101,Straight Party,,Democratic,DEM,27,10,17
Brown,PRECINCT 101,Straight Party,,Libertarian,LIB,4,2,2
Brown,PRECINCT 101,Straight Party,,Green,GRN,1,0,1
Brown,PRECINCT 101,United States Senator,,John Cornyn,REP,811,445,366
Brown,PRECINCT 101,United States Senator,,David M. Alameel,DEM,62,27,35
Brown,PRECINCT 101,United States Senator,,Rebecca Paddock,LIB,29,15,14
Brown,PRECINCT 101,United States Senator,,"Emily ""Spicybrown"" Sanchez",GRN,4,0,4
Brown,PRECINCT 101,United States Senator,,Write-ins,,0,0,0
Brown,PRECINCT 101,U.S. House,11,Mike Conaway,REP,819,445,374
Brown,PRECINCT 101,U.S. House,11,Ryan T. Lange,LIB,61,29,32
Brown,PRECINCT 101,Governor,,Greg Abbott,REP,822,449,373
Brown,PRECINCT 101,Governor,,Wendy R. Davis,DEM,84,36,48
Brown,PRECINCT 101,Governor,,Kathie Glass,LIB,8,3,5
Brown,PRECINCT 101,Governor,,Brandon Parmer,GRN,2,2,0
Brown,PRECINCT 101,Governor,,Write-ins,,0,0,0
Brown,PRECINCT 101,Lieutenant Governor,,Dan Patrick,REP,812,448,364
Brown,PRECINCT 101,Lieutenant Governor,,Leticia Van de Putte,DEM,80,33,47
Brown,PRECINCT 101,Lieutenant Governor,,Robert D. Butler,LIB,18,8,10
Brown,PRECINCT 101,Lieutenant Governor,,Chandrakantha Courtney,GRN,3,0,3
Brown,PRECINCT 101,Attorney General,,Ken Paxton,REP,801,440,361
Brown,PRECINCT 101,Attorney General,,Sam Houston,DEM,92,39,53
Brown,PRECINCT 101,Attorney General,,Jamie Balagia,LIB,14,9,5
Brown,PRECINCT 101,Attorney General,,Jamar Osborne,GRN,4,2,2
Brown,PRECINCT 101,Comptroller of Public Accounts,,Glenn Hegar,REP,792,439,353
Brown,PRECINCT 101,Comptroller of Public Accounts,,Mike Collier,DEM,87,39,48
Brown,PRECINCT 101,Comptroller of Public Accounts,,Ben Sanders,LIB,20,7,13
Brown,PRECINCT 101,Comptroller of Public Accounts,,Deb Shafto,GRN,5,2,3
Brown,PRECINCT 101,Commissioner of the General Land Office,,George P. Bush,REP,795,441,354
Brown,PRECINCT 101,Commissioner of the General Land Office,,John Cook,DEM,83,37,46
Brown,PRECINCT 101,Commissioner of the General Land Office,,Justin Knight,LIB,27,12,15
Brown,PRECINCT 101,Commissioner of the General Land Office,,Valerie Alessi,GRN,4,0,4
Brown,PRECINCT 101,Commissioner of Agriculture,,Sid Miller,REP,789,435,354
Brown,PRECINCT 101,Commissioner of Agriculture,,Jim Hogan,DEM,83,39,44
Brown,PRECINCT 101,Commissioner of Agriculture,,David (Rocky) Palmquist,LIB,23,7,16
Brown,PRECINCT 101,Commissioner of Agriculture,,Kenneth Kendrick,GRN,11,6,5
Brown,PRECINCT 101,Railroad Commissioner,,Ryan Sitton,REP,776,430,346
Brown,PRECINCT 101,Railroad Commissioner,,Steve Brown,DEM,91,44,47
Brown,PRECINCT 101,Railroad Commissioner,,Mark A. Miller,LIB,31,12,19
Brown,PRECINCT 101,Railroad Commissioner,,Martina Salinas,GRN,7,1,6
Brown,PRECINCT 101,"Chief Justice, Supreme Court",,Nathan Hecht,REP,788,438,350
Brown,PRECINCT 101,"Chief Justice, Supreme Court",,William Moody,DEM,80,32,48
Brown,PRECINCT 101,"Chief Justice, Supreme Court",,Tom Oxford,LIB,26,10,16
Brown,PRECINCT 101,"Justice, Supreme Court, Pl 6, Unexpired",,Jeff Brown,REP,792,440,352
Brown,PRECINCT 101,"Justice, Supreme Court, Pl 6, Unexpired",,Lawrence Edward Meyers,DEM,75,30,45
Brown,PRECINCT 101,"Justice, Supreme Court, Pl 6, Unexpired",,Mark Ash,LIB,26,9,17
Brown,PRECINCT 101,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,781,434,347
Brown,PRECINCT 101,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,83,32,51
Brown,PRECINCT 101,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,25,11,14
Brown,PRECINCT 101,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,6,4,2
Brown,PRECINCT 101,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,799,439,360
Brown,PRECINCT 101,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,37,16,21
Brown,PRECINCT 101,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,28,11,17
Brown,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,783,432,351
Brown,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,79,35,44
Brown,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,29,11,18
Brown,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,788,430,358
Brown,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,68,37,31
Brown,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,14,4,10
Brown,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,807,442,365
Brown,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,40,19,21
Brown,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,16,5,11
Brown,PRECINCT 101,State Representative,60,"James L. ""Jim"" Keffer",REP,832,454,378
Brown,PRECINCT 101,"11th Court of Appeals District, Place 2",,Mike Willson,REP,820,444,376
Brown,PRECINCT 101,"Justice, 11th Court of Appeals District, Place 3 - Unexpired Term",,John Bailey,,827,451,376
Brown,PRECINCT 101,County Judge,,E. Ray West III,REP,838,458,380
Brown,PRECINCT 101,"Judge, County Court at Law",,Sam Moss,REP,840,462,378
Brown,PRECINCT 101,District Clerk,,Cheryl Jones,REP,849,464,385
Brown,PRECINCT 101,County Clerk,,Sharon Ferguson,REP,848,465,383
Brown,PRECINCT 101,County Treasurer,,Ann Krpoun,REP,841,464,377
Brown,PRECINCT 101,"County Tax Assessor-Collector, Unexpired",,Christine Pentecost,REP,849,464,385
Brown,PRECINCT 101,County Surveyor,,Don King,REP,845,463,382
Brown,PRECINCT 101,"Justice of the Peace, Precinct No. 1",,Walter B. Croft,REP,848,464,384
Brown,PRECINCT 101,Proposed Constitutional Amendment,,FOR (A FAVOR),,697,370,327
Brown,PRECINCT 101,Proposed Constitutional Amendment,,AGAINST (EN CONTRA),,160,85,75
Brown,PRECINCT 101,County Proposition Tax Freeze,,FOR (A FAVOR),,841,455,386
Brown,PRECINCT 101,County Proposition Tax Freeze,,AGAINST (EN CONTRA),,50,19,31
Brown,PRECINCT 105,Registered Voters,,,,1632,,
Brown,PRECINCT 105,Ballots Cast,,,,724,357,367
Brown,PRECINCT 105,Straight Party,,Republican,REP,389,213,176
Brown,PRECINCT 105,Straight Party,,Democratic,DEM,34,24,10
Brown,PRECINCT 105,Straight Party,,Libertarian,LIB,3,0,3
Brown,PRECINCT 105,Straight Party,,Green,GRN,0,0,0
Brown,PRECINCT 105,United States Senator,,John Cornyn,REP,630,306,324
Brown,PRECINCT 105,United States Senator,,David M. Alameel,DEM,70,42,28
Brown,PRECINCT 105,United States Senator,,Rebecca Paddock,LIB,15,4,11
Brown,PRECINCT 105,United States Senator,,"Emily ""Spicybrown"" Sanchez",GRN,3,2,1
Brown,PRECINCT 105,United States Senator,,Write-ins,,0,0,0
Brown,PRECINCT 105,U.S. House,11,Mike Conaway,REP,644,311,333
Brown,PRECINCT 105,U.S. House,11,Ryan T. Lange,LIB,46,24,22
Brown,PRECINCT 105,Governor,,Greg Abbott,REP,631,305,326
Brown,PRECINCT 105,Governor,,Wendy R. Davis,DEM,83,48,35
Brown,PRECINCT 105,Governor,,Kathie Glass,LIB,9,4,5
Brown,PRECINCT 105,Governor,,Brandon Parmer,GRN,1,0,1
Brown,PRECINCT 105,Governor,,Write-ins,,0,0,0
Brown,PRECINCT 105,Lieutenant Governor,,Dan Patrick,REP,617,303,314
Brown,PRECINCT 105,Lieutenant Governor,,Leticia Van de Putte,DEM,84,48,36
Brown,PRECINCT 105,Lieutenant Governor,,Robert D. Butler,LIB,16,5,11
Brown,PRECINCT 105,Lieutenant Governor,,Chandrakantha Courtney,GRN,2,0,2
Brown,PRECINCT 105,Attorney General,,Ken Paxton,REP,609,299,310
Brown,PRECINCT 105,Attorney General,,Sam Houston,DEM,94,51,43
Brown,PRECINCT 105,Attorney General,,Jamie Balagia,LIB,13,5,8
Brown,PRECINCT 105,Attorney General,,Jamar Osborne,GRN,1,0,1
Brown,PRECINCT 105,Comptroller of Public Accounts,,Glenn Hegar,REP,602,297,305
Brown,PRECINCT 105,Comptroller of Public Accounts,,Mike Collier,DEM,95,51,44
Brown,PRECINCT 105,Comptroller of Public Accounts,,Ben Sanders,LIB,11,4,7
Brown,PRECINCT 105,Comptroller of Public Accounts,,Deb Shafto,GRN,1,1,0
Brown,PRECINCT 105,Commissioner of the General Land Office,,George P. Bush,REP,620,303,317
Brown,PRECINCT 105,Commissioner of the General Land Office,,John Cook,DEM,79,47,32
Brown,PRECINCT 105,Commissioner of the General Land Office,,Justin Knight,LIB,13,4,9
Brown,PRECINCT 105,Commissioner of the General Land Office,,Valerie Alessi,GRN,4,2,2
Brown,PRECINCT 105,Commissioner of Agriculture,,Sid Miller,REP,611,302,309
Brown,PRECINCT 105,Commissioner of Agriculture,,Jim Hogan,DEM,81,46,35
Brown,PRECINCT 105,Commissioner of Agriculture,,David (Rocky) Palmquist,LIB,15,5,10
Brown,PRECINCT 105,Commissioner of Agriculture,,Kenneth Kendrick,GRN,6,2,4
Brown,PRECINCT 105,Railroad Commissioner,,Ryan Sitton,REP,603,298,305
Brown,PRECINCT 105,Railroad Commissioner,,Steve Brown,DEM,79,45,34
Brown,PRECINCT 105,Railroad Commissioner,,Mark A. Miller,LIB,20,5,15
Brown,PRECINCT 105,Railroad Commissioner,,Martina Salinas,GRN,8,3,5
Brown,PRECINCT 105,"Chief Justice, Supreme Court",,Nathan Hecht,REP,611,299,312
Brown,PRECINCT 105,"Chief Justice, Supreme Court",,William Moody,DEM,83,46,37
Brown,PRECINCT 105,"Chief Justice, Supreme Court",,Tom Oxford,LIB,15,5,10
Brown,PRECINCT 105,"Justice, Supreme Court, Pl 6, Unexpired",,Jeff Brown,REP,607,298,309
Brown,PRECINCT 105,"Justice, Supreme Court, Pl 6, Unexpired",,Lawrence Edward Meyers,DEM,76,43,33
Brown,PRECINCT 105,"Justice, Supreme Court, Pl 6, Unexpired",,Mark Ash,LIB,19,6,13
Brown,PRECINCT 105,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,598,293,305
Brown,PRECINCT 105,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,83,49,34
Brown,PRECINCT 105,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,18,5,13
Brown,PRECINCT 105,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,2,1,1
Brown,PRECINCT 105,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,622,305,317
Brown,PRECINCT 105,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,34,15,19
Brown,PRECINCT 105,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,11,4,7
Brown,PRECINCT 105,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,602,298,304
Brown,PRECINCT 105,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,76,43,33
Brown,PRECINCT 105,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,18,5,13
Brown,PRECINCT 105,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,602,298,304
Brown,PRECINCT 105,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,59,23,36
Brown,PRECINCT 105,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,11,7,4
Brown,PRECINCT 105,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,616,303,313
Brown,PRECINCT 105,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,42,17,25
Brown,PRECINCT 105,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,9,4,5
Brown,PRECINCT 105,State Representative,60,"James L. ""Jim"" Keffer",REP,652,320,332
Brown,PRECINCT 105,"11th Court of Appeals District, Place 2",,Mike Willson,REP,629,308,321
Brown,PRECINCT 105,"Justice, 11th Court of Appeals District, Place 3 - Unexpired Term",,John Bailey,,637,311,326
Brown,PRECINCT 105,County Judge,,E. Ray West III,REP,628,307,321
Brown,PRECINCT 105,"Judge, County Court at Law",,Sam Moss,REP,644,311,333
Brown,PRECINCT 105,District Clerk,,Cheryl Jones,REP,659,319,340
Brown,PRECINCT 105,County Clerk,,Sharon Ferguson,REP,655,317,338
Brown,PRECINCT 105,County Treasurer,,Ann Krpoun,REP,650,315,335
Brown,PRECINCT 105,"County Tax Assessor-Collector, Unexpired",,Christine Pentecost,REP,653,318,335
Brown,PRECINCT 105,County Surveyor,,Don King,REP,647,314,333
Brown,PRECINCT 105,"Justice of the Peace, Precinct No. 1",,Walter B. Croft,REP,653,318,335
Brown,PRECINCT 105,Proposed Constitutional Amendment,,FOR (A FAVOR),,549,281,268
Brown,PRECINCT 105,Proposed Constitutional Amendment,,AGAINST (EN CONTRA),,100,52,48
Brown,PRECINCT 105,County Proposition Tax Freeze,,FOR (A FAVOR),,653,328,325
