county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,U.S. Senator,,David M. Alameel,FALSE,DEM,123,82
ANDERSON,U.S. Senator,,Kesha Rogers,FALSE,DEM,27,18
ANDERSON,U.S. Senator,,Total,,,150,
ANDERSON,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,55,36.42
ANDERSON,Commissioner of Agriculture,,Jim Hogan,FALSE,DEM,96,63.58
ANDERSON,Commissioner of Agriculture,,Total,,,151,
ANDREWS,U.S. Senator,,David M. Alameel,FALSE,DEM,9,90
ANDREWS,U.S. Senator,,Kesha Rogers,FALSE,DEM,1,10
ANDREWS,U.S. Senator,,Total,,,10,
ANDREWS,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,4,40
ANDREWS,Commissioner of Agriculture,,Jim Hogan,FALSE,DEM,6,60
ANDREWS,Commissioner of Agriculture,,Total,,,10,
ANGELINA,U.S. Senator,,David M. Alameel,FALSE,DEM,179,73.97
ANGELINA,U.S. Senator,,Kesha Rogers,FALSE,DEM,63,26.03
ANGELINA,U.S. Senator,,Total,,,242,
ANGELINA,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,93,38.59
ANGELINA,Commissioner of Agriculture,,Jim Hogan,FALSE,DEM,148,61.41
ANGELINA,Commissioner of Agriculture,,Total,,,241,
ARANSAS,U.S. Senator,,David M. Alameel,FALSE,DEM,46,71.88
ARANSAS,U.S. Senator,,Kesha Rogers,FALSE,DEM,18,28.13
ARANSAS,U.S. Senator,,Total,,,64,
ARANSAS,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,34,52.31
ARANSAS,Commissioner of Agriculture,,Jim Hogan,FALSE,DEM,31,47.69
ARANSAS,Commissioner of Agriculture,,Total,,,65,
ARCHER,U.S. Senator,,David M. Alameel,FALSE,DEM,11,61.11
ARCHER,U.S. Senator,,Kesha Rogers,FALSE,DEM,7,38.89
ARCHER,U.S. Senator,,Total,,,18,
ARCHER,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,6,33.33
ARCHER,Commissioner of Agriculture,,Jim Hogan,FALSE,DEM,12,66.67
ARCHER,Commissioner of Agriculture,,Total,,,18,
ARMSTRONG,U.S. Senator,,David M. Alameel,FALSE,DEM,,0
ARMSTRONG,U.S. Senator,,Kesha Rogers,FALSE,DEM,,0
ARMSTRONG,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,,0
ARMSTRONG,Commissioner of Agriculture,,Jim Hogan,FALSE,DEM,,0
ATASCOSA,U.S. Senator,,David M. Alameel,FALSE,DEM,216,72.48
ATASCOSA,U.S. Senator,,Kesha Rogers,FALSE,DEM,82,27.52
ATASCOSA,U.S. Senator,,Total,,,298,
ATASCOSA,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,169,54.34
ATASCOSA,Commissioner of Agriculture,,Jim Hogan,FALSE,DEM,142,45.66
ATASCOSA,Commissioner of Agriculture,,Total,,,311,
ATASCOSA,District Judge,218th Judicial District,Carrie Moy,FALSE,DEM,240,69.77
ATASCOSA,District Judge,218th Judicial District,Sylvia Rodriguez,FALSE,DEM,104,30.23
ATASCOSA,District Judge,218th Judicial District,Total,,,344,
AUSTIN,U.S. Senator,,David M. Alameel,FALSE,DEM,34,65.38
AUSTIN,U.S. Senator,,Kesha Rogers,FALSE,DEM,18,34.62
AUSTIN,U.S. Senator,,Total,,,52,
AUSTIN,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,21,42
AUSTIN,Commissioner of Agriculture,,Jim Hogan,FALSE,DEM,29,58
AUSTIN,Commissioner of Agriculture,,Total,,,50,
