county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,U.S. Senator,,David M. Alameel,FALSE,DEM,210,33.39
ANDERSON,U.S. Senator,,"Michael ""Fjet"" Fjetland",FALSE,DEM,29,4.61
ANDERSON,U.S. Senator,,Harry Kim,FALSE,DEM,50,7.95
ANDERSON,U.S. Senator,,Kesha Rogers,FALSE,DEM,175,27.82
ANDERSON,U.S. Senator,,Maxey Marie Scherr,FALSE,DEM,165,26.23
ANDERSON,U.S. Senator,,Total,,,629,
ANDERSON,Governor,,Wendy R. Davis,FALSE,DEM,628,91.55
ANDERSON,Governor,,"Reynaldo ""Ray"" Madrigal",FALSE,DEM,58,8.45
ANDERSON,Governor,,Total,,,686,
ANDERSON,Lieutenant Governor,,Leticia Van de Putte,FALSE,DEM,559,100
ANDERSON,Lieutenant Governor,,Total,,,559,
ANDERSON,Attorney General,,Sam Houston,FALSE,DEM,589,100
ANDERSON,Attorney General,,Total,,,589,
ANDERSON,Comptroller of Public Accounts,,Mike  Collier,FALSE,DEM,563,100
ANDERSON,Comptroller of Public Accounts,,Total,,,563,
ANDERSON,Commissioner of the General Land Office,,John Cook,FALSE,DEM,570,100
ANDERSON,Commissioner of the General Land Office,,Total,,,570,
ANDERSON,Commissioner of Agriculture,,Hugh Asa Fitzsimons III,FALSE,DEM,119,18.95
ANDERSON,Commissioner of Agriculture,,"Richard ""Kinky"" Friedman",FALSE,DEM,203,32.32
ANDERSON,Commissioner of Agriculture,,Jim Hogan,FALSE,DEM,306,48.73
ANDERSON,Commissioner of Agriculture,,Total,,,628,
ANDERSON,Railroad Commissioner,,Steve  Brown,FALSE,DEM,374,60.23
ANDERSON,Railroad Commissioner,,Dale Henry,FALSE,DEM,247,39.77
ANDERSON,Railroad Commissioner,,Total,,,621,
ANDERSON,"Chief Justice, Supreme Court",,William Moody,FALSE,DEM,550,100
ANDERSON,"Chief Justice, Supreme Court",,Total,,,550,
ANDERSON,Justice Supreme Court,6  Unexpired Term,Lawrence Edward Meyers,FALSE,DEM,565,100
ANDERSON,Justice Supreme Court,6  Unexpired Term,Total,,,565,
ANDERSON,Justice Supreme Court,7,Gina Benavides,FALSE,DEM,555,100
ANDERSON,Justice Supreme Court,7,Total,,,555,
ANDERSON,Judge Court of Criminal Appeals,3,John Granberg,FALSE,DEM,559,100
ANDERSON,Judge Court of Criminal Appeals,3,Total,,,559,
ANDERSON,Prop 1 Immigration reform,,IN FAVOR,FALSE,DEM,523,82.75
ANDERSON,Prop 1 Immigration reform,,AGAINST,FALSE,DEM,109,17.25
ANDERSON,Prop 1 Immigration reform,,Total,,,632,
ANDERSON,Prop 2 A living wage for all Texans,,IN FAVOR,FALSE,DEM,590,90.21
ANDERSON,Prop 2 A living wage for all Texans,,AGAINST,FALSE,DEM,64,9.79
ANDERSON,Prop 2 A living wage for all Texans,,Total,,,654,
ANDERSON,Prop 3 Medicaid expansion,,IN FAVOR,FALSE,DEM,562,87.95
ANDERSON,Prop 3 Medicaid expansion,,AGAINST,FALSE,DEM,77,12.05
ANDERSON,Prop 3 Medicaid expansion,,Total,,,639,
ANDERSON,Prop 4 On nondiscrimination legislation,,IN FAVOR,FALSE,DEM,539,85.15
ANDERSON,Prop 4 On nondiscrimination legislation,,AGAINST,FALSE,DEM,94,14.85
ANDERSON,Prop 4 On nondiscrimination legislation,,Total,,,633,
ANDREWS,U.S. Senator,,David M. Alameel,FALSE,DEM,25,37.31
