county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Travis,101,UNITED STATES SENATOR ,,DEM,Over Votes,0,0,0,0
Travis,101,UNITED STATES SENATOR ,,DEM,Under Votes,14,2,8,4
Travis,101,Ballots Cast,,,,835,341,444,50
Travis,101,UNITED STATES SENATOR ,,DEM,Edward Kimbrough,87,37,39,11
Travis,101,UNITED STATES SENATOR ,,DEM,Beto O'Rourke,464,202,249,13
Travis,101,UNITED STATES SENATOR ,,DEM,Sema Hernandez,150,48,86,16
Travis,101,UNITED STATES REPRESENTATIVE ,35,DEM,Lloyd Doggett,679,276,362,41
Travis,101,GOVERNOR ,,DEM,Adrian Ocegueda,46,21,24,1
Travis,101,GOVERNOR ,,DEM,"Cedric Davis, Sr.",96,28,60,8
Travis,101,GOVERNOR ,,DEM,Lupe Valdez,324,146,168,10
Travis,101,GOVERNOR ,,DEM,Jeffrey Payne,31,11,15,5
Travis,101,GOVERNOR ,,DEM,Tom Wakely,16,5,10,1
Travis,101,GOVERNOR ,,DEM,Grady Yarbrough,39,14,20,5
Travis,101,GOVERNOR ,,DEM,Andrew White,110,46,59,5
Travis,101,GOVERNOR ,,DEM,James Jolly Clark,11,5,4,2
Travis,101,GOVERNOR ,,DEM,Joe Mumbach,10,3,6,1
Travis,101,Lieutenant Governor,,DEM,Michael Cooper,314,112,182,20
Travis,101,Lieutenant Governor,,DEM,Mike Collier,337,152,168,17
Travis,101,Attorney General,,DEM,Justin Nelson,646,268,343,35
Travis,101,Comptroller	of Public Accounts,,DEM,Tim Mahoney,301,111,166,24
Travis,101,Comptroller	of Public Accounts,,DEM,Joi Chevalier,353,156,181,16
Travis,101,COMMISSIONER OF THE GENERAL LAND OFFICE,,DEM,Miguel Suazo,497,209,264,24
Travis,101,COMMISSIONER OF THE GENERAL LAND OFFICE,,DEM,Tex Morgan,149,54,82,13
Travis,101,Commissioner of Agriculture,,DEM,Kim Olson,642,266,340,36
Travis,101,Railroad Commissioner,,DEM,Roman McAllen,400,162,218,20
Travis,101,Railroad Commissioner,,DEM,Chris Spellmon,234,92,125,17
Travis,101,"PLACE 2, JUSTICE, SUPREME COURT ",,DEM,Steven Kirkland,637,263,338,36
Travis,101,"PLACE 4, JUSTICE, SUPREME COURT ",,DEM,R.K. Sandill,629,259,334,36
Travis,101,"PLACE 6, JUSTICE, SUPREME COURT ",,DEM,Kathy Cheng,638,261,342,35
Travis,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS ",,DEM,Maria T. (Terri) Jackson,639,262,341,36
Travis,101,"PLACE 7, JUDGE, COURT OF CRIMINAL APPEALS ",,DEM,Ramona Franklin,638,263,340,35
Travis,101,STATE SENATOR ,14,DEM,Kirk Watson,657,269,349,39
Travis,101,STATE REPRESENTATIVE ,51,DEM,Eddie Rodriguez,634,265,333,36
Travis,101,"PLACE 2, JUSTICE, 3RD COURT OF APPEALS DISTRICT ",,DEM,Edward Smith,629,261,333,35
Travis,101,"PLACE 3, JUSTICE, 3RD COURT OF APPEALS DISTRICT ",,DEM,Chari Kelly,635,263,337,35
Travis,101,"PLACE 5, JUSTICE, 3RD COURT OF APPEALS DISTRICT ",,DEM,Thomas J. Baker,611,256,320,35
Travis,101,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT ",,DEM,Gisela D. Triana,633,262,336,35
Travis,101,"DISTRICT JUDGE, 147TH JUDICIAL DISTRICT ",,DEM,Cliff Brown,625,261,329,35
Travis,101,"DISTRICT JUDGE, 201ST JUDICIAL DISTRICT ",,DEM,Amy Clark Meachum,624,260,329,35
Travis,101,"DISTRICT JUDGE, 250TH JUDICIAL DISTRICT ",,DEM,Karin Crump,624,261,328,35
Travis,101,"DISTRICT JUDGE, 261ST JUDICIAL DISTRICT ",,DEM,Lora J. Livingston,632,262,333,37
Travis,101,"DISTRICT JUDGE, 299TH JUDICIAL DISTRICT ",,DEM,Karen Sage,624,261,328,35
Travis,101,"DISTRICT JUDGE, 331ST JUDICIAL DISTRICT ",,DEM,David Crain,167,73,82,12
Travis,101,"DISTRICT JUDGE, 331ST JUDICIAL DISTRICT ",,DEM,Chantal Melissa Eldridge,481,193,261,27
Travis,101,"DISTRICT JUDGE, 403RD JUDICIAL DISTRICT ",,DEM,Brenda P. Kennedy,631,261,335,35
Travis,101,"DISTRICT JUDGE, 419TH JUDICIAL DISTRICT ",,DEM,Catherine A. Mauzy,623,260,328,35
Travis,101,"DISTRICT JUDGE, 459TH JUDICIAL DISTRICT ",,DEM,Aurora Martinez Jones,309,123,169,17
Travis,101,"DISTRICT JUDGE, 459TH JUDICIAL DISTRICT ",,DEM,Maya Guerra Gamble,260,112,135,13
