county,precinct,office,district,candidate,party,early_voting,election_day,votes
Travis,101,Straight Party,,Republican,REP,211,124,335
Travis,101,Straight Party,,Democratic,DEM,1433,688,2121
Travis,101,Straight Party,,Libertarian,LIB,11,12,23
Travis,101,U.S. Senate,,Ted Cruz,REP,301,177,478
Travis,101,U.S. Senate,,Beto O'Rourke,DEM,2154,936,3090
Travis,101,U.S. Senate,,Neal M. Dikeman,LIB,23,16,39
Travis,101,U.S. House,35,David Smalling,REP,287,169,456
Travis,101,U.S. House,35,Lloyd Doggett,DEM,2120,925,3045
Travis,101,U.S. House,35,Clark Patterson,LIB,56,29,85
Travis,101,GOVERNOR,,Greg Abbott,REP,406,223,629
Travis,101,GOVERNOR,,Lupe Valdez,DEM,2013,877,2890
Travis,101,GOVERNOR,,Mark Jay Tippetts,LIB,50,27,77
Travis,101,Lieutenant Governor,,Dan Patrick,REP,327,197,524
Travis,101,Lieutenant Governor,,Mike Collier,DEM,2074,887,2961
Travis,101,Lieutenant Governor,,Kerry Douglas McKennon,LIB,68,43,111
Travis,101,Attorney General,,Ken Paxton,REP,314,187,501
Travis,101,Attorney General,,Justin Nelson,DEM,2093,901,2994
Travis,101,Attorney General,,Michael Ray Harris,LIB,66,38,104
Travis,101,Comptroller of Public Accounts,,Glenn Hegar,REP,353,195,548
Travis,101,Comptroller of Public Accounts,,Joi Chevalier,DEM,2024,874,2898
Travis,101,Comptroller of Public Accounts,,Ben Sanders,LIB,85,51,136
Travis,101,COMMISSIONER OF THE GENERAL LAND OFFICE,,George P. Bush,REP,349,202,551
Travis,101,COMMISSIONER OF THE GENERAL LAND OFFICE,,Miguel Suazo,DEM,2036,878,2914
Travis,101,COMMISSIONER OF THE GENERAL LAND OFFICE,,Matt Pina,LIB,79,37,116
Travis,101,COMMISSIONER OF AGRICULTURE,,Sid Miller,REP,313,182,495
Travis,101,COMMISSIONER OF AGRICULTURE,,Kim Olson,DEM,2087,908,2995
Travis,101,COMMISSIONER OF AGRICULTURE,,Richard Carpenter,LIB,66,34,100
Travis,101,Railroad Commissioner,,Christi Craddick,REP,329,199,528
Travis,101,Railroad Commissioner,,Roman McAllen,DEM,2049,884,2933
Travis,101,Railroad Commissioner,,Mike Wright,LIB,82,35,117
Travis,101,"PLACE 2, JUSTICE, SUPREME COURT",,Jimmy Blacklock,REP,333,195,528
Travis,101,"PLACE 2, JUSTICE, SUPREME COURT",,Steven Kirkland,DEM,2125,919,3044
Travis,101,"PLACE 4, JUSTICE, SUPREME COURT",,John Devine,REP,342,195,537
Travis,101,"PLACE 4, JUSTICE, SUPREME COURT",,R.K. Sandill,DEM,2117,918,3035
Travis,101,"PLACE 6, JUSTICE, SUPREME COURT",,Jeff Brown,REP,346,200,546
Travis,101,"PLACE 6, JUSTICE, SUPREME COURT",,Kathy Cheng,DEM,2113,914,3027
Travis,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Sharon Keller,REP,317,188,505
Travis,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Maria T. (Terri) Jackson,DEM,2082,895,2977
Travis,101,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,William Bryan Strange III,LIB,64,30,94
Travis,101,"PLACE 7, JUDGE, COURT OF CRIMINAL APPEALS",,Barbara Parker Hervey,REP,340,197,537
Travis,101,"PLACE 7, JUDGE, COURT OF CRIMINAL APPEALS",,Ramona Franklin,DEM,2111,914,3025
Travis,101,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS",,Michelle Slaughter,REP,478,269,747
Travis,101,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS",,Mark Ash,LIB,995,384,1379
Travis,101,State Senate,14,George W. Hindman,REP,287,171,458
Travis,101,State Senate,14,Kirk Watson,DEM,2109,912,3021
Travis,101,State Senate,14,Micah M. Verlander,LIB,61,35,96
Travis,101,State Representative,51,Eddie Rodriguez,DEM,2166,958,3124
Travis,101,"PLACE 2, JUSTICE, 3RD COURT OF APPEALS DISTRICT",,Cindy Olson Bourland,REP,345,215,560
Travis,101,"PLACE 2, JUSTICE, 3RD COURT OF APPEALS DISTRICT",,Edward Smith,DEM,2091,888,2979
Travis,101,"PLACE 3, JUSTICE, 3RD COURT OF APPEALS DISTRICT",,Scott Field,REP,325,186,511
Travis,101,"PLACE 3, JUSTICE, 3RD COURT OF APPEALS DISTRICT",,Chari Kelly,DEM,2113,917,3030
Travis,101,"PLACE 5, JUSTICE, 3RD COURT OF APPEALS DISTRICT",,David Puryear,REP,330,197,527
Travis,101,"PLACE 5, JUSTICE, 3RD COURT OF APPEALS DISTRICT",,Thomas J. Baker,DEM,2103,911,3014
Travis,101,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT",,"Michael ""Mike"" Toth",,326,192,518
Travis,101,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT",,Gisela D. Triana,DEM,2115,914,3029
Travis,101,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT",,Kerry O'Brien,,0,0,0
Travis,101,"DISTRICT JUDGE, 147TH JUDICIAL DISTRICT",,Cliff Brown,DEM,2153,958,3111
Travis,101,"DISTRICT JUDGE, 201ST JUDICIAL DISTRICT",,Amy Clark Meachum,DEM,2151,958,3109
Travis,101,"DISTRICT JUDGE, 250TH JUDICIAL DISTRICT",,Karin Crump,DEM,2146,955,3101
Travis,101,"DISTRICT JUDGE, 261ST JUDICIAL DISTRICT",,Lora J Livingston,DEM,2141,957,3098
Travis,101,"DISTRICT JUDGE, 299TH JUDICIAL DISTRICT",,Karen Sage,DEM,2141,956,3097
Travis,101,"DISTRICT JUDGE, 331ST JUDICIAL DISTRICT",,Chantal Melissa Eldridge,DEM,2137,952,3089
Travis,101,"DISTRICT JUDGE, 403RD JUDICIAL DISTRICT",,Brenda P. Kennedy,DEM,2141,955,3096
Travis,101,"DISTRICT JUDGE, 419TH JUDICIAL DISTRICT",,Catherine A Mauzy,DEM,2143,956,3099
Travis,101,"DISTRICT JUDGE, 459TH JUDICIAL DISTRICT",,Maya Guerra Gamble,DEM,2146,953,3099
Travis,101,COUNTY JUDGE,,Sarah Eckhardt,,2149,958,3107
Travis,101,"COUNTY COURT AT LAW 1, JUDGE",,Todd T Wong,,2139,953,3092
Travis,101,"COUNTY COURT AT LAW 2, JUDGE",,Eric Montgomery Shepperd,,2133,953,3086
Travis,101,"COUNTY COURT AT LAW 3, JUDGE",,John Lipscombe,,2135,949,3084
Travis,101,"COUNTY COURT AT LAW 4, JUDGE",,Mike Denton,,2131,951,3082
Travis,101,"COUNTY COURT AT LAW 5, JUDGE",,Nancy Hohengarten,,2130,949,3079
Travis,101,"COUNTY COURT AT LAW 6, JUDGE",,Brandy Mueller,,2134,947,3081
Travis,101,"COUNTY COURT AT LAW 7, JUDGE",,Elisabeth Earle,,2125,947,3072
Travis,101,"COUNTY PROBATE COURT-AT-LAW 1, JUDGE",,Guy Herman,,2129,945,3074
Travis,101,DISTRICT CLERK,,Velva L. Price,,2131,947,3078
Travis,101,COUNTY CLERK,,Dana DeBeauvoir,,2083,896,2979
Travis,101,COUNTY CLERK,,Erica Lockwood,,161,99,260
Travis,101,COUNTY TREASURER,,Dolores Ortega Carter,,2139,949,3088
Travis,101,"PRECINCT NO. 1, JUSTICE OF THE PEACE",,Yvonne Michelle Williams,,2094,909,3003
Travis,101,"PRECINCT NO. 1, JUSTICE OF THE PEACE",,Eric Guerra,,191,108,299
Travis,102,Straight Party,,Republican,REP,44,31,75
Travis,102,Straight Party,,Democratic,DEM,244,138,382
Travis,102,Straight Party,,Libertarian,LIB,0,1,1
Travis,102,U.S. Senate,,Ted Cruz,REP,69,39,108
Travis,102,U.S. Senate,,Beto O'Rourke,DEM,391,194,585
Travis,102,U.S. Senate,,Neal M. Dikeman,LIB,1,1,2
Travis,102,U.S. House,17,Bill Flores,REP,71,47,118
Travis,102,U.S. House,17,Rick Kennedy,DEM,376,183,559
Travis,102,U.S. House,17,Peter Churchman,LIB,8,3,11
Travis,102,GOVERNOR,,Greg Abbott,REP,89,56,145
Travis,102,GOVERNOR,,Lupe Valdez,DEM,366,171,537
Travis,102,GOVERNOR,,Mark Jay Tippetts,LIB,4,6,10
Travis,102,Lieutenant Governor,,Dan Patrick,REP,74,47,121
Travis,102,Lieutenant Governor,,Mike Collier,DEM,377,180,557
Travis,102,Lieutenant Governor,,Kerry Douglas McKennon,LIB,9,5,14
Travis,102,Attorney General,,Ken Paxton,REP,72,48,120
Travis,102,Attorney General,,Justin Nelson,DEM,378,177,555
Travis,102,Attorney General,,Michael Ray Harris,LIB,8,8,16
Travis,102,Comptroller of Public Accounts,,Glenn Hegar,REP,82,47,129
Travis,102,Comptroller of Public Accounts,,Joi Chevalier,DEM,359,174,533
Travis,102,Comptroller of Public Accounts,,Ben Sanders,LIB,12,10,22
Travis,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,George P. Bush,REP,92,50,142
Travis,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,Miguel Suazo,DEM,353,174,527
Travis,102,COMMISSIONER OF THE GENERAL LAND OFFICE,,Matt Pina,LIB,12,7,19
Travis,102,COMMISSIONER OF AGRICULTURE,,Sid Miller,REP,71,47,118
Travis,102,COMMISSIONER OF AGRICULTURE,,Kim Olson,DEM,376,176,552
Travis,102,COMMISSIONER OF AGRICULTURE,,Richard Carpenter,LIB,8,7,15
Travis,102,Railroad Commissioner,,Christi Craddick,REP,77,50,127
Travis,102,Railroad Commissioner,,Roman McAllen,DEM,364,169,533
