county,precinct,office,district,party,candidate,early_voting,election_day,votes
Crosby,Precinct 11,Registered Voters,,,,,,1444
Crosby,Precinct 11,Ballots Cast,,,,,,272
Crosby,Precinct 11,Straight Party,,REP,,,44,60
Crosby,Precinct 11,Straight Party,,DEM,,,38,22
Crosby,Precinct 11,Straight Party,,LIB,,,0,1
Crosby,Precinct 11,U.S. Senate,,REP,Ted Cruz,,78,99
Crosby,Precinct 11,U.S. Senate,,DEM,Beto O'Rourke,,55,34
Crosby,Precinct 11,U.S. Senate,,LIB,Neal M Dikeman,,0,2
Crosby,Precinct 11,U.S. House,19,REP,Jodey Arrington,,80,103
Crosby,Precinct 11,U.S. House,19,DEM,Miguel Levario,,51,30
Crosby,Precinct 11,Governor,,REP,Greg Abbott,,79,105
Crosby,Precinct 11,Governor,,DEM,Lupe Valdez,,52,29
Crosby,Precinct 11,Governor,,LIB,Mark Jay Tippetts,,2,2
Crosby,Precinct 11,Lieutenant Governor,,REP,Dan Patrick,,76,99
Crosby,Precinct 11,Lieutenant Governor,,DEM,Mike Collier,,52,34
Crosby,Precinct 11,Lieutenant Governor,,LIB,Kerry Douglas McKennon,,2,2
Crosby,Precinct 11,Attorney General,,REP,Ken Paxton,,73,98
Crosby,Precinct 11,Attorney General,,DEM,Justin Nelson,,52,34
Crosby,Precinct 11,Attorney General,,LIB,Michael Ray Harris,,5,3
Crosby,Precinct 11,Comptroller of Public Accounts,,REP,Glenn Hegar,,76,105
Crosby,Precinct 11,Comptroller of Public Accounts,,DEM,Joi Chevalier,,52,29
Crosby,Precinct 11,Comptroller of Public Accounts,,LIB,Ben Sanders,,1,1
Crosby,Precinct 11,Commissioner of the General Land Office,,REP,George P. Bush,,82,96
Crosby,Precinct 11,Commissioner of the General Land Office,,DEM,Miguel Suazo,,46,31
Crosby,Precinct 11,Commissioner of the General Land Office,,LIB,Matt Pina,,4,5
Crosby,Precinct 11,Railroad Commissioner,,REP,Christi Craddick,,77,99
Crosby,Precinct 11,Railroad Commissioner,,DEM,Roman McAllen,,53,33
Crosby,Precinct 11,Railroad Commissioner,,LIB,Mike Wright,,2,4
Crosby,Precinct 11,State Representative,68,REP,Drew Springer,,97,110
Crosby,Precinct 27,Registered Voters,,,,,,1444
Crosby,Precinct 27,Ballots Cast,,,,,,426
Crosby,Precinct 27,Straight Party,,REP,,,51,124
Crosby,Precinct 27,Straight Party,,DEM,,,33,47
Crosby,Precinct 27,Straight Party,,LIB,,,0,0
Crosby,Precinct 27,U.S. Senate,,REP,Ted Cruz,,91,204
Crosby,Precinct 27,U.S. Senate,,DEM,Beto O'Rourke,,51,73
Crosby,Precinct 27,U.S. Senate,,LIB,Neal M Dikeman,,0,0
Crosby,Precinct 27,U.S. House,19,REP,Jodey Arrington,,92,212
Crosby,Precinct 27,U.S. House,19,DEM,Miguel Levario,,45,65
Crosby,Precinct 27,Governor,,REP,Greg Abbott,,92,205
Crosby,Precinct 27,Governor,,DEM,Lupe Valdez,,49,67
Crosby,Precinct 27,Governor,,LIB,Mark Jay Tippetts,,1,4
Crosby,Precinct 27,Lieutenant Governor,,REP,Dan Patrick,,87,186
Crosby,Precinct 27,Lieutenant Governor,,DEM,Mike Collier,,56,84
Crosby,Precinct 27,Lieutenant Governor,,LIB,Kerry Douglas McKennon,,1,5
Crosby,Precinct 27,Attorney General,,REP,Ken Paxton,,89,190
Crosby,Precinct 27,Attorney General,,DEM,Justin Nelson,,51,82
Crosby,Precinct 27,Attorney General,,LIB,Michael Ray Harris,,2,5
Crosby,Precinct 27,Comptroller of Public Accounts,,REP,Glenn Hegar,,92,201
Crosby,Precinct 27,Comptroller of Public Accounts,,DEM,Joi Chevalier,,45,64
Crosby,Precinct 27,Comptroller of Public Accounts,,LIB,Ben Sanders,,3,8
Crosby,Precinct 27,Commissioner of the General Land Office,,REP,George P. Bush,,92,200
Crosby,Precinct 27,Commissioner of the General Land Office,,DEM,Miguel Suazo,,50,64
Crosby,Precinct 27,Commissioner of the General Land Office,,LIB,Matt Pina,,0,8
Crosby,Precinct 27,Railroad Commissioner,,REP,Christi Craddick,,87,195
Crosby,Precinct 27,Railroad Commissioner,,DEM,Roman McAllen,,51,70
Crosby,Precinct 27,Railroad Commissioner,,LIB,Mike Wright,,2,8
Crosby,Precinct 27,State Representative,68,REP,Drew Springer,,106,215
Crosby,Precinct 39,Registered Voters,,,,,,1444
Crosby,Precinct 39,Ballots Cast,,,,,,319
Crosby,Precinct 39,Straight Party,,REP,,,83,38
Crosby,Precinct 39,Straight Party,,DEM,,,42,11
Crosby,Precinct 39,Straight Party,,LIB,,,2,0
Crosby,Precinct 39,U.S. Senate,,REP,Ted Cruz,,152,60
Crosby,Precinct 39,U.S. Senate,,DEM,Beto O'Rourke,,85,18
Crosby,Precinct 39,U.S. Senate,,LIB,Neal M Dikeman,,1,0
Crosby,Precinct 39,U.S. House,19,REP,Jodey Arrington,,163,61
