county,precinct,office,district,candidate,party,early_voting,election_day,votes
Calhoun,1,U.S. Senate,,TED CRUZ,REP,26,16,42
Calhoun,1,U.S. Senate,,BETO O'ROUKE,DEM,69,45,114
Calhoun,1,U.S. Senate,,NEAL M. DIKEMAN,LIB,0,0,0
Calhoun,1,U.S. House,27,MICHAEL CLOUD,REP,23,19,42
Calhoun,1,U.S. House,27,ERIC HOLGUIN,DEM,64,40,104
Calhoun,1,U.S. House,27,DANIEL TINUS,LIB,2,0,2
Calhoun,1,U.S. House,27,JAMES DURR,IND,1,0,1
Calhoun,1,GOVERNOR,,GREG ABBOTT,REP,30,19,49
Calhoun,1,GOVERNOR,,LUPE VALDEZ,DEM,61,41,102
Calhoun,1,GOVERNOR,,MARK JAY TIPPETTS,LIB,3,0,3
Calhoun,1,Lieutenant Governor,,DAN PATRICK,REP,29,15,44
Calhoun,1,Lieutenant Governor,,MIKE COLLIER,DEM,56,43,99
Calhoun,1,Lieutenant Governor,,KERRY DOUGLAS MCKENNON,LIB,4,1,5
Calhoun,1,Attorney General,,KEN PAXTON,REP,28,16,44
Calhoun,1,Attorney General,,JUSTIN NELSON,DEM,61,40,101
Calhoun,1,Attorney General,,MICHAEL RAY HARRIS,LIB,4,2,6
Calhoun,1,Comptroller	of Public Accounts,,GLENN HEGAR,REP,24,14,38
Calhoun,1,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,59,41,100
Calhoun,1,Comptroller	of Public Accounts,,BEN SANDERS,LIB,6,3,9
Calhoun,1,Commissioner of the General Land Office,,GEORGE P. BUSH,REP,30,18,48
Calhoun,1,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,52,38,90
Calhoun,1,Commissioner of the General Land Office,,MATT PINA,LIB,7,1,8
Calhoun,1,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,27,14,41
Calhoun,1,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,56,41,97
Calhoun,1,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,6,3,9
Calhoun,1,Railroad Commissioner,,CHRISTI CRADDICK,REP,21,18,39
Calhoun,1,Railroad Commissioner,,ROMAN MCALLEN,DEM,63,40,103
