county,office,candidate,party,precinct,early_voting,election_day
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.1,1,4
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.10,1,11
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.2,10,17
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.3,10,6
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.4,1,4
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.5,5,5
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.6,3,6
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.7,0,0
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.8,2,6
Haskell,Commissioner of Agriculture,Kimberly Dawn Olson,DEM,Pct.9,2,3
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.1,2,3
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.1,0,2
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.10,1,3
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.10,0,7
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.2,4,9
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.2,3,7
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.3,8,6
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.3,3,3
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.4,1,3
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.4,0,1
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.5,1,3
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.5,2,4
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.6,2,6
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.6,0,1
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.7,0,0
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.7,0,0
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.8,3,3
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.8,0,2
Haskell,Railroad Commissioner,Christopher Cornell Spellmon,DEM,Pct.9,1,1
Haskell,Railroad Commissioner,Roman James Alfred McAllen,DEM,Pct.9,1,2
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.1,2,4
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.1,0,1
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.10,1,9
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.10,0,0
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.2,3,13
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.2,5,5
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.3,7,4
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.3,3,7
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.4,1,0
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.4,1,4
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.4,1,4
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.5,1,2
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.5,1,2
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.6,0,6
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.6,2,1
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.7,0,0
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.7,0,0
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.8,3,3
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.8,0,2
Haskell,Commissioner of the General Land Office,Carl Allen Morgan,DEM,Pct.9,1,2
Haskell,Commissioner of the General Land Office,Miguel Andr�s Suazo,DEM,Pct.9,1,1
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.1,1,4
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.1,1,0
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.1,0,0
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.10,0,9
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.10,0,0
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.10,1,2
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.2,4,8
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.2,1,4
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.2,4,6
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.3,5,6
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.3,1,2
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.3,7,4
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.4,1,0
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.4,0,1
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.4,2,4
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.5,1,3
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.5,1,2
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.5,2,0
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.6,1,1
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.6,1,1
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.6,0,5
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.7,0,0
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.7,0,0
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.7,0,0
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.8,3,2
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.8,0,1
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.8,0,3
Haskell,U.S. Senate,Edward Wayne Kimbrough,DEM,Pct.9,1,1
Haskell,U.S. Senate,Irasema Ramirez-Hernandez,DEM,Pct.9,0,0
Haskell,U.S. Senate,Robert Francis O'Rourke,DEM,Pct.9,1,2
Haskell,Governor,Adrian Ocegueda,DEM,Pct.1,0,0
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.1,0,0
Haskell,Governor,Grady Yarbrough,DEM,Pct.1,0,1
Haskell,Governor,Guadalupe Valdez,DEM,Pct.1,0,1
Haskell,Governor,James Jolly Clark,DEM,Pct.1,0,1
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.1,0,0
Haskell,Governor,Joseph William Mumbach,DEM,Pct.1,0,0
Haskell,Governor,Robert Andrew White,DEM,Pct.1,2,2
Haskell,Governor,Thomas John Wakely,DEM,Pct.1,0,0
Haskell,Governor,Adrian Ocegueda,DEM,Pct.10,0,0
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.10,0,0
Haskell,Governor,Grady Yarbrough,DEM,Pct.10,0,4
Haskell,Governor,Guadalupe Valdez,DEM,Pct.10,0,1
Haskell,Governor,James Jolly Clark,DEM,Pct.10,0,4
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.10,0,0
Haskell,Governor,Joseph William Mumbach,DEM,Pct.10,0,0
Haskell,Governor,Robert Andrew White,DEM,Pct.10,1,4
Haskell,Governor,Thomas John Wakely,DEM,Pct.10,0,0
Haskell,Governor,Adrian Ocegueda,DEM,Pct.2,0,1
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.2,1,0
Haskell,Governor,Grady Yarbrough,DEM,Pct.2,1,5
Haskell,Governor,Guadalupe Valdez,DEM,Pct.2,1,3
Haskell,Governor,James Jolly Clark,DEM,Pct.2,1,0
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.2,0,0
Haskell,Governor,Joseph William Mumbach,DEM,Pct.2,0,0
Haskell,Governor,Robert Andrew White,DEM,Pct.2,5,10
Haskell,Governor,Thomas John Wakely,DEM,Pct.2,0,0
Haskell,Governor,Adrian Ocegueda,DEM,Pct.3,0,1
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.3,1,1
Haskell,Governor,Grady Yarbrough,DEM,Pct.3,3,2
Haskell,Governor,Guadalupe Valdez,DEM,Pct.3,2,0
Haskell,Governor,James Jolly Clark,DEM,Pct.3,0,0
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.3,0,0
Haskell,Governor,Joseph William Mumbach,DEM,Pct.3,0,0
Haskell,Governor,Robert Andrew White,DEM,Pct.3,5,3
Haskell,Governor,Thomas John Wakely,DEM,Pct.3,1,1
Haskell,Governor,Adrian Ocegueda,DEM,Pct.4,0,0
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.4,0,0
Haskell,Governor,Grady Yarbrough,DEM,Pct.4,1,1
Haskell,Governor,Guadalupe Valdez,DEM,Pct.4,0,2
Haskell,Governor,James Jolly Clark,DEM,Pct.4,0,0
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.4,0,0
Haskell,Governor,Joseph William Mumbach,DEM,Pct.4,0,0
Haskell,Governor,Robert Andrew White,DEM,Pct.4,2,2
Haskell,Governor,Thomas John Wakely,DEM,Pct.4,0,0
Haskell,Governor,Adrian Ocegueda,DEM,Pct.5,0,0
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.5,0,0
Haskell,Governor,Grady Yarbrough,DEM,Pct.5,0,1
Haskell,Governor,Guadalupe Valdez,DEM,Pct.5,0,0
Haskell,Governor,James Jolly Clark,DEM,Pct.5,1,1
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.5,0,1
Haskell,Governor,Joseph William Mumbach,DEM,Pct.5,0,1
Haskell,Governor,Robert Andrew White,DEM,Pct.5,1,4
Haskell,Governor,Thomas John Wakely,DEM,Pct.5,0,0
Haskell,Governor,Adrian Ocegueda,DEM,Pct.6,0,1
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.6,0,0
Haskell,Governor,Grady Yarbrough,DEM,Pct.6,0,2
Haskell,Governor,Guadalupe Valdez,DEM,Pct.6,2,1
Haskell,Governor,James Jolly Clark,DEM,Pct.6,0,0
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.6,0,0
Haskell,Governor,Joseph William Mumbach,DEM,Pct.6,0,0
Haskell,Governor,Robert Andrew White,DEM,Pct.6,1,3
Haskell,Governor,Thomas John Wakely,DEM,Pct.6,0,1
Haskell,Governor,Adrian Ocegueda,DEM,Pct.7,0,0
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.7,0,0
Haskell,Governor,Grady Yarbrough,DEM,Pct.7,0,0
Haskell,Governor,Guadalupe Valdez,DEM,Pct.7,0,0
Haskell,Governor,James Jolly Clark,DEM,Pct.7,0,0
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.7,0,0
Haskell,Governor,Joseph William Mumbach,DEM,Pct.7,0,0
Haskell,Governor,Robert Andrew White,DEM,Pct.7,0,0
Haskell,Governor,Thomas John Wakely,DEM,Pct.7,0,0
Haskell,Governor,Adrian Ocegueda,DEM,Pct.8,0,0
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.8,0,0
Haskell,Governor,Grady Yarbrough,DEM,Pct.8,2,0
Haskell,Governor,Guadalupe Valdez,DEM,Pct.8,0,3
Haskell,Governor,James Jolly Clark,DEM,Pct.8,0,0
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.8,0,0
Haskell,Governor,Joseph William Mumbach,DEM,Pct.8,0,0
Haskell,Governor,Robert Andrew White,DEM,Pct.8,1,1
Haskell,Governor,Thomas John Wakely,DEM,Pct.8,0,0
Haskell,Governor,Adrian Ocegueda,DEM,Pct.9,0,0
Haskell,Governor,"Cedric Wayne Davis, Sr.",DEM,Pct.9,0,0
Haskell,Governor,Grady Yarbrough,DEM,Pct.9,1,0
Haskell,Governor,Guadalupe Valdez,DEM,Pct.9,0,0
Haskell,Governor,James Jolly Clark,DEM,Pct.9,0,0
Haskell,Governor,Jeffrey Alan Payne,DEM,Pct.9,0,1
Haskell,Governor,Joseph William Mumbach,DEM,Pct.9,0,0
Haskell,Governor,Robert Andrew White,DEM,Pct.9,1,2
Haskell,Governor,Thomas John Wakely,DEM,Pct.9,0,0
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.1,1,3
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.1,1,2
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.10,0,4
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.10,1,9
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.2,1,10
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.2,6,9
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.3,3,6
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.3,9,3
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.4,3,2
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.4,0,3
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.5,1,2
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.5,2,4
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.6,0,1
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.6,2,5
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.7,0,0
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.7,0,0
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.8,1,3
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.8,3,3
Haskell,Lieutenant Governor,Michael Cooper,DEM,Pct.9,1,1
Haskell,Lieutenant Governor,Michael Edward Collier,DEM,Pct.9,1,2
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.1,0,1
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.1,2,3
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.10,0,0
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.10,1,0
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.2,3,7
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.2,5,11
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.3,1,4
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.3,11,5
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.4,1,1
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.4,2,4
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.5,1,0
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.5,2,6
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.6,0,1
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.6,0,6
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.7,0,0
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.7,0,0
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.8,0,3
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.8,3,2
Haskell,Comptroller of Public Accounts,Joi Lynne Chevalier,DEM,Pct.9,1,1
Haskell,Comptroller of Public Accounts,Timothy Raymond Mahoney,DEM,Pct.9,1,2
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.1,0,3
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.10,1,2
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.2,9,16
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.3,9,6
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.4,2,5
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.5,4,5
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.6,2,5
Haskell,U. S. Representative District 19,Miguel Antonio Levario,DEM,Pct.7,0,0
