county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Red River,2,Straight Party,,Republican Party    REP,REP,16,110,35,161
Red River,2,Straight Party,,Democratic Party   DEM,DEM,8,36,35,79
Red River,2,Straight Party,,Libertarian Party    LIB,LIB,0,0,0,0
Red River,2,U.S. Senate,,Ted Cruz,REP,28,155,72,255
Red River,2,U.S. Senate,,Beto O'Rourke,DEM,9,53,53,115
Red River,2,U.S. Senate,,Neal M. Dikeman,LIB,0,1,0,1
Red River,2,U.S. House,4,John Ratcliffe,REP,28,157,70,255
Red River,2,U.S. House,4,Catherine Krantz,DEM,9,50,54,113
Red River,2,U.S. House,4,Ken Ashby,LIB,0,1,1,2
Red River,2,Governor,,Greg Abbott,REP,26,156,73,255
Red River,2,Governor,,Lupe Valdez,DEM,9,51,53,113
Red River,2,Governor,,Mark Jay Tippetts,LIB,0,2,0,2
Red River,2,Lieutenant Governor,,Dan Patrick,REP,25,147,70,242
Red River,2,Lieutenant Governor,,Mike Collier,DEM,9,56,53,118
Red River,2,Lieutenant Governor,,Kerry Douglas McKennon,LIB,1,4,1,6
Red River,2,Attorney General,,Ken Paxton,REP,25,150,70,245
Red River,2,Attorney General,,Justin Nelson,DEM,9,54,55,118
Red River,2,Attorney General,,Michael Ray Harris,LIB,1,4,0,5
Red River,2,Comptroller of Public Accounts,,Glenn Hegar,REP,26,154,67,247
Red River,2,Comptroller of Public Accounts,,Joi Chevalier,DEM,9,50,52,111
Red River,2,Comptroller of Public Accounts,,Ben Sanders,LIB,0,4,3,7
Red River,2,Commissioner of the General Land Office,,George P. Bush,REP,26,148,68,242
Red River,2,Commissioner of the General Land Office,,Miguel Suazo,DEM,9,54,50,113
Red River,2,Commissioner of the General Land Office,,Matt Pina,LIB,0,5,4,9
Red River,2,Commissioner of Agriculture,,Sid Miller,REP,25,152,65,242
Red River,2,Commissioner of Agriculture,,Kim Olson,DEM,9,53,54,116
Red River,2,Commissioner of Agriculture,,Richard Carpenter,LIB,0,2,3,5
Red River,2,Railroad Commissioner,,Christi Craddick,REP,26,154,67,247
Red River,2,Railroad Commissioner,,Roman McAllen,DEM,9,50,53,112
Red River,2,Railroad Commissioner,,Mike Wright,LIB,0,3,3,6
Red River,2,"Justice, Supreme Court, Place 2",,Jimmy Blacklock,REP,26,156,67,249
Red River,2,"Justice, Supreme Court, Place 2",,Steven Kirkland,DEM,9,51,54,114
Red River,2,"Justice, Supreme Court, Place 4",,John Devine,REP,26,157,69,252
Red River,2,"Justice, Supreme Court, Place 4",,R.K. Sandill,DEM,9,50,53,112
Red River,2,"Justice, Supreme Court, Place 6",,Jeff Brown,REP,26,156,69,251
Red River,2,"Justice, Supreme Court, Place 6",,Kathy Cheng,DEM,9,52,53,114
Red River,2,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,26,153,62,241
Red River,2,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri) Jackson,DEM,9,50,54,113
Red River,2,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,0,5,4,9
Red River,2,"Judge, Court of Criminal Appeals, Place 7",,Barbara Parker Hervey,REP,26,158,67,251
Red River,2,"Judge, Court of Criminal Appeals, Place 7",,Ramona Franklin,DEM,9,49,55,113
Red River,2,"Judge, Court of Criminal Appeals, Place 8",,Michelle Slaughter,REP,25,158,70,253
Red River,2,"Judge, Court of Criminal Appeals, Place 8",,Mark Ash,LIB,1,18,26,45
Red River,2,State Representative,1,Gary Van Deaver,REP,26,167,87,280
Red River,2,"Justice, 6th Court of Appeals District, Place No. 2",,Scott Stevens,REP,25,163,84,272
Red River,2,"District Judge, 102nd Judicial District",,Jeff M. Addison,REP,25,161,82,268
Red River,2,County Judge,,L. D. Williamson,REP,25,163,85,273
Red River,2,District Clerk,,Janice Bivins Gentry,DEM,13,88,86,187
Red River,2,County Clerk,,Shawn Sargent Weemes,REP,25,167,84,276
Red River,2,County Treasurer,,Sandra Storey Embrey,REP,24,160,84,268
Red River,2,"County Commissioner, Precinct No. 2",,David Hutson,REP,25,159,77,261
Red River,2,Justice of the Peace ,,Shelley Benton,REP,24,164,84,272
Red River,3,Straight Party,,Republican Party    REP,REP,12,152,63,227
Red River,3,Straight Party,,Democratic Party   DEM,DEM,4,101,84,189
Red River,3,Straight Party,,Libertarian Party    LIB,LIB,0,0,0,0
Red River,3,U.S. Senate,,Ted Cruz,REP,19,195,90,304
Red River,3,U.S. Senate,,Beto O'Rourke,DEM,10,133,114,257
Red River,3,U.S. Senate,,Neal M. Dikeman,LIB,0,0,3,3
Red River,3,U.S. House,4,John Ratcliffe,REP,18,193,89,300
Red River,3,U.S. House,4,Catherine Krantz,DEM,10,128,116,254
Red River,3,U.S. House,4,Ken Ashby,LIB,1,2,2,5
Red River,3,Governor,,Greg Abbott,REP,19,199,90,308
Red River,3,Governor,,Lupe Valdez,DEM,10,128,113,251
Red River,3,Governor,,Mark Jay Tippetts,LIB,0,0,2,2
Red River,3,Lieutenant Governor,,Dan Patrick,REP,18,191,84,293
Red River,3,Lieutenant Governor,,Mike Collier,DEM,10,132,120,262
Red River,3,Lieutenant Governor,,Kerry Douglas McKennon,LIB,1,1,3,5
Red River,3,Attorney General,,Ken Paxton,REP,17,188,88,293
Red River,3,Attorney General,,Justin Nelson,DEM,11,131,118,260
Red River,3,Attorney General,,Michael Ray Harris,LIB,1,5,1,7
Red River,3,Comptroller of Public Accounts,,Glenn Hegar,REP,19,198,88,305
Red River,3,Comptroller of Public Accounts,,Joi Chevalier,DEM,9,123,111,243
Red River,3,Comptroller of Public Accounts,,Ben Sanders,LIB,1,4,7,12
Red River,3,Commissioner of the General Land Office,,George P. Bush,REP,19,194,90,303
Red River,3,Commissioner of the General Land Office,,Miguel Suazo,DEM,10,122,112,244
Red River,3,Commissioner of the General Land Office,,Matt Pina,LIB,0,8,4,12
Red River,3,Commissioner of Agriculture,,Sid Miller,REP,17,187,87,291
Red River,3,Commissioner of Agriculture,,Kim Olson,DEM,11,136,115,262
Red River,3,Commissioner of Agriculture,,Richard Carpenter,LIB,1,2,4,7
Red River,3,Railroad Commissioner,,Christi Craddick,REP,16,195,89,300
Red River,3,Railroad Commissioner,,Roman McAllen,DEM,11,124,114,249
Red River,3,Railroad Commissioner,,Mike Wright,LIB,2,5,2,9
Red River,3,"Justice, Supreme Court, Place 2",,Jimmy Blacklock,REP,18,193,92,303
