county,office,district,candidate,party,precinct,precinct_name,early_voting,election_day,votes
Falls,Attorney General,,Justin  Nelson,DEM,101,METHODIST CHURCH HALL,68,62,130
Falls,Attorney General,,Ken  Paxton,REP,101,METHODIST CHURCH HALL,97,55,152
Falls,Attorney General,,Michael Ray Harris,LIB,101,METHODIST CHURCH HALL,4,1,5
Falls,Attorney General,,Justin  Nelson,DEM,104,OTTO COMMUNITY,36,29,65
Falls,Attorney General,,Ken  Paxton,REP,104,OTTO COMMUNITY,180,156,336
Falls,Attorney General,,Michael Ray Harris,LIB,104,OTTO COMMUNITY,3,3,6
Falls,Attorney General,,Justin  Nelson,DEM,105,CHURCH OF CHRIST ANNEX,89,64,153
Falls,Attorney General,,Ken  Paxton,REP,105,CHURCH OF CHRIST ANNEX,174,90,264
Falls,Attorney General,,Michael Ray Harris,LIB,105,CHURCH OF CHRIST ANNEX,1,5,6
Falls,Attorney General,,Justin  Nelson,DEM,201,REAGAN BUILDING,41,21,62
Falls,Attorney General,,Ken  Paxton,REP,201,REAGAN BUILDING,152,84,236
Falls,Attorney General,,Michael Ray Harris,LIB,201,REAGAN BUILDING,1,0,1
Falls,Attorney General,,Justin  Nelson,DEM,203,DAVIS CHAPEL CHURCH,103,96,199
Falls,Attorney General,,Ken  Paxton,REP,203,DAVIS CHAPEL CHURCH,16,3,19
Falls,Attorney General,,Michael Ray Harris,LIB,203,DAVIS CHAPEL CHURCH,2,1,3
Falls,Attorney General,,Justin  Nelson,DEM,204,BTW ALUMNI,149,96,245
Falls,Attorney General,,Ken  Paxton,REP,204,BTW ALUMNI,47,23,70
Falls,Attorney General,,Michael Ray Harris,LIB,204,BTW ALUMNI,3,4,7
Falls,Attorney General,,Justin  Nelson,DEM,301,PLEASANT GROVE HALL,31,26,57
Falls,Attorney General,,Ken  Paxton,REP,301,PLEASANT GROVE HALL,129,127,256
Falls,Attorney General,,Michael Ray Harris,LIB,301,PLEASANT GROVE HALL,0,2,2
Falls,Attorney General,,Justin  Nelson,DEM,302,MARLIN HOUSING,26,17,43
Falls,Attorney General,,Ken  Paxton,REP,302,MARLIN HOUSING,74,33,107
Falls,Attorney General,,Michael Ray Harris,LIB,302,MARLIN HOUSING,4,0,4
Falls,Attorney General,,Justin  Nelson,DEM,303,WESTPHALIA HALL,13,25,38
Falls,Attorney General,,Ken  Paxton,REP,303,WESTPHALIA HALL,158,166,324
Falls,Attorney General,,Michael Ray Harris,LIB,303,WESTPHALIA HALL,5,2,7
Falls,Attorney General,,Justin  Nelson,DEM,304,D BROWN LIBRARY,42,95,137
Falls,Attorney General,,Ken  Paxton,REP,304,D BROWN LIBRARY,99,242,341
Falls,Attorney General,,Michael Ray Harris,LIB,304,D BROWN LIBRARY,3,3,6
Falls,Attorney General,,Justin  Nelson,DEM,403,CHILTON VOL DEPT,73,73,146
Falls,Attorney General,,Ken  Paxton,REP,403,CHILTON VOL DEPT,190,188,378
Falls,Attorney General,,Michael Ray Harris,LIB,403,CHILTON VOL DEPT,8,7,15
Falls,Attorney General,,Justin  Nelson,DEM,404,LOTT FIRE DEPT,20,68,88
Falls,Attorney General,,Ken  Paxton,REP,404,LOTT FIRE DEPT,91,255,346
Falls,Attorney General,,Michael Ray Harris,LIB,404,LOTT FIRE DEPT,3,5,8
Falls,Attorney General,,Justin  Nelson,DEM,405,GOLINDA CITY HALL,58,58,116
Falls,Attorney General,,Ken  Paxton,REP,405,GOLINDA CITY HALL,119,135,254
Falls,Attorney General,,Michael Ray Harris,LIB,405,GOLINDA CITY HALL,4,3,7
Falls,Commissioner of Agriculture,,Kim  Olson,DEM,101,METHODIST CHURCH HALL,68,65,133
Falls,Commissioner of Agriculture,,Richard Carpenter,LIB,101,METHODIST CHURCH HALL,2,0,2
Falls,Commissioner of Agriculture,,Sid  Miller,REP,101,METHODIST CHURCH HALL,100,53,153
Falls,Commissioner of Agriculture,,Kim  Olson,DEM,104,OTTO COMMUNITY,34,27,61
Falls,Commissioner of Agriculture,,Richard Carpenter,LIB,104,OTTO COMMUNITY,0,2,2
Falls,Commissioner of Agriculture,,Sid  Miller,REP,104,OTTO COMMUNITY,184,161,345
Falls,Commissioner of Agriculture,,Kim  Olson,DEM,105,CHURCH OF CHRIST ANNEX,90,72,162
Falls,Commissioner of Agriculture,,Richard Carpenter,LIB,105,CHURCH OF CHRIST ANNEX,7,0,7
Falls,Commissioner of Agriculture,,Sid  Miller,REP,105,CHURCH OF CHRIST ANNEX,167,82,249
Falls,Commissioner of Agriculture,,Kim  Olson,DEM,201,REAGAN BUILDING,41,19,60
Falls,Commissioner of Agriculture,,Richard Carpenter,LIB,201,REAGAN BUILDING,1,2,3
Falls,Commissioner of Agriculture,,Sid  Miller,REP,201,REAGAN BUILDING,151,83,234
Falls,Commissioner of Agriculture,,Kim  Olson,DEM,203,DAVIS CHAPEL CHURCH,104,96,200
Falls,Commissioner of Agriculture,,Richard Carpenter,LIB,203,DAVIS CHAPEL CHURCH,1,1,2
