county,precinct,office,district,candidate,party,early_voting,election_day,votes
Falls,101,Ballots Cast,,,,,,319
Falls,104,Ballots Cast,,,,,,433
Falls,105,Ballots Cast,,,,,,499
Falls,201,Ballots Cast,,,,,,334
Falls,203,Ballots Cast,,,,,,261
Falls,204,Ballots Cast,,,,,,417
Falls,301,Ballots Cast,,,,,,349
Falls,302,Ballots Cast,,,,,,150
Falls,303,Ballots Cast,,,,,,386
Falls,304,Ballots Cast,,,,,,595
Falls,403,Ballots Cast,,,,,,647
Falls,404,Ballots Cast,,,,,,522
Falls,405,Ballots Cast,,,,,,396
Falls,Total,Ballots Cast,,,,,,7102
Falls,101,Straight Party,,Republican Party,,62,27,89
Falls,104,Straight Party,,Republican Party,,112,69,181
Falls,105,Straight Party,,Republican Party,,114,56,170
Falls,201,Straight Party,,Republican Party,,85,43,128
Falls,203,Straight Party,,Republican Party,,7,1,8
Falls,204,Straight Party,,Republican Party,,30,13,43
Falls,301,Straight Party,,Republican Party,,68,64,132
Falls,302,Straight Party,,Republican Party,,45,11,56
Falls,303,Straight Party,,Republican Party,,38,141,179
Falls,304,Straight Party,,Republican Party,,39,148,187
Falls,403,Straight Party,,Republican Party,,117,121,238
Falls,404,Straight Party,,Republican Party,,70,126,196
Falls,405,Straight Party,,Republican Party,,66,84,150
Falls,Total,Straight Party,,Republican Party,,853,904,1757
Falls,101,Straight Party,,Democratic Party,,48,41,89
Falls,104,Straight Party,,Democratic Party,,20,7,27
Falls,105,Straight Party,,Democratic Party,,54,49,103
Falls,201,Straight Party,,Democratic Party,,13,16,29
Falls,203,Straight Party,,Democratic Party,,102,87,189
Falls,204,Straight Party,,Democratic Party,,166,97,263
Falls,301,Straight Party,,Democratic Party,,15,8,23
Falls,302,Straight Party,,Democratic Party,,18,6,24
Falls,303,Straight Party,,Democratic Party,,5,9,14
Falls,304,Straight Party,,Democratic Party,,11,100,111
Falls,403,Straight Party,,Democratic Party,,51,65,116
Falls,404,Straight Party,,Democratic Party,,14,43,57
Falls,405,Straight Party,,Democratic Party,,42,49,91
Falls,Total,Straight Party,,Democratic Party,,559,577,1136
Falls,101,Straight Party,,Green Party,,0,1,1
Falls,104,Straight Party,,Green Party,,0,0,0
Falls,105,Straight Party,,Green Party,,0,1,1
Falls,201,Straight Party,,Green Party,,0,0,0
Falls,203,Straight Party,,Green Party,,1,0,1
Falls,204,Straight Party,,Green Party,,0,0,0
Falls,301,Straight Party,,Green Party,,1,0,1
Falls,302,Straight Party,,Green Party,,0,0,0
Falls,303,Straight Party,,Green Party,,0,0,0
Falls,304,Straight Party,,Green Party,,1,1,2
Falls,403,Straight Party,,Green Party,,0,0,0
Falls,404,Straight Party,,Green Party,,0,1,1
Falls,405,Straight Party,,Green Party,,0,0,0
Falls,Total,Straight Party,,Green Party,,3,4,7
Falls,101,Straight Party,,Libertarian Party,,0,2,2
Falls,104,Straight Party,,Libertarian Party,,0,0,0
Falls,105,Straight Party,,Libertarian Party,,0,1,1
Falls,201,Straight Party,,Libertarian Party,,0,0,0
Falls,203,Straight Party,,Libertarian Party,,0,0,0
Falls,204,Straight Party,,Libertarian Party,,1,1,2
Falls,301,Straight Party,,Libertarian Party,,0,0,0
Falls,302,Straight Party,,Libertarian Party,,0,0,0
Falls,303,Straight Party,,Libertarian Party,,0,0,0
Falls,304,Straight Party,,Libertarian Party,,0,3,3
Falls,403,Straight Party,,Libertarian Party,,1,1,2
Falls,404,Straight Party,,Libertarian Party,,0,2,2
Falls,405,Straight Party,,Libertarian Party,,0,1,1
Falls,Total,Straight Party,,Libertarian Party,,2,11,13
Falls,101,Straight Party,,Over Votes,,0,0,0
Falls,104,Straight Party,,Over Votes,,0,0,0
Falls,105,Straight Party,,Over Votes,,0,0,0
Falls,201,Straight Party,,Over Votes,,0,0,0
Falls,203,Straight Party,,Over Votes,,0,1,1
Falls,204,Straight Party,,Over Votes,,0,0,0
Falls,301,Straight Party,,Over Votes,,0,0,0
Falls,302,Straight Party,,Over Votes,,0,0,0
Falls,303,Straight Party,,Over Votes,,0,0,0
Falls,304,Straight Party,,Over Votes,,0,0,0
Falls,403,Straight Party,,Over Votes,,0,0,0
Falls,404,Straight Party,,Over Votes,,0,0,0
Falls,405,Straight Party,,Over Votes,,0,0,0
Falls,Total,Straight Party,,Over Votes,,0,1,1
Falls,101,Straight Party,,Under Votes,,75,63,138
Falls,104,Straight Party,,Under Votes,,106,119,225
Falls,105,Straight Party,,Under Votes,,124,100,224
Falls,201,Straight Party,,Under Votes,,71,106,177
Falls,203,Straight Party,,Under Votes,,39,23,62
Falls,204,Straight Party,,Under Votes,,65,44,109
Falls,301,Straight Party,,Under Votes,,76,117,193
Falls,302,Straight Party,,Under Votes,,55,15,70
Falls,303,Straight Party,,Under Votes,,51,142,193
Falls,304,Straight Party,,Under Votes,,52,240,292
Falls,403,Straight Party,,Under Votes,,127,164,291
Falls,404,Straight Party,,Under Votes,,62,204,266
Falls,405,Straight Party,,Under Votes,,60,94,154
Falls,Total,Straight Party,,Under Votes,,963,1431,2394
Falls,101,President,,Donald J. Trump ,,109,62,171
Falls,104,President,,Donald J. Trump ,,198,157,355
Falls,105,President,,Donald J. Trump ,,206,121,327
Falls,201,President,,Donald J. Trump ,,141,127,268
Falls,203,President,,Donald J. Trump ,,12,5,17
Falls,204,President,,Donald J. Trump ,,57,32,89
Falls,301,President,,Donald J. Trump ,,134,158,292
Falls,302,President,,Donald J. Trump ,,81,20,101
Falls,303,President,,Donald J. Trump ,,83,253,336
Falls,304,President,,Donald J. Trump ,,69,321,390
Falls,403,President,,Donald J. Trump ,,202,228,430
Falls,404,President,,Donald J. Trump ,,112,291,403
Falls,405,President,,Donald J. Trump ,,112,150,262
Falls,Total,President,,Donald J. Trump ,,1516,1925,3441
Falls,101,President,,Hillary Clinton ,,69,65,134
Falls,104,President,,Hillary Clinton ,,32,29,61
Falls,105,President,,Hillary Clinton ,,79,76,155
Falls,201,President,,Hillary Clinton ,,26,32,58
Falls,203,President,,Hillary Clinton ,,134,104,238
Falls,204,President,,Hillary Clinton ,,198,121,319
Falls,301,President,,Hillary Clinton ,,24,24,48
Falls,302,President,,Hillary Clinton ,,34,11,45
Falls,303,President,,Hillary Clinton ,,8,27,35
Falls,304,President,,Hillary Clinton ,,29,153,182
Falls,403,President,,Hillary Clinton ,,87,109,196
Falls,404,President,,Hillary Clinton ,,26,67,93
Falls,405,President,,Hillary Clinton ,,51,69,120
Falls,Total,President,,Hillary Clinton ,,797,887,1684
Falls,101,President,,Gary Johnson,,3,4,7
Falls,104,President,,Gary Johnson,,3,6,9
Falls,105,President,,Gary Johnson,,3,8,11
Falls,201,President,,Gary Johnson,,0,3,3
Falls,203,President,,Gary Johnson,,0,1,1
Falls,204,President,,Gary Johnson,,1,1,2
Falls,301,President,,Gary Johnson,,0,5,5
Falls,302,President,,Gary Johnson,,2,1,3
Falls,303,President,,Gary Johnson,,1,5,6
Falls,304,President,,Gary Johnson,,2,9,11
Falls,403,President,,Gary Johnson,,2,6,8
Falls,404,President,,Gary Johnson,,4,13,17
Falls,405,President,,Gary Johnson,,2,5,7
Falls,Total,President,,Gary Johnson,,23,67,90
Falls,101,President,,Jill Stein ,,2,1,3
Falls,104,President,,Jill Stein ,,1,0,1
Falls,105,President,,Jill Stein ,,1,1,2
Falls,201,President,,Jill Stein ,,0,1,1
Falls,203,President,,Jill Stein ,,1,1,2
Falls,204,President,,Jill Stein ,,0,0,0
Falls,301,President,,Jill Stein ,,0,2,2
Falls,302,President,,Jill Stein ,,0,0,0
Falls,303,President,,Jill Stein ,,0,0,0
Falls,304,President,,Jill Stein ,,1,3,4
Falls,403,President,,Jill Stein ,,2,3,5
Falls,404,President,,Jill Stein ,,1,2,3
Falls,405,President,,Jill Stein ,,0,0,0
Falls,Total,President,,Jill Stein ,,9,14,23
Falls,101,President,,Over Votes,,0,0,0
Falls,104,President,,Over Votes,,1,0,1
Falls,105,President,,Over Votes,,0,0,0
Falls,201,President,,Over Votes,,0,0,0
Falls,203,President,,Over Votes,,0,0,0
Falls,204,President,,Over Votes,,2,0,2
Falls,301,President,,Over Votes,,1,0,1
Falls,302,President,,Over Votes,,0,0,0
Falls,303,President,,Over Votes,,0,0,0
Falls,304,President,,Over Votes,,0,0,0
Falls,403,President,,Over Votes,,0,0,0
Falls,404,President,,Over Votes,,0,0,0
Falls,405,President,,Over Votes,,0,0,0
Falls,Total,President,,Over Votes,,4,0,4
Falls,101,President,,Under Votes,,2,2,4
Falls,104,President,,Under Votes,,3,3,6
Falls,105,President,,Under Votes,,3,1,4
Falls,201,President,,Under Votes,,2,2,4
Falls,203,President,,Under Votes,,2,1,3
Falls,204,President,,Under Votes,,4,1,5
Falls,301,President,,Under Votes,,1,0,1
Falls,302,President,,Under Votes,,0,0,0
Falls,303,President,,Under Votes,,0,7,7
Falls,304,President,,Under Votes,,2,5,7
Falls,403,President,,Under Votes,,3,4,7
Falls,404,President,,Under Votes,,3,2,5
Falls,405,President,,Under Votes,,1,2,3
Falls,Total,President,,Under Votes,,26,30,56
Falls,101,U.S. House,,Bill Flores,,115,66,181
Falls,104,U.S. House,,Bill Flores,,202,164,366
Falls,105,U.S. House,,Bill Flores,,208,127,335
Falls,201,U.S. House,,Bill Flores,,140,130,270
Falls,203,U.S. House,,Bill Flores,,20,7,27
Falls,204,U.S. House,,Bill Flores,,65,36,101
Falls,301,U.S. House,,Bill Flores,,128,151,279
Falls,302,U.S. House,,Bill Flores,,78,21,99
Falls,303,U.S. House,,Bill Flores,,80,265,345
Falls,304,U.S. House,,Bill Flores,,75,329,404
Falls,403,U.S. House,,Bill Flores,,210,240,450
Falls,404,U.S. House,,Bill Flores,,113,294,407
Falls,405,U.S. House,,Bill Flores,,119,156,275
Falls,Total,U.S. House,,Bill Flores,,1553,1986,3539
Falls,101,U.S. House,,William Matta,,61,61,122
Falls,104,U.S. House,,William Matta,,29,22,51
Falls,105,U.S. House,,William Matta,,70,65,135
Falls,201,U.S. House,,William Matta,,23,30,53
Falls,203,U.S. House,,William Matta,,124,99,223
Falls,204,U.S. House,,William Matta,,187,116,303
Falls,301,U.S. House,,William Matta,,22,22,44
Falls,302,U.S. House,,William Matta,,35,8,43
Falls,303,U.S. House,,William Matta,,11,20,31
Falls,304,U.S. House,,William Matta,,18,133,151
Falls,403,U.S. House,,William Matta,,76,86,162
Falls,404,U.S. House,,William Matta,,24,63,87
Falls,405,U.S. House,,William Matta,,47,60,107
Falls,Total,U.S. House,,William Matta,,727,785,1512
Falls,101,U.S. House,,Clark Patterson,,3,2,5
Falls,104,U.S. House,,Clark Patterson,,1,6,7
Falls,105,U.S. House,,Clark Patterson,,5,6,11
Falls,201,U.S. House,,Clark Patterson,,1,2,3
Falls,203,U.S. House,,Clark Patterson,,3,3,6
Falls,204,U.S. House,,Clark Patterson,,3,1,4
