county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting,provisional
Kleberg,0031,Railroad Commissioner,,REP,Doug Jeffrey,8,0,7,1,0
Kleberg,0031,Railroad Commissioner,,REP,Gary Gates,40,1,22,17,0
Kleberg,0031,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,111,3,68,40,0
Kleberg,0031,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,79,1,50,28,0
Kleberg,0031,"Justice, Supreme Court, Place 5",,REP,Rick Green,117,1,72,44,0
Kleberg,0031,"Justice, Supreme Court, Place 5",,REP,Paul Green,57,3,36,18,0
Kleberg,0031,"Justice, Supreme Court, Place 9",,REP,Joe Pool,98,1,60,37,0
Kleberg,0031,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,87,3,57,27,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,63,0,41,22,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,76,3,42,31,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,35,1,24,10,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,40,0,26,14,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,99,1,66,32,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,19,3,10,6,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,30,0,18,12,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,100,4,62,34,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,72,0,44,28,0
Kleberg,0031,State Representative,43,REP,J. M. Lozano,221,4,135,82,0
Kleberg,0031,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,173,4,106,63,0
Kleberg,0031,District Attorney,,REP,John T. Hubert,215,4,130,81,0
Kleberg,0031,Sheriff,,REP,Richard Kirkpatrick,219,4,135,80,0
Kleberg,0031,County Chairman,,REP,Brandon Wayne Barrera,184,4,111,69,0
Kleberg,0031,Proposition 1,,REP,Yes,165,3,102,60,0
Kleberg,0031,Proposition 1,,REP,No,67,1,42,24,0
Kleberg,0031,Proposition 2,,REP,Yes,167,2,102,63,0
Kleberg,0031,Proposition 2,,REP,No,75,2,48,25,0
Kleberg,0031,Proposition 3,,REP,Yes,191,4,116,71,0
Kleberg,0031,Proposition 3,,REP,No,40,0,27,13,0
Kleberg,0031,Proposition 4,,REP,Yes,220,4,136,80,0
Kleberg,0031,Proposition 4,,REP,No,9,0,6,3,0
Kleberg,0032,President,,REP,Donald J. Trump,50,2,25,23,0
Kleberg,0032,President,,REP,Mike Huckabee,1,0,0,1,0
Kleberg,0032,President,,REP,Ted Cruz,75,0,48,27,0
Kleberg,0032,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0032,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0032,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0032,President,,REP,Marco Rubio,12,0,7,5,0
Kleberg,0032,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0032,President,,REP,John R. Kasich,4,0,2,2,0
Kleberg,0032,President,,REP,Jeb Bush,3,0,1,2,0
Kleberg,0032,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0032,President,,REP,Ben Carson,1,0,1,0,0
Kleberg,0032,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0032,President,,REP,Uncommitted,1,0,0,1,0
Kleberg,0032,U.S. House,34,REP,"William ""Willie"" Vaden",62,1,30,31,0
Kleberg,0032,U.S. House,34,REP,Ray Gonzalez Jr,71,1,44,26,0
Kleberg,0032,Railroad Commissioner,,REP,John Greytok,20,0,13,7,0
Kleberg,0032,Railroad Commissioner,,REP,Weston Martinez,25,1,16,8,0
Kleberg,0032,Railroad Commissioner,,REP,Lance N. Christian,14,0,7,7,0
Kleberg,0032,Railroad Commissioner,,REP,Ron Hale,16,0,9,7,0
Kleberg,0032,Railroad Commissioner,,REP,Wayne Christian,15,1,9,5,0
Kleberg,0032,Railroad Commissioner,,REP,Doug Jeffrey,7,0,5,2,0
Kleberg,0032,Railroad Commissioner,,REP,Gary Gates,22,0,8,14,0
Kleberg,0032,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,57,2,35,20,0
Kleberg,0032,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,59,0,30,29,0
Kleberg,0032,"Justice, Supreme Court, Place 5",,REP,Rick Green,60,1,34,25,0
Kleberg,0032,"Justice, Supreme Court, Place 5",,REP,Paul Green,55,1,31,23,0
Kleberg,0032,"Justice, Supreme Court, Place 9",,REP,Joe Pool,65,0,32,33,0
Kleberg,0032,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,56,2,35,19,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,35,0,19,16,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,45,2,31,12,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,33,0,14,19,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,22,1,15,6,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,75,0,42,33,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,13,1,6,6,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,10,0,5,5,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,62,2,36,24,0
Kleberg,0032,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,51,0,30,21,0
Kleberg,0032,State Representative,43,REP,J. M. Lozano,125,2,66,57,0
Kleberg,0032,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,103,2,59,42,0
Kleberg,0032,District Attorney,,REP,John T. Hubert,124,2,66,56,0
Kleberg,0032,Sheriff,,REP,Richard Kirkpatrick,132,2,73,57,0
Kleberg,0032,County Chairman,,REP,Brandon Wayne Barrera,116,2,63,51,0
Kleberg,0032,Proposition 1,,REP,Yes,98,1,59,38,0
Kleberg,0032,Proposition 1,,REP,No,40,1,20,19,0
Kleberg,0032,Proposition 2,,REP,Yes,89,0,57,32,0
Kleberg,0032,Proposition 2,,REP,No,46,2,19,25,0
Kleberg,0032,Proposition 3,,REP,Yes,110,1,59,50,0
Kleberg,0032,Proposition 3,,REP,No,28,1,20,7,0
Kleberg,0032,Proposition 4,,REP,Yes,133,2,74,57,0
Kleberg,0032,Proposition 4,,REP,No,5,0,5,0,0
Kleberg,0033/0034,President,,REP,Donald J. Trump,69,0,54,15,0
Kleberg,0033/0034,President,,REP,Mike Huckabee,1,0,1,0,0
Kleberg,0033/0034,President,,REP,Ted Cruz,117,1,92,24,0
Kleberg,0033/0034,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0033/0034,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0033/0034,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0033/0034,President,,REP,Marco Rubio,51,0,41,10,0
Kleberg,0033/0034,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0033/0034,President,,REP,John R. Kasich,7,0,7,0,0
Kleberg,0033/0034,President,,REP,Jeb Bush,2,0,2,0,0
Kleberg,0033/0034,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0033/0034,President,,REP,Ben Carson,3,0,3,0,0
Kleberg,0033/0034,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0033/0034,President,,REP,Uncommitted,0,0,0,0,0
Kleberg,0033/0034,U.S. House,34,REP,"William ""Willie"" Vaden",140,0,114,26,0
Kleberg,0033/0034,U.S. House,34,REP,Ray Gonzalez Jr,71,1,53,17,0
Kleberg,0033/0034,Railroad Commissioner,,REP,John Greytok,30,0,23,7,0
Kleberg,0033/0034,Railroad Commissioner,,REP,Weston Martinez,12,0,11,1,0
Kleberg,0033/0034,Railroad Commissioner,,REP,Lance N. Christian,23,0,16,7,0
Kleberg,0033/0034,Railroad Commissioner,,REP,Ron Hale,46,0,38,8,0
Kleberg,0033/0034,Railroad Commissioner,,REP,Wayne Christian,19,0,15,4,0
Kleberg,0033/0034,Railroad Commissioner,,REP,Doug Jeffrey,9,0,9,0,0
Kleberg,0033/0034,Railroad Commissioner,,REP,Gary Gates,46,0,35,11,0
Kleberg,0033/0034,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,101,0,82,19,0
Kleberg,0033/0034,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,82,0,63,19,0
Kleberg,0033/0034,"Justice, Supreme Court, Place 5",,REP,Rick Green,113,0,89,24,0
Kleberg,0033/0034,"Justice, Supreme Court, Place 5",,REP,Paul Green,59,0,47,12,0
Kleberg,0033/0034,"Justice, Supreme Court, Place 9",,REP,Joe Pool,132,0,101,31,0
Kleberg,0033/0034,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,55,0,45,10,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,68,0,55,13,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,52,0,42,10,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,53,0,40,13,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,50,0,42,8,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,99,0,80,19,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,13,0,9,4,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,14,0,10,4,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,94,0,81,13,0
Kleberg,0033/0034,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,79,0,58,21,0
Kleberg,0033/0034,State Representative,43,REP,J. M. Lozano,172,0,130,42,0
Kleberg,0033/0034,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,147,0,112,35,0
Kleberg,0033/0034,District Attorney,,REP,John T. Hubert,188,1,142,45,0
Kleberg,0033/0034,Sheriff,,REP,Richard Kirkpatrick,189,0,144,45,0
Kleberg,0033/0034,County Chairman,,REP,Brandon Wayne Barrera,162,1,122,39,0
Kleberg,0033/0034,Proposition 1,,REP,Yes,160,1,126,33,0
Kleberg,0033/0034,Proposition 1,,REP,No,61,0,47,14,0
Kleberg,0033/0034,Proposition 2,,REP,Yes,156,1,121,34,0
Kleberg,0033/0034,Proposition 2,,REP,No,69,0,56,13,0
Kleberg,0033/0034,Proposition 3,,REP,Yes,185,1,143,41,0
Kleberg,0033/0034,Proposition 3,,REP,No,35,0,29,6,0
Kleberg,0033/0034,Proposition 4,,REP,Yes,208,1,161,46,0
Kleberg,0033/0034,Proposition 4,,REP,No,8,0,8,0,0
Kleberg,0035,President,,REP,Donald J. Trump,60,0,47,13,0
Kleberg,0035,President,,REP,Mike Huckabee,0,0,0,0,0
Kleberg,0035,President,,REP,Ted Cruz,63,0,49,14,0
Kleberg,0035,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0035,President,,REP,Rand Paul,1,0,0,1,0
Kleberg,0035,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0035,President,,REP,Marco Rubio,17,0,13,4,0
Kleberg,0035,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0035,President,,REP,John R. Kasich,4,0,4,0,0
Kleberg,0035,President,,REP,Jeb Bush,0,0,0,0,0
Kleberg,0035,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0035,President,,REP,Ben Carson,6,0,4,2,0
Kleberg,0035,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0035,President,,REP,Uncommitted,1,0,1,0,0
Kleberg,0035,U.S. House,34,REP,"William ""Willie"" Vaden",73,0,58,15,0
Kleberg,0035,U.S. House,34,REP,Ray Gonzalez Jr,61,0,49,12,0
Kleberg,0035,Railroad Commissioner,,REP,John Greytok,29,0,22,7,0
Kleberg,0035,Railroad Commissioner,,REP,Weston Martinez,25,0,21,4,0
Kleberg,0035,Railroad Commissioner,,REP,Lance N. Christian,15,0,11,4,0
Kleberg,0035,Railroad Commissioner,,REP,Ron Hale,21,0,15,6,0
Kleberg,0035,Railroad Commissioner,,REP,Wayne Christian,16,0,15,1,0
Kleberg,0035,Railroad Commissioner,,REP,Doug Jeffrey,3,0,2,1,0
Kleberg,0035,Railroad Commissioner,,REP,Gary Gates,20,0,15,5,0
Kleberg,0035,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,77,0,59,18,0
Kleberg,0035,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,46,0,37,9,0
Kleberg,0035,"Justice, Supreme Court, Place 5",,REP,Rick Green,79,0,62,17,0
Kleberg,0035,"Justice, Supreme Court, Place 5",,REP,Paul Green,37,0,28,9,0
Kleberg,0035,"Justice, Supreme Court, Place 9",,REP,Joe Pool,73,0,55,18,0
Kleberg,0035,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,47,0,39,8,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,49,0,37,12,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,46,0,38,8,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,23,0,17,6,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,39,0,32,7,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,66,0,48,18,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,5,0,5,0,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,12,0,10,2,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,76,0,63,13,0
Kleberg,0035,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,44,0,31,13,0
Kleberg,0035,State Representative,43,REP,J. M. Lozano,137,0,105,32,0
Kleberg,0035,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,113,0,88,25,0
Kleberg,0035,District Attorney,,REP,John T. Hubert,136,0,106,30,0
Kleberg,0035,Sheriff,,REP,Richard Kirkpatrick,140,0,108,32,0
Kleberg,0035,County Chairman,,REP,Brandon Wayne Barrera,125,0,99,26,0
Kleberg,0035,Proposition 1,,REP,Yes,106,0,81,25,0
Kleberg,0035,Proposition 1,,REP,No,31,0,23,8,0
Kleberg,0035,Proposition 2,,REP,Yes,102,0,79,23,0
Kleberg,0035,Proposition 2,,REP,No,37,0,26,11,0
Kleberg,0035,Proposition 3,,REP,Yes,112,0,84,28,0
Kleberg,0035,Proposition 3,,REP,No,22,0,19,3,0
Kleberg,0035,Proposition 4,,REP,Yes,131,0,100,31,0
Kleberg,0035,Proposition 4,,REP,No,3,0,2,1,0
Kleberg,0041/0042,President,,REP,Donald J. Trump,12,0,10,2,0
Kleberg,0041/0042,President,,REP,Mike Huckabee,0,0,0,0,0
Kleberg,0041/0042,President,,REP,Ted Cruz,32,0,23,9,0
Kleberg,0041/0042,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0041/0042,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0041/0042,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0041/0042,President,,REP,Marco Rubio,9,0,7,2,0
Kleberg,0041/0042,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0041/0042,President,,REP,John R. Kasich,1,0,1,0,0
Kleberg,0041/0042,President,,REP,Jeb Bush,2,0,2,0,0
Kleberg,0041/0042,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0041/0042,President,,REP,Ben Carson,1,0,1,0,0
Kleberg,0041/0042,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0041/0042,President,,REP,Uncommitted,1,0,0,1,0
Kleberg,0041/0042,U.S. House,34,REP,"William ""Willie"" Vaden",24,0,18,6,0
Kleberg,0041/0042,U.S. House,34,REP,Ray Gonzalez Jr,31,0,24,7,0
Kleberg,0041/0042,Railroad Commissioner,,REP,John Greytok,7,0,4,3,0
Kleberg,0041/0042,Railroad Commissioner,,REP,Weston Martinez,23,0,18,5,0
Kleberg,0041/0042,Railroad Commissioner,,REP,Lance N. Christian,6,0,5,1,0
Kleberg,0041/0042,Railroad Commissioner,,REP,Ron Hale,4,0,2,2,0
Kleberg,0041/0042,Railroad Commissioner,,REP,Wayne Christian,3,0,2,1,0
Kleberg,0041/0042,Railroad Commissioner,,REP,Doug Jeffrey,1,0,1,0,0
Kleberg,0041/0042,Railroad Commissioner,,REP,Gary Gates,7,0,6,1,0
Kleberg,0041/0042,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,29,0,20,9,0
Kleberg,0041/0042,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,20,0,18,2,0
Kleberg,0041/0042,"Justice, Supreme Court, Place 5",,REP,Rick Green,27,0,22,5,0
Kleberg,0041/0042,"Justice, Supreme Court, Place 5",,REP,Paul Green,19,0,15,4,0
Kleberg,0041/0042,"Justice, Supreme Court, Place 9",,REP,Joe Pool,20,0,18,2,0
Kleberg,0041/0042,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,31,0,22,9,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,18,0,16,2,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,22,0,16,6,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,6,0,3,3,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,17,0,13,4,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,18,0,12,6,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,6,0,5,1,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,6,0,6,0,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,20,0,17,3,0
Kleberg,0041/0042,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,26,0,19,7,0
Kleberg,0041/0042,State Representative,43,REP,J. M. Lozano,52,0,40,12,0
Kleberg,0041/0042,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,42,0,33,9,0
Kleberg,0041/0042,District Attorney,,REP,John T. Hubert,46,0,35,11,0
Kleberg,0041/0042,Sheriff,,REP,Richard Kirkpatrick,51,0,39,12,0
Kleberg,0041/0042,County Chairman,,REP,Brandon Wayne Barrera,43,0,33,10,0
Kleberg,0041/0042,Proposition 1,,REP,Yes,31,0,24,7,0
Kleberg,0041/0042,Proposition 1,,REP,No,16,0,12,4,0
Kleberg,0041/0042,Proposition 2,,REP,Yes,33,0,26,7,0
Kleberg,0041/0042,Proposition 2,,REP,No,13,0,9,4,0
Kleberg,0041/0042,Proposition 3,,REP,Yes,35,0,28,7,0
Kleberg,0041/0042,Proposition 3,,REP,No,10,0,6,4,0
Kleberg,0041/0042,Proposition 4,,REP,Yes,43,0,33,10,0
Kleberg,0041/0042,Proposition 4,,REP,No,1,0,0,1,0
Kleberg,0043,President,,REP,Donald J. Trump,37,0,21,16,0
Kleberg,0043,President,,REP,Mike Huckabee,1,0,0,1,0
Kleberg,0043,President,,REP,Ted Cruz,75,2,47,26,0
Kleberg,0043,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0043,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0043,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0043,President,,REP,Marco Rubio,30,0,24,6,0
Kleberg,0043,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0043,President,,REP,John R. Kasich,5,0,3,2,0
Kleberg,0043,President,,REP,Jeb Bush,5,0,2,3,0
Kleberg,0043,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0043,President,,REP,Ben Carson,10,0,8,2,0
Kleberg,0043,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0043,President,,REP,Uncommitted,0,0,0,0,0
Kleberg,0043,U.S. House,34,REP,"William ""Willie"" Vaden",70,0,40,30,0
Kleberg,0043,U.S. House,34,REP,Ray Gonzalez Jr,67,1,45,21,0
Kleberg,0043,Railroad Commissioner,,REP,John Greytok,21,0,12,9,0
Kleberg,0043,Railroad Commissioner,,REP,Weston Martinez,36,1,26,9,0
Kleberg,0043,Railroad Commissioner,,REP,Lance N. Christian,13,0,10,3,0
Kleberg,0043,Railroad Commissioner,,REP,Ron Hale,25,0,12,13,0
Kleberg,0043,Railroad Commissioner,,REP,Wayne Christian,19,0,11,8,0
Kleberg,0043,Railroad Commissioner,,REP,Doug Jeffrey,3,0,1,2,0
Kleberg,0043,Railroad Commissioner,,REP,Gary Gates,13,0,8,5,0
Kleberg,0043,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,82,1,58,23,0
Kleberg,0043,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,46,0,24,22,0
Kleberg,0043,"Justice, Supreme Court, Place 5",,REP,Rick Green,82,1,50,31,0
Kleberg,0043,"Justice, Supreme Court, Place 5",,REP,Paul Green,42,0,28,14,0
Kleberg,0043,"Justice, Supreme Court, Place 9",,REP,Joe Pool,67,0,38,29,0
Kleberg,0043,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,69,1,47,21,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,45,0,29,16,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,56,1,38,17,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,25,0,13,12,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,38,0,26,12,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,69,1,42,26,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,6,0,3,3,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,13,0,9,4,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,67,0,43,24,0
Kleberg,0043,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,57,1,37,19,0
Kleberg,0043,State Representative,43,REP,J. M. Lozano,140,2,88,50,0
Kleberg,0043,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,113,1,70,42,0
Kleberg,0043,District Attorney,,REP,John T. Hubert,136,2,85,49,0
Kleberg,0043,Sheriff,,REP,Richard Kirkpatrick,139,0,89,50,0
Kleberg,0043,County Chairman,,REP,Brandon Wayne Barrera,124,1,79,44,0
Kleberg,0043,Proposition 1,,REP,Yes,93,1,57,35,0
Kleberg,0043,Proposition 1,,REP,No,60,1,42,17,0
Kleberg,0043,Proposition 2,,REP,Yes,87,1,57,29,0
Kleberg,0043,Proposition 2,,REP,No,64,1,41,22,0
Kleberg,0043,Proposition 3,,REP,Yes,113,2,76,35,0
Kleberg,0043,Proposition 3,,REP,No,38,0,22,16,0
Kleberg,0043,Proposition 4,,REP,Yes,138,2,89,47,0
Kleberg,0043,Proposition 4,,REP,No,14,0,9,5,0
Kleberg,0044,President,,REP,Donald J. Trump,9,0,5,4,0
Kleberg,0044,President,,REP,Mike Huckabee,0,0,0,0,0
Kleberg,0044,President,,REP,Ted Cruz,25,2,15,8,0
Kleberg,0044,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0044,President,,REP,Rand Paul,2,0,2,0,0
Kleberg,0044,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0044,President,,REP,Marco Rubio,11,0,6,5,0
Kleberg,0044,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0044,President,,REP,John R. Kasich,0,0,0,0,0
Kleberg,0044,President,,REP,Jeb Bush,1,0,0,1,0
Kleberg,0044,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0044,President,,REP,Ben Carson,1,0,1,0,0
Kleberg,0044,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0044,President,,REP,Uncommitted,0,0,0,0,0
Kleberg,0044,U.S. House,34,REP,"William ""Willie"" Vaden",19,0,12,7,0
Kleberg,0044,U.S. House,34,REP,Ray Gonzalez Jr,20,1,11,8,0
Kleberg,0044,Railroad Commissioner,,REP,John Greytok,8,0,6,2,0
Kleberg,0044,Railroad Commissioner,,REP,Weston Martinez,7,0,3,4,0
Kleberg,0044,Railroad Commissioner,,REP,Lance N. Christian,3,1,1,1,0
Kleberg,0044,Railroad Commissioner,,REP,Ron Hale,7,0,3,4,0
Kleberg,0044,Railroad Commissioner,,REP,Wayne Christian,1,0,1,0,0
Kleberg,0044,Railroad Commissioner,,REP,Doug Jeffrey,2,0,2,0,0
Kleberg,0044,Railroad Commissioner,,REP,Gary Gates,9,1,6,2,0
Kleberg,0044,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,21,1,11,9,0
Kleberg,0044,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,11,0,7,4,0
Kleberg,0044,"Justice, Supreme Court, Place 5",,REP,Rick Green,20,2,11,7,0
Kleberg,0044,"Justice, Supreme Court, Place 5",,REP,Paul Green,13,0,8,5,0
Kleberg,0044,"Justice, Supreme Court, Place 9",,REP,Joe Pool,17,1,9,7,0
Kleberg,0044,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,20,1,13,6,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,11,0,7,4,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,16,2,9,5,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,7,0,3,4,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,9,0,5,4,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,16,2,7,7,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,2,0,2,0,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,5,0,3,2,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,14,2,8,4,0
Kleberg,0044,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,16,0,9,7,0
Kleberg,0044,State Representative,43,REP,J. M. Lozano,40,1,24,15,0
Kleberg,0044,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,28,2,15,11,0
Kleberg,0044,District Attorney,,REP,John T. Hubert,35,2,21,12,0
Kleberg,0044,Sheriff,,REP,Richard Kirkpatrick,41,2,23,16,0
Kleberg,0044,County Chairman,,REP,Brandon Wayne Barrera,36,2,21,13,0
Kleberg,0044,Proposition 1,,REP,Yes,31,2,20,9,0
Kleberg,0044,Proposition 1,,REP,No,14,0,7,7,0
Kleberg,0044,Proposition 2,,REP,Yes,30,1,21,8,0
Kleberg,0044,Proposition 2,,REP,No,17,1,7,9,0
