county,precinct,office,district,party,candidate,votes,early_voting,election_day
Nacogdoches,12,President,,REPUBLICAN PARTY,Jeb Bush,7,4,3
Nacogdoches,12,President,,REPUBLICAN PARTY,Ben Carson,29,9,20
Nacogdoches,12,President,,REPUBLICAN PARTY,Chris Christie,2,1,1
Nacogdoches,12,President,,REPUBLICAN PARTY,Marco Rubio,67,22,45
Nacogdoches,12,President,,REPUBLICAN PARTY,Elizabeth Gray,0,0,0
Nacogdoches,12,President,,REPUBLICAN PARTY,Rand Paul,1,0,1
Nacogdoches,12,President,,REPUBLICAN PARTY,John R. Kasich,17,2,15
Nacogdoches,12,President,,REPUBLICAN PARTY,Ted Cruz,371,85,286
Nacogdoches,12,President,,REPUBLICAN PARTY,Lindsey Graham,0,0,0
Nacogdoches,12,President,,REPUBLICAN PARTY,Carly Fiorina,0,0,0
Nacogdoches,12,President,,REPUBLICAN PARTY,Rick Santorum,0,0,0
Nacogdoches,12,President,,REPUBLICAN PARTY,Mike Huckabee,1,1,0
Nacogdoches,12,President,,REPUBLICAN PARTY,Donald J. Trump,156,31,125
Nacogdoches,12,President,,REPUBLICAN PARTY,Uncommitted,13,4,9
Nacogdoches,12,U.S. House,1,REPUBLICAN PARTY,Simon Winston,119,21,98
Nacogdoches,12,U.S. House,1,REPUBLICAN PARTY,Louie Gohmert,484,133,351
Nacogdoches,12,U.S. House,1,REPUBLICAN PARTY,Anthony Culler,30,5,25
Nacogdoches,12,Railroad Commissioner,,REPUBLICAN PARTY,John Greytok,21,5,16
Nacogdoches,12,Railroad Commissioner,,REPUBLICAN PARTY,Doug Jeffrey,22,4,18
Nacogdoches,12,Railroad Commissioner,,REPUBLICAN PARTY,Gary Gates,44,8,36
Nacogdoches,12,Railroad Commissioner,,REPUBLICAN PARTY,Weston Martinez,25,3,22
Nacogdoches,12,Railroad Commissioner,,REPUBLICAN PARTY,Ron Hale,32,6,26
Nacogdoches,12,Railroad Commissioner,,REPUBLICAN PARTY,Lance N. Christian,17,7,10
Nacogdoches,12,Railroad Commissioner,,REPUBLICAN PARTY,Wayne Christian,387,110,277
Nacogdoches,12,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Michael Massengale,265,62,203
Nacogdoches,12,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Debra Lehrmann,207,57,150
Nacogdoches,12,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Paul Green,256,75,181
Nacogdoches,12,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Rick Green,185,39,146
Nacogdoches,12,"Justice, Supreme Court, Place 9",,REPUBLICAN PARTY,Eva Guzman,180,46,134
Nacogdoches,12,"Justice, Supreme Court, Place 9",,REPUBLICAN PARTY,Joe Pool,274,71,203
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Mary Lou Keel,183,51,132
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Ray Wheless,164,38,126
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Chris Oldner,80,22,58
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Brent Webster,88,20,68
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Sid Harle,47,23,24
