county,office,district,candidate,incumbent,party,votes,pct
ANDREWS,State Representative,81,Tryon D. Lewis,FALSE,REP,251,68.02
ANDREWS,State Representative,81,"G.E. ""Buddy"" West",TRUE,REP,118,31.98
ANDREWS,State Representative,81,Total,,,369,
BELL,State Representative,55,Ralph Sheffield,FALSE,REP,4204,63.49
BELL,State Representative,55,Martha Tyroch,FALSE,REP,2418,36.51
BELL,State Representative,55,Total,,,6622,
BRAZORIA,U. S. Representative,22,Pete Olson,FALSE,REP,1217,66.58
BRAZORIA,U. S. Representative,22,Shelley Sekula Gibbs,FALSE,REP,611,33.42
BRAZORIA,U. S. Representative,22,Total,,,1828,
COOKE,District Attorney, 235th Judicial District,Cindy Stormer,TRUE,REP,981,32.28
COOKE,District Attorney, 235th Judicial District,Janice Warder,FALSE,REP,2058,67.72
COOKE,District Attorney, 235th Judicial District,Total,,,3039,
DALLAS,State Representative,112,Angie Chen Button,FALSE,REP,3103,53.18
DALLAS,State Representative,112,Randy Dunning,FALSE,REP,2732,46.82
DALLAS,State Representative,112,Total,,,5835,
DENTON,District Judge,393rd Judicial District,Steve Burgess,FALSE,REP,1141,36.91
DENTON,District Judge,393rd Judicial District,Doug Robison,FALSE,REP,1950,63.09
DENTON,District Judge,393rd Judicial District,Total,,,3091,
ECTOR,State Representative,81,Tryon D. Lewis,FALSE,REP,4656,76.1
ECTOR,State Representative,81,"G.E. ""Buddy"" West",TRUE,REP,1462,23.9
ECTOR,State Representative,81,Total,,,6118,
FORT BEND,U. S. Representative,22,Pete Olson,FALSE,REP,8395,77.35
FORT BEND,U. S. Representative,22,Shelley Sekula Gibbs,FALSE,REP,2458,22.65
FORT BEND,U. S. Representative,22,Total,,,10853,
GALVESTON,U. S. Representative,22,Pete Olson,FALSE,REP,236,48.86
GALVESTON,U. S. Representative,22,Shelley Sekula Gibbs,FALSE,REP,247,51.14
GALVESTON,U. S. Representative,22,Total,,,483,
HARRIS,U. S. Representative,22,Pete Olson,FALSE,REP,5663,59.79
HARRIS,U. S. Representative,22,Shelley Sekula Gibbs,FALSE,REP,3809,40.21
HARRIS,U. S. Representative,22,Total,,,9472,
HARRIS,State Representative,144,Ken Legler,FALSE,REP,1593,51.62
HARRIS,State Representative,144,Fred Roberts,FALSE,REP,1493,48.38
HARRIS,State Representative,144,Total,,,3086,
HARRIS,District Judge,174th Judicial District,Kevin Keating,FALSE,REP,11420,33.99
HARRIS,District Judge,174th Judicial District,Bill Moore,FALSE,REP,22176,66.01
HARRIS,District Judge,174th Judicial District,Total,,,33596,
HARRIS,Harris County,Attorney,Pat Lykos,FALSE,REP,21106,52.68
HARRIS,Harris County,Attorney,Kelly Siegler,FALSE,REP,18962,47.32
HARRIS,Harris County,Attorney,Total,,,40068,
MEDINA,District Attorney, 38th Judicial District,Daniel J. Kindred,TRUE,REP,980,68.48
MEDINA,District Attorney, 38th Judicial District,Tony Reyes,FALSE,REP,451,31.52
MEDINA,District Attorney, 38th Judicial District,Total,,,1431,
MONTGOMERY,District Judge,418th Judicial District,Tracy A. Gilbert,FALSE,REP,8037,68.89
MONTGOMERY,District Judge,418th Judicial District,Robert Rosenquist,TRUE,REP,3630,31.11
MONTGOMERY,District Judge,418th Judicial District,Total,,,11667,
MONTGOMERY,District Judge,435th Judicial District,Scott Golemon,FALSE,REP,5495,46.34
MONTGOMERY,District Judge,435th Judicial District,Mike Seiler,FALSE,REP,6363,53.66
MONTGOMERY,District Judge,435th Judicial District,Total,,,11858,
MONTGOMERY,District Attorney, 9th Judicial District,Brett Ligon,FALSE,REP,7164,56.94
MONTGOMERY,District Attorney, 9th Judicial District,Michael McDougal,TRUE,REP,5417,43.06
