county,office,district,candidate,incumbent,party,votes,pct
BELL,State Representative,55 Unexpired Term,"R. ""Danny"" Daniel",FALSE,IND,2473,5.05
BELL,State Representative,55 Unexpired Term,Sam Murphey,FALSE,DEM,22000,44.97
BELL,State Representative,55 Unexpired Term,Ralph Sheffield,FALSE,REP,24452,49.98
BELL,State Representative,55 Unexpired Term,Total,,,48925,
ANDREWS,State Representative,81 Unexpired Term,Tryon D. Lewis,FALSE,REP,2602,100
ANDREWS,State Representative,81 Unexpired Term,Total,,,2602,
ECTOR,State Representative,81 Unexpired Term,Tryon D. Lewis,FALSE,REP,28451,100
ECTOR,State Representative,81 Unexpired Term,Total,,,28451,
WINKLER,State Representative,81 Unexpired Term,Tryon D. Lewis,FALSE,REP,1227,100
WINKLER,State Representative,81 Unexpired Term,Total,,,1227,
BRAZORIA,State Senate,17 Unexpired Term,Chris Bell,FALSE,DEM,5655,26.65
BRAZORIA,State Senate,17 Unexpired Term,Austen Furse,FALSE,REP,1600,7.54
BRAZORIA,State Senate,17 Unexpired Term,Grant Harpold,FALSE,REP,2088,9.84
BRAZORIA,State Senate,17 Unexpired Term,Joan Huffman,FALSE,REP,7761,36.58
BRAZORIA,State Senate,17 Unexpired Term,Ken Sherman,FALSE,REP,1544,7.28
BRAZORIA,State Senate,17 Unexpired Term,Stephanie E. Simmons,FALSE,DEM,2570,12.11
BRAZORIA,State Senate,17 Unexpired Term,Total,,,21218,
CHAMBERS,State Senate,17 Unexpired Term,Chris Bell,FALSE,DEM,0,0
CHAMBERS,State Senate,17 Unexpired Term,Austen Furse,FALSE,REP,0,0
CHAMBERS,State Senate,17 Unexpired Term,Grant Harpold,FALSE,REP,0,0
CHAMBERS,State Senate,17 Unexpired Term,Joan Huffman,FALSE,REP,0,0
CHAMBERS,State Senate,17 Unexpired Term,Ken Sherman,FALSE,REP,0,0
CHAMBERS,State Senate,17 Unexpired Term,Stephanie E. Simmons,FALSE,DEM,0,0
CHAMBERS,State Senate,17 Unexpired Term,Total,,,0,
FORT BEND,State Senate,17 Unexpired Term,Chris Bell,FALSE,DEM,24202,38.98
FORT BEND,State Senate,17 Unexpired Term,Austen Furse,FALSE,REP,4018,6.47
FORT BEND,State Senate,17 Unexpired Term,Grant Harpold,FALSE,REP,1333,2.15
FORT BEND,State Senate,17 Unexpired Term,Joan Huffman,FALSE,REP,22549,36.31
FORT BEND,State Senate,17 Unexpired Term,Ken Sherman,FALSE,REP,4045,6.51
FORT BEND,State Senate,17 Unexpired Term,Stephanie E. Simmons,FALSE,DEM,5948,9.58
FORT BEND,State Senate,17 Unexpired Term,Total,,,62095,
GALVESTON,State Senate,17 Unexpired Term,Chris Bell,FALSE,DEM,4542,49.32
GALVESTON,State Senate,17 Unexpired Term,Austen Furse,FALSE,REP,441,4.79
GALVESTON,State Senate,17 Unexpired Term,Grant Harpold,FALSE,REP,576,6.25
GALVESTON,State Senate,17 Unexpired Term,Joan Huffman,FALSE,REP,1653,17.95
GALVESTON,State Senate,17 Unexpired Term,Ken Sherman,FALSE,REP,871,9.46
GALVESTON,State Senate,17 Unexpired Term,Stephanie E. Simmons,FALSE,DEM,1126,12.23
GALVESTON,State Senate,17 Unexpired Term,Total,,,9209,
HARRIS,State Senate,17 Unexpired Term,Chris Bell,FALSE,DEM,44986,37.56
HARRIS,State Senate,17 Unexpired Term,Austen Furse,FALSE,REP,16203,13.53
HARRIS,State Senate,17 Unexpired Term,Grant Harpold,FALSE,REP,4900,4.09
HARRIS,State Senate,17 Unexpired Term,Joan Huffman,FALSE,REP,25615,21.39
HARRIS,State Senate,17 Unexpired Term,Ken Sherman,FALSE,REP,9766,8.15
HARRIS,State Senate,17 Unexpired Term,Stephanie E. Simmons,FALSE,DEM,18289,15.27
HARRIS,State Senate,17 Unexpired Term,Total,,,119759,
JEFFERSON,State Senate,17 Unexpired Term,Chris Bell,FALSE,DEM,6340,57.56
JEFFERSON,State Senate,17 Unexpired Term,Austen Furse,FALSE,REP,326,2.96
JEFFERSON,State Senate,17 Unexpired Term,Grant Harpold,FALSE,REP,159,1.44
JEFFERSON,State Senate,17 Unexpired Term,Joan Huffman,FALSE,REP,781,7.09
JEFFERSON,State Senate,17 Unexpired Term,Ken Sherman,FALSE,REP,502,4.56
JEFFERSON,State Senate,17 Unexpired Term,Stephanie E. Simmons,FALSE,DEM,2906,26.38
JEFFERSON,State Senate,17 Unexpired Term,Total,,,11014,
