county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Brazoria,1,Registered Voters,,,,4420,,,
Brazoria,1,Ballots Cast,,,,1945,,,
Brazoria,1,Straight Party,,REP,Republican Party,984,203,714,67
Brazoria,1,Straight Party,,DEM,Democratic Party,453,117,297,39
Brazoria,1,Straight Party,,LIB,Libertarian Party,14,6,8,0
Brazoria,1,Straight Party,,,Under Votes,494,93,360,41
Brazoria,1,Straight Party,,,Over Votes,0,0,0,0
Brazoria,1,U.S. Senate,,REP,Ted Cruz,1301,244,959,98
Brazoria,1,U.S. Senate,,DEM,Beto O'Rourke,614,165,401,48
Brazoria,1,U.S. Senate,,LIB,Neal M. Dikeman,17,8,9,0
Brazoria,1,U.S. Senate,,,Under Votes,13,2,10,1
Brazoria,1,U.S. Senate,,,Over Votes,0,0,0,0
Brazoria,1,U.S. House,14,REP,Randy Weber,1310,253,958,99
Brazoria,1,U.S. House,14,DEM,Adrienne Bell,575,150,379,46
Brazoria,1,U.S. House,14,LIB,Don E. Conley III,32,12,20,0
Brazoria,1,U.S. House,14,,Under Votes,23,4,17,2
Brazoria,1,U.S. House,14,,Over Votes,0,0,0,0
Brazoria,1,Governor,,REP,Greg Abbott,1370,274,996,100
Brazoria,1,Governor,,DEM,Lupe Valdez,545,135,364,46
Brazoria,1,Governor,,LIB,Mark Jay Tippetts,22,10,12,0
Brazoria,1,Governor,,,Under Votes,8,0,7,1
Brazoria,1,Governor,,,Over Votes,0,0,0,0
Brazoria,1,Lieutenant Governor,,REP,Dan Patrick,1271,249,923,99
Brazoria,1,Lieutenant Governor,,DEM,Mike Collier,601,147,407,47
Brazoria,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,53,17,36,0
Brazoria,1,Lieutenant Governor,,,Under Votes,20,6,13,1
Brazoria,1,Lieutenant Governor,,,Over Votes,0,0,0,0
Brazoria,1,Attorney General,,REP,Ken Paxton,1254,239,920,95
Brazoria,1,Attorney General,,DEM,Justin Nelson,614,159,405,50
Brazoria,1,Attorney General,,LIB,Michael Ray Harris,53,17,35,1
Brazoria,1,Attorney General,,,Under Votes,24,4,19,1
Brazoria,1,Attorney General,,,Over Votes,0,0,0,0
Brazoria,1,Comptroller of Public Accounts,,REP,Glenn Hegar,1286,243,949,94
Brazoria,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,562,144,372,46
Brazoria,1,Comptroller of Public Accounts,,LIB,Ben Sanders,59,25,31,3
Brazoria,1,Comptroller of Public Accounts,,,Under Votes,38,7,27,4
Brazoria,1,Comptroller of Public Accounts,,,Over Votes,0,0,0,0
Brazoria,1,Commissioner of the General Land Office,,REP,George P. Bush,1279,249,932,98
Brazoria,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,559,145,368,46
Brazoria,1,Commissioner of the General Land Office,,LIB,Matt Pina,77,20,56,1
Brazoria,1,Commissioner of the General Land Office,,,Under Votes,30,5,23,2
Brazoria,1,Commissioner of the General Land Office,,,Over Votes,0,0,0,0
Brazoria,1,Commissioner of Agriculture,,REP,Sid Miller,1261,239,928,94
Brazoria,1,Commissioner of Agriculture,,DEM,Kim Olson,599,153,399,47
Brazoria,1,Commissioner of Agriculture,,LIB,Richard Carpenter,47,18,28,1
Brazoria,1,Commissioner of Agriculture,,,Under Votes,38,9,24,5
Brazoria,1,Commissioner of Agriculture,,,Over Votes,0,0,0,0
Brazoria,1,Railroad Commissioner,,REP,Christi Craddick,1284,252,940,92
Brazoria,1,Railroad Commissioner,,DEM,Roman McAllen,566,144,373,49
Brazoria,1,Railroad Commissioner,,LIB,Mike Wright,53,16,36,1
Brazoria,1,Railroad Commissioner,,,Under Votes,42,7,30,5
Brazoria,1,Railroad Commissioner,,,Over Votes,0,0,0,0
Brazoria,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,1310,257,959,94
Brazoria,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,598,156,395,47
Brazoria,1,"Justice, Supreme Court, Place 2",,,Under Votes,37,6,25,6
Brazoria,1,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0
Brazoria,1,"Justice, Supreme Court, Place 4",,REP,John Devine,1318,260,961,97
Brazoria,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,587,150,392,45
Brazoria,1,"Justice, Supreme Court, Place 4",,,Under Votes,40,9,26,5
Brazoria,1,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0
Brazoria,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,1317,258,961,98
Brazoria,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,582,153,384,45
Brazoria,1,"Justice, Supreme Court, Place 6",,,Under Votes,46,8,34,4
Brazoria,1,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0
Brazoria,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,1279,244,942,93
Brazoria,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,591,154,389,48
Brazoria,1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,42,16,25,1
Brazoria,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,33,5,23,5
Brazoria,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
Brazoria,1,"Judge, Court of Criminal Appeals Place 7",,REP,Barbara Parker Hervey,1310,260,956,94
Brazoria,1,"Judge, Court of Criminal Appeals Place 7",,DEM,Ramona Franklin,590,151,392,47
Brazoria,1,"Judge, Court of Criminal Appeals Place 7",,,Under Votes,45,8,31,6
Brazoria,1,"Judge, Court of Criminal Appeals Place 7",,,Over Votes,0,0,0,0
Brazoria,1,"Judge, Court of Criminal Appeals Place 8",,REP,Michelle Slaughter,1398,286,1012,100
Brazoria,1,"Judge, Court of Criminal Appeals Place 8",,LIB,Mark Ash,286,86,197,3
Brazoria,1,"Judge, Court of Criminal Appeals Place 8",,,Under Votes,261,47,170,44
Brazoria,1,"Judge, Court of Criminal Appeals Place 8",,,Over Votes,0,0,0,0
Brazoria,1,"Member, State Board of Education, District 7",,REP,Matt Robinson,1294,248,951,95
Brazoria,1,"Member, State Board of Education, District 7",,DEM,"Elizabeth ""Eliz"" Markowitz",609,162,399,48
Brazoria,1,"Member, State Board of Education, District 7",,,Under Votes,37,9,24,4
Brazoria,1,"Member, State Board of Education, District 7",,,Over Votes,0,0,0,0
Brazoria,1,State Representative,25,REP,Dennis Bonnen,1526,328,1094,104
Brazoria,1,State Representative,25,,Under Votes,414,91,280,43
Brazoria,1,State Representative,25,,Over Votes,0,0,0,0
Brazoria,1,"Justice, 1st Court of Appeals District, Place 2",,REP,Jane Bland,1316,261,960,95
