county,precinct,office,district,party,candidate,votes,election_day,early_voting
La Salle,1,Registered Voters,,,,1082,,
La Salle,1,Ballots Cast,,,,462,196,266
La Salle,1,Straight Party,,,Over Votes,1,1,0
La Salle,1,Straight Party,,,Under Votes,233,95,138
La Salle,1,Straight Party,,REP,Republican Party,106,42,64
La Salle,1,Straight Party,,DEM,Democratic Party,121,57,64
La Salle,1,Straight Party,,LIB,Libertarian Party,1,1,0
La Salle,1,U.S. Senate,,,Over Votes,0,0,0
La Salle,1,U.S. Senate,,,Under Votes,6,4,2
La Salle,1,U.S. Senate,,REP,Ted Cruz,246,87,159
La Salle,1,U.S. Senate,,DEM,Beto O'Rourke,210,105,105
La Salle,1,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
La Salle,1,U.S. House,23,,Over Votes,0,0,0
La Salle,1,U.S. House,23,,Under Votes,5,2,3
La Salle,1,U.S. House,23,REP,Will Hurd,242,82,160
La Salle,1,U.S. House,23,DEM,Gina Ortiz Jones,212,109,103
La Salle,1,U.S. House,23,LIB,Ruben Corvalan,3,3,0
La Salle,1,Governor,,,Over Votes,0,0,0
La Salle,1,Governor,,,Under Votes,11,8,3
La Salle,1,Governor,,REP,Greg Abbott,269,99,170
La Salle,1,Governor,,DEM,Lupe Valdez,180,88,92
La Salle,1,Governor,,LIB,Mark Jay Tippetts,2,1,1
La Salle,1,Lieutenant Governor,,,Over Votes,0,0,0
La Salle,1,Lieutenant Governor,,,Under Votes,21,15,6
La Salle,1,Lieutenant Governor,,REP,Dan Patrick,237,83,154
La Salle,1,Lieutenant Governor,,DEM,Mike Collier,196,95,101
La Salle,1,Lieutenant Governor,,LIB,Kerry Douglas McKennon,8,3,5
La Salle,1,Attorney General,,,Over Votes,0,0,0
La Salle,1,Attorney General,,,Under Votes,24,14,10
La Salle,1,Attorney General,,REP,Ken Paxton,228,81,147
La Salle,1,Attorney General,,DEM,Justin Nelson,203,97,106
La Salle,1,Attorney General,,LIB,Michael Ray Harris,7,4,3
La Salle,1,Comptroller of Public Accounts,,,Over Votes,1,1,0
La Salle,1,Comptroller of Public Accounts,,,Under Votes,34,17,17
La Salle,1,Comptroller of Public Accounts,,REP,Glenn Hegar,222,78,144
La Salle,1,Comptroller of Public Accounts,,DEM,Joi Chevalier,194,94,100
La Salle,1,Comptroller of Public Accounts,,LIB,Ben Sanders,11,6,5
La Salle,1,Commissioner of the General Land Office,,,Over Votes,0,0,0
La Salle,1,Commissioner of the General Land Office,,,Under Votes,29,16,13
La Salle,1,Commissioner of the General Land Office,,REP,George P. Bush,222,79,143
La Salle,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,196,97,99
La Salle,1,Commissioner of the General Land Office,,LIB,Matt Piña,15,4,11
La Salle,1,Commissioner of Agriculture,,,Over Votes,0,0,0
La Salle,1,Commissioner of Agriculture,,,Under Votes,32,17,15
La Salle,1,Commissioner of Agriculture,,REP,Sid Miller,214,72,142
La Salle,1,Commissioner of Agriculture,,DEM,Kim Olson,207,105,102
La Salle,1,Commissioner of Agriculture,,LIB,Richard Carpenter,9,2,7
La Salle,1,Railroad Commissioner,,,Over Votes,0,0,0
La Salle,1,Railroad Commissioner,,,Under Votes,34,17,17
La Salle,1,Railroad Commissioner,,REP,Christi Craddick,223,78,145
La Salle,1,Railroad Commissioner,,DEM,Roman McAllen,198,101,97
La Salle,1,Railroad Commissioner,,LIB,Mike Wright,7,0,7
La Salle,1,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0
La Salle,1,"Justice, Supreme Court, Place 2",,,Under Votes,38,17,21
La Salle,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,224,79,145
La Salle,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,200,100,100
La Salle,1,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0
La Salle,1,"Justice, Supreme Court, Place 4",,,Under Votes,36,17,19
La Salle,1,"Justice, Supreme Court, Place 4",,REP,John Devine,226,79,147
La Salle,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,200,100,100
La Salle,1,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0
La Salle,1,"Justice, Supreme Court, Place 6",,,Under Votes,37,16,21
La Salle,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,225,81,144
La Salle,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,200,99,101
La Salle,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,1,0,1
La Salle,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,36,17,19
La Salle,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,221,80,141
La Salle,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,199,98,101
La Salle,1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,5,1,4
La Salle,1,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0
La Salle,1,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,38,16,22
La Salle,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,220,79,141
La Salle,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,204,101,103
La Salle,1,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0
La Salle,1,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,153,71,82
La Salle,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,251,93,158
La Salle,1,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,58,32,26
La Salle,1,State Representative,31,,Over Votes,0,0,0
La Salle,1,State Representative,31,,Under Votes,174,71,103
La Salle,1,State Representative,31,DEM,Ryan Guillen,288,125,163
La Salle,1,"Justice, 4th Court of Appeals District, Place 2",,,Over Votes,0,0,0
La Salle,1,"Justice, 4th Court of Appeals District, Place 2",,,Under Votes,38,18,20
La Salle,1,"Justice, 4th Court of Appeals District, Place 2",,REP,Marialyn Barnard,221,74,147
La Salle,1,"Justice, 4th Court of Appeals District, Place 2",,DEM,Beth Watkins,203,104,99
La Salle,1,"Justice, 4th Court of Appeals District, Place 3",,,Over Votes,0,0,0
La Salle,1,"Justice, 4th Court of Appeals District, Place 3",,,Under Votes,36,16,20
La Salle,1,"Justice, 4th Court of Appeals District, Place 3",,REP,Jason Pulliam,216,74,142
La Salle,1,"Justice, 4th Court of Appeals District, Place 3",,DEM,Patricia O'Connell Alvarez,210,106,104
La Salle,1,"Justice, 4th Court of Appeals District, Place 4",,,Over Votes,0,0,0
La Salle,1,"Justice, 4th Court of Appeals District, Place 4",,,Under Votes,35,16,19
La Salle,1,"Justice, 4th Court of Appeals District, Place 4",,REP,Patrick Ballantyne,220,77,143
La Salle,1,"Justice, 4th Court of Appeals District, Place 4",,DEM,Luz Elena Chapa,207,103,104
La Salle,1,"Justice, 4th Court of Appeals District, Place 5",,,Over Votes,0,0,0
La Salle,1,"Justice, 4th Court of Appeals District, Place 5",,,Under Votes,38,18,20
La Salle,1,"Justice, 4th Court of Appeals District, Place 5",,REP,Rebecca Simmons,214,72,142
La Salle,1,"Justice, 4th Court of Appeals District, Place 5",,DEM,Liza Rodriguez,210,106,104
La Salle,1,"Justice, 4th Court of Appeals District, Place 7",,,Over Votes,0,0,0
La Salle,1,"Justice, 4th Court of Appeals District, Place 7",,,Under Votes,36,17,19
La Salle,1,"Justice, 4th Court of Appeals District, Place 7",,REP,Shane Stolarczyk,205,70,135
La Salle,1,"Justice, 4th Court of Appeals District, Place 7",,DEM,Rebeca Martinez,221,109,112
La Salle,1,"District Judge, 81st Judicial District",,,Over Votes,1,1,0
La Salle,1,"District Judge, 81st Judicial District",,,Under Votes,23,14,9
La Salle,1,"District Judge, 81st Judicial District",,REP,Lynn Ellison,241,82,159
La Salle,1,"District Judge, 81st Judicial District",,DEM,Errlinda Castillo,197,99,98
La Salle,1,"District Judge, 218th Judicial District",,,Over Votes,0,0,0
La Salle,1,"District Judge, 218th Judicial District",,,Under Votes,201,99,102
La Salle,1,"District Judge, 218th Judicial District",,REP,Russell Wilson,261,97,164
La Salle,1,County Judge,,,Over Votes,0,0,0
La Salle,1,County Judge,,,Under Votes,172,72,100
La Salle,1,County Judge,,DEM,"Joel Rodriguez, Jr.",290,124,166
La Salle,1,District and County Clerk,,,Over Votes,0,0,0
La Salle,1,District and County Clerk,,,Under Votes,134,61,73
La Salle,1,District and County Clerk,,DEM,"Margarita ""Margie"" Avila Esqueda",328,135,193
La Salle,1,County Treasurer,,,Over Votes,0,0,0
La Salle,1,County Treasurer,,,Under Votes,144,60,84
La Salle,1,County Treasurer,,DEM,"Maria ""Mary"" M. Perez",318,136,182
La Salle,1,"Justice of the Peace, Precinct 1",,,Over Votes,0,0,0
La Salle,1,"Justice of the Peace, Precinct 1",,,Under Votes,174,66,108
La Salle,1,"Justice of the Peace, Precinct 1",,DEM,Roxanna G. Rodriguez,288,130,158
La Salle,2,Registered Voters,,,,649,,
La Salle,2,Ballots Cast,,,,192,141,51
La Salle,2,Straight Party,,,Over Votes,0,0,0
La Salle,2,Straight Party,,,Under Votes,86,68,18
La Salle,2,Straight Party,,REP,Republican Party,25,17,8
La Salle,2,Straight Party,,DEM,Democratic Party,80,55,25
La Salle,2,Straight Party,,LIB,Libertarian Party,1,1,0
La Salle,2,U.S. Senate,,,Over Votes,0,0,0
La Salle,2,U.S. Senate,,,Under Votes,0,0,0
La Salle,2,U.S. Senate,,REP,Ted Cruz,57,41,16
La Salle,2,U.S. Senate,,DEM,Beto O'Rourke,135,100,35
La Salle,2,U.S. Senate,,LIB,Neal M. Dikeman,0,0,0
La Salle,2,U.S. House,28,,Over Votes,0,0,0
La Salle,2,U.S. House,28,,Under Votes,19,15,4
La Salle,2,U.S. House,28,DEM,Henry Cuellar,162,117,45
La Salle,2,U.S. House,28,LIB,"Arthur Thomas, IV",11,9,2
La Salle,2,Governor,,,Over Votes,1,1,0
La Salle,2,Governor,,,Under Votes,8,7,1
La Salle,2,Governor,,REP,Greg Abbott,73,55,18
La Salle,2,Governor,,DEM,Lupe Valdez,108,77,31
La Salle,2,Governor,,LIB,Mark Jay Tippetts,2,1,1
La Salle,2,Lieutenant Governor,,,Over Votes,0,0,0
La Salle,2,Lieutenant Governor,,,Under Votes,12,11,1
La Salle,2,Lieutenant Governor,,REP,Dan Patrick,59,44,15
La Salle,2,Lieutenant Governor,,DEM,Mike Collier,119,85,34
La Salle,2,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,1,1
La Salle,2,Attorney General,,,Over Votes,0,0,0
La Salle,2,Attorney General,,,Under Votes,13,12,1
