county,precinct,office,district,party,candidate,votes,early_votes,election_day
Gaines,2,U.S. Senate,,DEM,Edward Kimbrough,2,0,2
Gaines,2,U.S. Senate,,DEM,Beto O'Rourke,16,10,6
Gaines,2,U.S. Senate,,DEM,Over Votes,0,0,0
Gaines,2,U.S. Senate,,DEM,Under Votes,1,1,0
Gaines,2,U.S. Senate,,DEM,Sema Hernandez,10,2,8
Gaines,2,United States Representative,19,DEM,Miguel Levario,25,12,13
Gaines,2,United States Representative,19,DEM,Over Votes,0,0,0
Gaines,2,United States Representative,19,DEM,Under Votes,4,1,3
Gaines,2,Governor ,,DEM,Tom Wakely,4,2,2
Gaines,2,Governor ,,DEM,Andrew White,6,3,3
Gaines,2,Governor ,,DEM,Grady Yarbrough,3,2,1
Gaines,2,Governor ,,DEM,"Cedric Davis, Sr.",3,1,2
Gaines,2,Governor ,,DEM,Adrian Ocegueda,1,0,1
Gaines,2,Governor ,,DEM,Over Votes,0,0,0
Gaines,2,Governor ,,DEM,Under Votes,2,1,1
Gaines,2,Governor ,,DEM,James Jolly Clark,1,1,0
Gaines,2,Governor ,,DEM,Joe Mumbach,0,0,0
Gaines,2,Governor ,,DEM,Lupe Valdez,8,3,5
Gaines,2,Governor ,,DEM,Jeffrey Payne,1,0,1
Gaines,2,Lieutenant Governor ,,DEM,Michael Cooper,15,7,8
Gaines,2,Lieutenant Governor ,,DEM,Over Votes,0,0,0
Gaines,2,Lieutenant Governor ,,DEM,Under Votes,1,1,0
Gaines,2,Lieutenant Governor ,,DEM,Mike Collier,13,5,8
Gaines,2,Attorney General ,,DEM,Justin Nelson,25,11,14
Gaines,2,Attorney General ,,DEM,Over Votes,0,0,0
Gaines,2,Attorney General ,,DEM,Under Votes,4,2,2
Gaines,2,Comptroller of Public Accounts ,,DEM,Tim Mahoney,14,7,7
Gaines,2,Comptroller of Public Accounts ,,DEM,Joi Chevalier,12,5,7
Gaines,2,Comptroller of Public Accounts ,,DEM,Over Votes,0,0,0
Gaines,2,Comptroller of Public Accounts ,,DEM,Under Votes,3,1,2
Gaines,2,Commissioner of the General Land Office ,,DEM,Miguel Suazo,16,8,8
Gaines,2,Commissioner of the General Land Office ,,DEM,Over Votes,0,0,0
Gaines,2,Commissioner of the General Land Office ,,DEM,Under Votes,2,1,1
Gaines,2,Commissioner of the General Land Office ,,DEM,Tex Morgan,11,4,7
Gaines,2,Commissioner of Agriculture ,,DEM,Kim Olson,23,11,12
Gaines,2,Commissioner of Agriculture ,,DEM,Over Votes,0,0,0
Gaines,2,Commissioner of Agriculture ,,DEM,Under Votes,6,2,4
Gaines,2,Railroad Commissioner ,,DEM,Chris Spellmon,12,9,3
Gaines,2,Railroad Commissioner ,,DEM,Over Votes,0,0,0
Gaines,2,Railroad Commissioner ,,DEM,Under Votes,4,1,3
Gaines,2,Railroad Commissioner ,,DEM,Roman McAllen,13,3,10
Gaines,2,"Justice, Supreme Court, Place 2 ",,DEM,Steven Kirkland,23,11,12
Gaines,2,"Justice, Supreme Court, Place 2 ",,DEM,Over Votes,0,0,0
Gaines,2,"Justice, Supreme Court, Place 2 ",,DEM,Under Votes,6,2,4
Gaines,2,"Justice, Supreme Court, Place 4 ",,DEM,R.K. Sandill,22,10,12
Gaines,2,"Justice, Supreme Court, Place 4 ",,DEM,Over Votes,0,0,0
Gaines,2,"Justice, Supreme Court, Place 4 ",,DEM,Under Votes,7,3,4
Gaines,2,"Justice, Supreme Court, Place 6 ",,DEM,Kathy Cheng,25,11,14
Gaines,2,"Justice, Supreme Court, Place 6 ",,DEM,Over Votes,0,0,0
Gaines,2,"Justice, Supreme Court, Place 6 ",,DEM,Under Votes,4,2,2
Gaines,2,"Presiding Judge, Court of Criminal Appeals ",,DEM,Maria T. (Terri) Jackson,23,11,12
Gaines,2,"Presiding Judge, Court of Criminal Appeals ",,DEM,Over Votes,0,0,0
Gaines,2,"Presiding Judge, Court of Criminal Appeals ",,DEM,Under Votes,6,2,4
Gaines,2,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Ramona Franklin,25,11,14
Gaines,2,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Over Votes,0,0,0
Gaines,2,"Judge, Court of Criminal Appeals, Place 7 ",,DEM,Under Votes,4,2,2
Gaines,2,State Representative,83,DEM,Drew Landry,23,11,12
Gaines,2,State Representative,83,DEM,Over Votes,0,0,0
Gaines,2,State Representative,83,DEM,Under Votes,6,2,4
Gaines,2,Proposition #1 Right to a 21st Century Public Education: ,,,Yes,23,12,11
Gaines,2,Proposition #1 Right to a 21st Century Public Education: ,,,Over Votes,0,0,0
Gaines,2,Proposition #1 Right to a 21st Century Public Education: ,,,Under Votes,4,1,3
Gaines,2,Proposition #1 Right to a 21st Century Public Education: ,,,No,2,0,2
Gaines,2,Proposition #2 Student Loan Debt: ,,,Yes,24,12,12
Gaines,2,Proposition #2 Student Loan Debt: ,,,Over Votes,0,0,0
Gaines,2,Proposition #2 Student Loan Debt: ,,,Under Votes,4,1,3
Gaines,2,Proposition #2 Student Loan Debt: ,,,No,1,0,1
Gaines,2,Proposition #3 Right to Healthcare: ,,,Yes,23,11,12
Gaines,2,Proposition #3 Right to Healthcare: ,,,Over Votes,0,0,0
Gaines,2,Proposition #3 Right to Healthcare: ,,,Under Votes,2,1,1
