county,precinct,office,district,party,candidate,votes,election_day,early_voting
Burleson,0113,Registered Voters - Total,,,,660,,
Burleson,0113,U.S. Senate,,DEM,Beto O'Rourke,7,3,4
Burleson,0113,U.S. Senate,,DEM,Edward Kimbrough,7,1,6
Burleson,0113,U.S. Senate,,DEM,Sema Hernandez,2,0,2
Burleson,0113,U.S. House,17,DEM,Dale Mantey,5,2,3
Burleson,0113,U.S. House,17,DEM,Rick Kennedy,11,2,9
Burleson,0113,Governor,,DEM,Grady Yarbrough,3,0,3
Burleson,0113,Governor,,DEM,Jeffrey Payne,3,1,2
Burleson,0113,Governor,,DEM,Adrian Ocegueda,1,0,1
Burleson,0113,Governor,,DEM,Andrew White,6,3,3
Burleson,0113,Governor,,DEM,"Cedric Davis, Sr.",1,0,1
Burleson,0113,Governor,,DEM,Lupe Valdez,0,0,0
Burleson,0113,Governor,,DEM,Tom Wakely,1,0,1
Burleson,0113,Governor,,DEM,Joe Mumbach,0,0,0
Burleson,0113,Governor,,DEM,James Jolly Clark,1,0,1
Burleson,0113,Lieutenant Governor,,DEM,Mike Collier,10,3,7
Burleson,0113,Lieutenant Governor,,DEM,Michael Cooper,6,1,5
Burleson,0113,Attorney General,,DEM,Justin Nelson,16,4,12
Burleson,0113,Comptroller of Public Accounts,,DEM,Tim Mahoney,13,3,10
Burleson,0113,Comptroller of Public Accounts,,DEM,Joi Chevalier,3,1,2
Burleson,0113,Commissioner of the General Land Office,,DEM,Miguel Suazo,2,1,1
Burleson,0113,Commissioner of the General Land Office,,DEM,Tex Morgan,13,3,10
Burleson,0113,Commissioner of Agriculture,,DEM,Kim Olson,15,4,11
Burleson,0113,Railroad Commissioner,,DEM,Chris Spellmon,12,2,10
Burleson,0113,Railroad Commissioner,,DEM,Roman McAllen,4,2,2
Burleson,0113,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,16,4,12
Burleson,0113,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,16,4,12
Burleson,0113,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,16,4,12
Burleson,0113,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,16,4,12
Burleson,0113,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,16,4,12
Burleson,0113,State Representative,13,DEM,"Cecil Ray Webster, Sr.",15,4,11
