county,precinct,office,district,party,candidate,votes,early_votes,election_day
Burnet,1,President,,DEM,John K. Delaney,0,0,0
Burnet,1,President,,DEM,Elizabeth Warren,6,2,4
Burnet,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Burnet,1,President,,DEM,Cory Booker,0,0,0
Burnet,1,President,,DEM,Amy Klobuchar,3,3,0
Burnet,1,President,,DEM,Julian Castro,0,0,0
Burnet,1,President,,DEM,Tom Steyer,1,1,0
Burnet,1,President,,DEM,Michael R. Bloomberg,10,5,5
Burnet,1,President,,DEM,Michael Bennet,0,0,0
Burnet,1,President,,DEM,Andrew Yang,0,0,0
Burnet,1,President,,DEM,Marianne Williamson,0,0,0
Burnet,1,President,,DEM,Pete Buttigieg,3,3,0
Burnet,1,President,,DEM,Tulsi Gabbard,1,1,0
Burnet,1,President,,DEM,Joseph R. Biden,46,18,28
Burnet,1,President,,DEM,Deval Patrick,0,0,0
Burnet,1,President,,DEM,Bernie Sanders,16,10,6
Burnet,1,President,,DEM,Robby Wells,0,0,0
Burnet,1,United States Senator,,DEM,Over Votes,0,0,0
Burnet,1,United States Senator,,DEM,Under Votes,6,2,4
Burnet,1,United States Senator,,DEM,Chris Bell,6,2,4
Burnet,1,United States Senator,,DEM,"Mary ""MJ"" Hegar",49,24,25
Burnet,1,United States Senator,,DEM,"Annie ""Mama"" Garcia",5,2,3
Burnet,1,United States Senator,,DEM,Jack Daniel Foster Jr,2,2,0
Burnet,1,United States Senator,,DEM,Victor Hugo Harris,0,0,0
Burnet,1,United States Senator,,DEM,Amanda K. Edwards,3,0,3
Burnet,1,United States Senator,,DEM,Adrian Ocegueda,1,1,0
Burnet,1,United States Senator,,DEM,Cristina Tzintzun Ramirez,6,5,1
Burnet,1,United States Senator,,DEM,Michael Cooper,2,1,1
Burnet,1,United States Senator,,DEM,D. R. Hunter,1,0,1
Burnet,1,United States Senator,,DEM,Sema Hernandez,2,2,0
Burnet,1,United States Senator,,DEM,Royce West,3,2,1
Burnet,1,United States Representative,25,DEM,Julie Oliver,47,25,22
Burnet,1,United States Representative,25,DEM,Heidi Sloan,20,8,12
Burnet,1,Railroad Commissioner,,DEM,Over Votes,0,0,0
Burnet,1,Railroad Commissioner,,DEM,Under Votes,20,10,10
Burnet,1,Railroad Commissioner,,DEM,Kelly Stone,20,9,11
Burnet,1,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",15,10,5
Burnet,1,Railroad Commissioner,,DEM,Chrysta Castañeda,14,10,4
Burnet,1,Railroad Commissioner,,DEM,Mark Watson,17,4,13
Burnet,1,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0
Burnet,1,"Chief Justice, Supreme Court",,DEM,Under Votes,21,11,10
Burnet,1,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,21,8,13
Burnet,1,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,44,24,20
Burnet,1,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Larry Praeger,20,13,7
Burnet,1,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Kathy Cheng,46,20,26
Burnet,1,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0
Burnet,1,"Justice, Supreme Court, Place 7",,DEM,Under Votes,20,9,11
Burnet,1,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,32,16,16
Burnet,1,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,34,18,16
