county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Upton,"Precinct 1, Voting Box 1",BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,251,6,166,79,0
Upton,"Precinct 2, Voting Box 2",BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,85,2,39,44,0
Upton,"Precinct 3, Voting Box 3",BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,109,6,62,41,0
Upton,"Precinct 4, Voting Box 4",BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,165,6,85,74,0
Upton,"Precinct 1, Voting Box 5",BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,51,1,4,46,0
Upton,"Precinct 2, Voting Box 6",BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,77,5,42,30,0
Upton,"Precinct 1, Voting Box 1",BALLOTS CAST - Republican Party,,REP,BALLOTS CAST - Republican Party,233,5,155,73,0
Upton,"Precinct 2, Voting Box 2",BALLOTS CAST - Republican Party,,REP,BALLOTS CAST - Republican Party,77,0,38,39,0
Upton,"Precinct 3, Voting Box 3",BALLOTS CAST - Republican Party,,REP,BALLOTS CAST - Republican Party,82,2,54,26,0
Upton,"Precinct 4, Voting Box 4",BALLOTS CAST - Republican Party,,REP,BALLOTS CAST - Republican Party,139,2,72,65,0
Upton,"Precinct 1, Voting Box 5",BALLOTS CAST - Republican Party,,REP,BALLOTS CAST - Republican Party,44,1,4,39,0
Upton,"Precinct 2, Voting Box 6",BALLOTS CAST - Republican Party,,REP,BALLOTS CAST - Republican Party,67,4,40,23,0
Upton,"Precinct 1, Voting Box 1",BALLOTS CAST - Democratic Party,,DEM,BALLOTS CAST - Democratic Party,18,1,11,6,0
Upton,"Precinct 2, Voting Box 2",BALLOTS CAST - Democratic Party,,DEM,BALLOTS CAST - Democratic Party,8,2,1,5,0
Upton,"Precinct 3, Voting Box 3",BALLOTS CAST - Democratic Party,,DEM,BALLOTS CAST - Democratic Party,27,4,8,15,0
Upton,"Precinct 4, Voting Box 4",BALLOTS CAST - Democratic Party,,DEM,BALLOTS CAST - Democratic Party,26,4,13,9,0
Upton,"Precinct 1, Voting Box 5",BALLOTS CAST - Democratic Party,,DEM,BALLOTS CAST - Democratic Party,7,0,0,7,0
Upton,"Precinct 2, Voting Box 6",BALLOTS CAST - Democratic Party,,DEM,BALLOTS CAST - Democratic Party,10,1,2,7,0
Upton,"Precinct 1, Voting Box 1",President,,REP,Roque Rocky DeLa Fuente Guerra,5,0,2,3,0
Upton,"Precinct 2, Voting Box 2",President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Upton,"Precinct 3, Voting Box 3",President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Upton,"Precinct 4, Voting Box 4",President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,0,1,0
Upton,"Precinct 1, Voting Box 5",President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0,0
Upton,"Precinct 2, Voting Box 6",President,,REP,Roque Rocky DeLa Fuente Guerra,1,0,0,1,0
Upton,"Precinct 1, Voting Box 1",President,,REP,Donald J. Trump,212,5,142,65,0
Upton,"Precinct 2, Voting Box 2",President,,REP,Donald J. Trump,70,0,35,35,0
Upton,"Precinct 3, Voting Box 3",President,,REP,Donald J. Trump,77,2,49,26,0
Upton,"Precinct 4, Voting Box 4",President,,REP,Donald J. Trump,135,2,71,62,0
Upton,"Precinct 1, Voting Box 5",President,,REP,Donald J. Trump,44,1,4,39,0
Upton,"Precinct 2, Voting Box 6",President,,REP,Donald J. Trump,59,3,35,21,0
Upton,"Precinct 1, Voting Box 1",President,,REP,Joe Walsh,1,0,1,0,0
Upton,"Precinct 2, Voting Box 2",President,,REP,Joe Walsh,0,0,0,0,0
Upton,"Precinct 3, Voting Box 3",President,,REP,Joe Walsh,1,0,1,0,0
Upton,"Precinct 4, Voting Box 4",President,,REP,Joe Walsh,0,0,0,0,0
Upton,"Precinct 1, Voting Box 5",President,,REP,Joe Walsh,0,0,0,0,0
Upton,"Precinct 2, Voting Box 6",President,,REP,Joe Walsh,0,0,0,0,0
Upton,"Precinct 1, Voting Box 1",President,,REP,Bill Weld,1,0,0,1,0
Upton,"Precinct 2, Voting Box 2",President,,REP,Bill Weld,2,0,0,2,0
Upton,"Precinct 3, Voting Box 3",President,,REP,Bill Weld,1,0,1,0,0
Upton,"Precinct 4, Voting Box 4",President,,REP,Bill Weld,0,0,0,0,0
Upton,"Precinct 1, Voting Box 5",President,,REP,Bill Weld,0,0,0,0,0
Upton,"Precinct 2, Voting Box 6",President,,REP,Bill Weld,0,0,0,0,0
Upton,"Precinct 1, Voting Box 1",President,,REP,Matthew John Matern,1,0,1,0,0
Upton,"Precinct 2, Voting Box 2",President,,REP,Matthew John Matern,2,0,2,0,0
Upton,"Precinct 3, Voting Box 3",President,,REP,Matthew John Matern,0,0,0,0,0
Upton,"Precinct 4, Voting Box 4",President,,REP,Matthew John Matern,0,0,0,0,0
Upton,"Precinct 1, Voting Box 5",President,,REP,Matthew John Matern,0,0,0,0,0
Upton,"Precinct 2, Voting Box 6",President,,REP,Matthew John Matern,0,0,0,0,0
Upton,"Precinct 1, Voting Box 1",President,,REP,Bob Ely,0,0,0,0,0
Upton,"Precinct 2, Voting Box 2",President,,REP,Bob Ely,0,0,0,0,0
Upton,"Precinct 3, Voting Box 3",President,,REP,Bob Ely,0,0,0,0,0
Upton,"Precinct 4, Voting Box 4",President,,REP,Bob Ely,0,0,0,0,0
Upton,"Precinct 1, Voting Box 5",President,,REP,Bob Ely,0,0,0,0,0
Upton,"Precinct 2, Voting Box 6",President,,REP,Bob Ely,0,0,0,0,0
Upton,"Precinct 1, Voting Box 1",President,,REP,Zoltan G. Istvan,0,0,0,0,0
Upton,"Precinct 2, Voting Box 2",President,,REP,Zoltan G. Istvan,0,0,0,0,0
Upton,"Precinct 3, Voting Box 3",President,,REP,Zoltan G. Istvan,0,0,0,0,0
Upton,"Precinct 4, Voting Box 4",President,,REP,Zoltan G. Istvan,0,0,0,0,0
Upton,"Precinct 1, Voting Box 5",President,,REP,Zoltan G. Istvan,0,0,0,0,0
Upton,"Precinct 2, Voting Box 6",President,,REP,Zoltan G. Istvan,1,1,0,0,0
Upton,"Precinct 1, Voting Box 1",President,,REP,Uncommitted,10,0,6,4,0
Upton,"Precinct 2, Voting Box 2",President,,REP,Uncommitted,2,0,0,2,0
Upton,"Precinct 3, Voting Box 3",President,,REP,Uncommitted,2,0,2,0,0
Upton,"Precinct 4, Voting Box 4",President,,REP,Uncommitted,2,0,0,2,0
Upton,"Precinct 1, Voting Box 5",President,,REP,Uncommitted,0,0,0,0,0
Upton,"Precinct 2, Voting Box 6",President,,REP,Uncommitted,5,0,4,1,0
Upton,"Precinct 1, Voting Box 1",President,,REP,OVER VOTES,0,0,0,0,0
Upton,"Precinct 2, Voting Box 2",President,,REP,OVER VOTES,0,0,0,0,0
Upton,"Precinct 3, Voting Box 3",President,,REP,OVER VOTES,0,0,0,0,0
Upton,"Precinct 4, Voting Box 4",President,,REP,OVER VOTES,0,0,0,0,0
Upton,"Precinct 1, Voting Box 5",President,,REP,OVER VOTES,0,0,0,0,0
Upton,"Precinct 2, Voting Box 6",President,,REP,OVER VOTES,0,0,0,0,0
Upton,"Precinct 1, Voting Box 1",President,,REP,UNDER VOTES,3,0,3,0,0
Upton,"Precinct 2, Voting Box 2",President,,REP,UNDER VOTES,1,0,1,0,0
Upton,"Precinct 3, Voting Box 3",President,,REP,UNDER VOTES,1,0,1,0,0
Upton,"Precinct 4, Voting Box 4",President,,REP,UNDER VOTES,1,0,1,0,0
Upton,"Precinct 1, Voting Box 5",President,,REP,UNDER VOTES,0,0,0,0,0
Upton,"Precinct 2, Voting Box 6",President,,REP,UNDER VOTES,1,0,1,0,0
Upton,"Precinct 1, Voting Box 1",US Senator,,REP,John Cornyn,140,4,94,42,0
Upton,"Precinct 2, Voting Box 2",US Senator,,REP,John Cornyn,44,0,20,24,0
Upton,"Precinct 3, Voting Box 3",US Senator,,REP,John Cornyn,57,2,39,16,0
Upton,"Precinct 4, Voting Box 4",US Senator,,REP,John Cornyn,91,2,47,42,0
Upton,"Precinct 1, Voting Box 5",US Senator,,REP,John Cornyn,22,0,2,20,0
Upton,"Precinct 2, Voting Box 6",US Senator,,REP,John Cornyn,50,4,31,15,0
Upton,"Precinct 1, Voting Box 1",US Senator,,REP,John Anthony Castro,28,0,17,11,0
