county,precinct,office,district,candidate,party,votes,early_voting,election_day
Ector,101,President,,John K. Delaney,DEM,3,2,1
Ector,101,President,,Michael Bennet,DEM,2,1,1
Ector,101,President,,Tom Steyer,DEM,0,0,0
Ector,101,President,,Elizabeth Warren,DEM,16,4,12
Ector,101,President,,Marianne Williamson,DEM,1,0,1
Ector,101,President,,Amy Klobuchar,DEM,0,0,0
Ector,101,President,,Deval Patrick,DEM,0,0,0
Ector,101,President,,Joseph R. Biden,DEM,41,14,27
Ector,101,President,,Pete Buttigieg,DEM,2,2,0
Ector,101,President,,Robby Wells,DEM,0,0,0
Ector,101,President,,"Roque ""Rocky"" De La Fuente",DEM,1,0,1
Ector,101,President,,Michael R. Bloomberg,DEM,35,20,15
Ector,101,President,,Julián Castro,DEM,6,2,4
Ector,101,President,,Tulsi Gabbard,DEM,2,2,0
Ector,101,President,,Andrew Yang,DEM,1,0,1
Ector,101,President,,Bernie Sanders,DEM,56,22,34
Ector,101,President,,Cory Booker,DEM,0,0,0
Ector,101,U.S. Senate,,Jack Daniel Foster Jr,DEM,9,5,4
Ector,101,U.S. Senate,,Victor Hugo Harris,DEM,13,3,10
Ector,101,U.S. Senate,,Chris Bell,DEM,6,3,3
Ector,101,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,35,12,23
Ector,101,U.S. Senate,,D. R. Hunter,DEM,2,1,1
Ector,101,U.S. Senate,,Adrian Ocegueda,DEM,6,1,5
Ector,101,U.S. Senate,,Royce West,DEM,6,6,0
Ector,101,U.S. Senate,,Michael Cooper,DEM,11,6,5
Ector,101,U.S. Senate,,Amanda K. Edwards,DEM,11,4,7
Ector,101,U.S. Senate,,Sema Hernandez,DEM,22,12,10
Ector,101,U.S. Senate,,"Annie ""Mamá"" Garcia",DEM,29,11,18
Ector,101,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,6,2,4
Ector,101,U.S. House,11,Jon Mark Hogg,DEM,124,51,73
Ector,101,Railroad Commissioner,,Chrysta Castañeda,DEM,60,25,35
Ector,101,Railroad Commissioner,,Mark Watson,DEM,23,12,11
Ector,101,Railroad Commissioner,,Kelly Stone,DEM,19,8,11
Ector,101,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,53,21,32
Ector,101,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,120,52,68
Ector,101,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,30,12,18
Ector,101,"Justice, Supreme Court,  Place 6, Unexpired Term",,Kathy Cheng,DEM,114,48,66
Ector,101,"Justice, Supreme Court,  Place 6, Unexpired Term",,Larry Praeger,DEM,36,17,19
Ector,101,"Justice, Supreme Court,  Place 7",,Staci Williams,DEM,105,46,59
Ector,101,"Justice, Supreme Court,  Place 7",,Brandy Voss,DEM,43,18,25
Ector,101,"Justice, Supreme Court,  Place 8",,Gisela D. Triana,DEM,123,50,73
Ector,101,"Justice, Supreme Court,  Place 8",,Peter Kelly,DEM,29,16,13
Ector,101,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,94,38,56
Ector,101,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,42,21,21
Ector,101,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,9,4,5
Ector,101,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,46,18,28
Ector,101,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,99,45,54
Ector,101,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,137,59,78
Ector,101,"Member, State Board of Education",1,Georgina Perez,DEM,147,61,86
Ector,101,County Chairman,,Hannah Horick,DEM,137,61,76
Ector,101,Proposition #1,,Yes,DEM,149,64,85
Ector,101,Proposition #1,,No,DEM,7,3,4
Ector,101,Proposition #2,,Yes,DEM,144,61,83
Ector,101,Proposition #2,,No,DEM,10,4,6
Ector,101,Proposition #3,,Yes,DEM,152,66,86
Ector,101,Proposition #3,,No,DEM,4,1,3
Ector,101,Proposition #4,,Yes,DEM,147,63,84
Ector,101,Proposition #4,,No,DEM,9,4,5
Ector,101,Proposition #5,,Yes,DEM,151,67,84
Ector,101,Proposition #5,,No,DEM,4,0,4
Ector,101,Proposition #6,,Yes,DEM,149,65,84
Ector,101,Proposition #6,,No,DEM,5,1,4
Ector,101,Proposition #7,,Yes,DEM,147,64,83
Ector,101,Proposition #7,,No,DEM,7,2,5
Ector,101,Proposition #8,,Yes,DEM,145,62,83
Ector,101,Proposition #8,,No,DEM,8,3,5
Ector,101,Proposition #9,,Yes,DEM,144,62,82
Ector,101,Proposition #9,,No,DEM,9,2,7
Ector,101,Proposition #10,,Yes,DEM,148,64,84
Ector,101,Proposition #10,,No,DEM,7,1,6
Ector,101,Proposition #11,,Yes,DEM,137,54,83
Ector,101,Proposition #11,,No,DEM,14,7,7
Ector,102,President,,John K. Delaney,DEM,2,2,0
Ector,102,President,,Michael Bennet,DEM,1,0,1
Ector,102,President,,Tom Steyer,DEM,0,0,0
Ector,102,President,,Elizabeth Warren,DEM,14,6,8
Ector,102,President,,Marianne Williamson,DEM,0,0,0
Ector,102,President,,Amy Klobuchar,DEM,3,2,1
Ector,102,President,,Deval Patrick,DEM,0,0,0
Ector,102,President,,Joseph R. Biden,DEM,36,12,24
Ector,102,President,,Pete Buttigieg,DEM,1,1,0
Ector,102,President,,Robby Wells,DEM,0,0,0
Ector,102,President,,"Roque ""Rocky"" De La Fuente",DEM,2,1,1
Ector,102,President,,Michael R. Bloomberg,DEM,21,10,11
Ector,102,President,,Julián Castro,DEM,2,2,0
Ector,102,President,,Tulsi Gabbard,DEM,0,0,0
Ector,102,President,,Andrew Yang,DEM,0,0,0
Ector,102,President,,Bernie Sanders,DEM,38,6,32
Ector,102,President,,Cory Booker,DEM,1,1,0
Ector,102,U.S. Senate,,Jack Daniel Foster Jr,DEM,4,1,3
Ector,102,U.S. Senate,,Victor Hugo Harris,DEM,9,2,7
Ector,102,U.S. Senate,,Chris Bell,DEM,6,2,4
Ector,102,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,22,8,14
