county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Travis,101,President,,REP,Zoltan G. Istvan,0,0,0,0
Travis,101,President,,REP,Joe Walsh,1,1,0,0
Travis,101,President,,REP,Matthew John Matern,0,0,0,0
Travis,101,President,,REP,Bob Ely,1,0,1,0
Travis,101,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,1,1,0
Travis,101,President,,REP,Bill Weld,4,0,4,0
Travis,101,President,,REP,Donald J. Trump,141,40,99,2
Travis,101,President,,REP,Uncommitted,13,3,10,0
Travis,101,U.S. Senate,,REP,Dwayne Stovall,19,5,14,0
Travis,101,U.S. Senate,,REP,John Cornyn,111,34,75,2
Travis,101,U.S. Senate,,REP,Mark Yancey,16,4,12,0
Travis,101,U.S. Senate,,REP,Virgil Bierschwale,1,0,1,0
Travis,101,U.S. Senate,,REP,John Anthony Castro,8,2,6,0
Travis,101,U.S. House,35,REP,Jenny Garcia Sharon,63,15,48,0
Travis,101,U.S. House,35,REP,"""Guillermo"" William Hayward",35,7,28,0
Travis,101,U.S. House,35,REP,Nick Moutos,43,17,24,2
Travis,101,Railroad Commissioner,,REP,Ryan Sitton,72,18,52,2
Travis,101,Railroad Commissioner,,REP,"James ""Jim"" Wright",73,19,54,0
Travis,101,Chief Justice Supreme Court,,REP,Nathan Hecht,138,38,98,2
Travis,101,"Justice Supreme Court, Place 6, Unexpired Term",,REP,Jane Bland,136,37,97,2
Travis,101,"Justice Supreme Court, Place 7",,REP,Jeff Boyd,136,37,97,2
Travis,101,"Justice Supreme Court, Place 8",,REP,Brett Busby,134,37,95,2
Travis,101,"Judge Court of Criminal Appeals, Place 3",,REP,Bert Richardson,68,19,49,0
Travis,101,"Judge Court of Criminal Appeals, Place 3",,REP,Gina Parker,70,17,51,2
Travis,101,"Judge Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,133,36,95,2
Travis,101,"Judge Court of Criminal Appeals, Place 9",,REP,David Newell,131,36,93,2
Travis,101,"Member State Board of Education, District 5",,REP,Inga Cotton,40,6,32,2
Travis,101,"Member State Board of Education, District 5",,REP,Lani Popp,39,12,27,0
Travis,101,"Member State Board of Education, District 5",,REP,Robert Morrow,60,19,41,0
