county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Delta,1,Ballots Cast,,,,,,,612
Delta,1,President,,Donald J. Trump,REP,30,373,124,527
Delta,1,President,,Joseph R. Biden,DEM,11,51,14,76
Delta,1,President,,Jo Jorgensen,LBT,0,3,2,5
Delta,1,President,,Howie Hawkins,GRE,0,1,0,1
Delta,1,President,,Over Votes,,0,0,0,0
Delta,1,President,,Under Votes,,0,2,1,3
Delta,1,U.S. Senate,,John Cornyn,REP,31,360,120,511
Delta,1,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,10,50,12,72
Delta,1,U.S. Senate,,Kerry Douglas McKennon,LBT,0,2,3,5
Delta,1,U.S. Senate,,David B. Collins,,0,2,1,3
Delta,1,U.S. Senate,,Over Votes,,0,0,0,0
Delta,1,U.S. Senate,,Under Votes,,0,16,5,21
Delta,1,U.S. House,4,Pat Fallon,REP,31,355,117,503
Delta,1,U.S. House,4,Russell Foster,DEM,9,45,13,67
Delta,1,U.S. House,4,Lou Antonelli,LBT,0,3,4,7
Delta,1,U.S. House,4,Over Votes,,0,0,0,0
Delta,1,U.S. House,4,Under Votes,,1,27,7,35
Delta,1,Railroad Commissioner,,"James ""Jim"" Wright",REP,32,349,117,498
Delta,1,Railroad Commissioner,,Chrysta Castaneda,DEM,8,47,13,68
Delta,1,Railroad Commissioner,,Matt Sterett,LBT,0,7,5,12
Delta,1,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRE,1,1,1,3
Delta,1,Railroad Commissioner,,Over Votes,,0,0,0,0
Delta,1,Railroad Commissioner,,Under Votes,,0,26,5,31
Delta,1,State Representative,62,Reggie Smith,REP,30,361,119,510
Delta,1,State Representative,62,Gary D. Thomas,DEM,8,43,16,67
Delta,1,State Representative,62,Over Votes,,0,0,0,0
Delta,1,State Representative,62,Under Votes,,3,26,6,35
Delta,3,Ballots Cast,,,,,,,314
Delta,3,President,,Donald J. Trump,REP,16,154,58,228
Delta,3,President,,Joseph R. Biden,DEM,16,49,16,81
Delta,3,President,,Jo Jorgensen,LBT,0,1,1,2
Delta,3,President,,Howie Hawkins,GRE,0,1,1,2
Delta,3,President,,Over Votes,,0,0,0,0
Delta,3,President,,Under Votes,,0,0,1,1
Delta,3,U.S. Senate,,John Cornyn,REP,18,152,57,227
