county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Runnels,1,President,,REP,Donald J Trump,60,598,110,768
Runnels,1,President,,DEM,Joseph R Biden,24,83,22,129
Runnels,1,President,,LIB,Jo Jorgensen,0,5,2,7
Runnels,1,President,,GRN,Howie Hawkins,0,2,1,3
Runnels,1,President,,,Undervotes,0,1,1,2
Runnels,1,President,,,Overvotes,0,0,0,0
Runnels,1,U.S. Senate,,REP,John Cornyn,59,583,102,744
Runnels,1,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",21,74,25,120
Runnels,1,U.S. Senate,,LIB,Kerry Douglas McKennon,2,12,3,17
Runnels,1,U.S. Senate,,GRN,David B. Collins,0,2,1,3
Runnels,1,U.S. Senate,,,Undervotes,2,18,5,25
Runnels,1,U.S. Senate,,,Overvotes,0,0,0,0
Runnels,1,U.S. House,11,REP,August Pfluger,64,583,106,753
Runnels,1,U.S. House,11,DEM,Jon Mark Hogg,19,76,22,117
Runnels,1,U.S. House,11,LIB,Wacey Alpha Cody,1,11,2,14
Runnels,1,U.S. House,11,,Undervotes,0,19,6,25
Runnels,1,U.S. House,11,,Overvotes,0,0,0,0
Runnels,1,Railroad Commissioner,,REP,"James ""Jim""Wright",61,581,103,745
Runnels,1,Railroad Commissioner,,DEM,Chrysta Castaneda,20,69,23,112
Runnels,1,Railroad Commissioner,,LIB,Matt Sterett,2,8,3,13
Runnels,1,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,3,2,5
Runnels,1,Railroad Commissioner,,,Undervotes,1,28,5,34
Runnels,1,Railroad Commissioner,,,Overvotes,0,0,0,0
Runnels,1,State Senate,28,REP,Charles Perry,70,610,118,798
Runnels,1,State Senate,28,,Undervotes,14,79,18,111
Runnels,1,State Senate,28,,Overvotes,0,0,0,0
Runnels,1,State Representative,72,REP,Drew Darby,66,612,119,797
Runnels,1,State Representative,72,,Undervotes,18,77,17,112
Runnels,1,State Representative,72,,Overvotes,0,0,0,0
Runnels,2,President,,REP,Donald J Trump,2,44,12,58
Runnels,2,President,,DEM,Joseph R Biden,3,18,4,25
Runnels,2,President,,LIB,Jo Jorgensen,0,1,0,1
Runnels,2,President,,GRN,Howie Hawkins,0,0,0,0
Runnels,2,President,,,Undervotes,0,0,0,0
Runnels,2,President,,,Overvotes,0,0,0,0
Runnels,2,U.S. Senate,,REP,John Cornyn,3,45,11,59
Runnels,2,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",2,15,5,22
Runnels,2,U.S. Senate,,LIB,Kerry Douglas McKennon,0,2,0,2
Runnels,2,U.S. Senate,,GRN,David B. Collins,0,1,0,1
Runnels,2,U.S. Senate,,,Undervotes,0,0,0,0
Runnels,2,U.S. Senate,,,Overvotes,0,0,0,0
Runnels,2,U.S. House,11,REP,August Pfluger,2,47,11,60
Runnels,2,U.S. House,11,DEM,Jon Mark Hogg,3,13,5,21
Runnels,2,U.S. House,11,LIB,Wacey Alpha Cody,0,2,0,2
Runnels,2,U.S. House,11,,Undervotes,0,1,0,1
Runnels,2,U.S. House,11,,Overvotes,0,0,0,0
Runnels,2,Railroad Commissioner,,REP,"James ""Jim""Wright",3,43,11,57
Runnels,2,Railroad Commissioner,,DEM,Chrysta Castaneda,2,17,5,24
Runnels,2,Railroad Commissioner,,LIB,Matt Sterett,0,1,0,1
Runnels,2,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Runnels,2,Railroad Commissioner,,,Undervotes,0,2,0,2
Runnels,2,Railroad Commissioner,,,Overvotes,0,0,0,0
Runnels,2,State Senate,28,REP,Charles Perry,5,52,13,70
Runnels,2,State Senate,28,,Undervotes,0,11,3,14
Runnels,2,State Senate,28,,Overvotes,0,0,0,0
Runnels,2,State Representative,72,REP,Drew Darby,5,50,13,68
Runnels,2,State Representative,72,,Undervotes,0,13,3,16
Runnels,2,State Representative,72,,Overvotes,0,0,0,0
Runnels,3,President,,REP,Donald J Trump,154,403,249,806
Runnels,3,President,,DEM,Joseph R Biden,37,56,24,117
Runnels,3,President,,LIB,Jo Jorgensen,0,5,1,6
Runnels,3,President,,GRN,Howie Hawkins,2,2,1,5
Runnels,3,President,,,Undervotes,3,1,0,4
Runnels,3,President,,,Overvotes,3,0,0,3
Runnels,3,U.S. Senate,,REP,John Cornyn,153,400,240,793
Runnels,3,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",34,49,24,107
Runnels,3,U.S. Senate,,LIB,Kerry Douglas McKennon,3,7,4,14
Runnels,3,U.S. Senate,,GRN,David B. Collins,1,3,2,6
Runnels,3,U.S. Senate,,,Undervotes,5,8,5,18
Runnels,3,U.S. Senate,,,Overvotes,3,0,0,3
Runnels,3,U.S. House,11,REP,August Pfluger,158,396,240,794
Runnels,3,U.S. House,11,DEM,Jon Mark Hogg,33,53,23,109
Runnels,3,U.S. House,11,LIB,Wacey Alpha Cody,0,9,3,12
Runnels,3,U.S. House,11,,Undervotes,6,9,9,24
Runnels,3,U.S. House,11,,Overvotes,2,0,0,2
Runnels,3,Railroad Commissioner,,REP,"James ""Jim""Wright",155,397,236,788
Runnels,3,Railroad Commissioner,,DEM,Chrysta Castaneda,34,53,23,110
Runnels,3,Railroad Commissioner,,LIB,Matt Sterett,1,6,6,13
