county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Bee,,Registered Voters,,,,96,,,
Bee,,President,,REP,Donald J. Trump Michael R. Pence,63,59,1,3
Bee,,President,,DEM,Joseph R. Biden Kamala D. Harris,15,9,0,6
Bee,,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,0,0,0
Bee,,President,,GRN,Howie Hawkins Angela Walker,0,0,0,0
Bee,,President,,"",Abram Loeb/Jennifer Jairala,0,0,0,0
Bee,,President,,"",Brian Carroll/Amar Patel,0,0,0,0
Bee,,President,,"",Gloria La Riva/Leonard Peltier,0,0,0,0
Bee,,President,,"",Jesse Cuellar/Jimmy Monreal,0,0,0,0
Bee,,President,,"",Kasey Wells/Rachel Wells,0,0,0,0
Bee,,President,,"",President R. Boddie/Eric C. Stoneham,0,0,0,0
Bee,,President,,"",Robert Morrow/Anne Beckett,0,0,0,0
Bee,,President,,"",Todd Cella/Tim Cella,0,0,0,0
Bee,,President,,"",Tom Hoefling/Andy Prior,0,0,0,0
Bee,,President,,"",Rejected write-ins,0,0,0,0
Bee,,President,,"",Unassigned write-ins,0,0,0,0
Bee,,U.S. Senate,,REP,John Cornyn,63,59,1,3
Bee,,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",14,8,0,6
Bee,,U.S. Senate,,LIB,Kerry Douglas McKennon,1,1,0,0
Bee,,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Bee,,U.S. Senate,,"",Ricardo Turullois-Bonilla,0,0,0,0
Bee,,U.S. Senate,,"",Rejected write-ins,0,0,0,0
Bee,,U.S. Senate,,"",Unassigned write-ins,0,0,0,0
Bee,,U.S. House,34,REP,Rey Gonzalez,61,57,1,3
Bee,,U.S. House,34,DEM,Filemon B. Vela,16,10,0,6
Bee,,U.S. House,34,LIB,Anthony Cristo,0,0,0,0
Bee,,U.S. House,34,IND,Chris B. Royal,0,0,0,0
Bee,,Railroad Commissioner,,REP,"James ""Jim"" Wright",64,60,1,3
Bee,,Railroad Commissioner,,DEM,Chrysta Castaeda,13,7,0,6
Bee,,Railroad Commissioner,,LIB,Matt Sterett,1,1,0,0
Bee,,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",0,0,0,0
Bee,,"Chief Justice, Supreme Court",,REP,Nathan Hecht,62,58,1,3
Bee,,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,15,9,0,6
Bee,,"Chief Justice, Supreme Court",,LIB,Mark Ash,1,1,0,0
Bee,,"Justice, Supreme Court, Place No. 6 Unexpired Term",,REP,Jane Bland,60,56,1,3
Bee,,"Justice, Supreme Court, Place No. 6 Unexpired Term",,DEM,Kathy Cheng,15,9,0,6
Bee,,"Justice, Supreme Court, Place No. 7",,REP,Jeff Boyd,62,58,1,3
Bee,,"Justice, Supreme Court, Place No. 7",,DEM,Staci Williams,14,8,0,6
Bee,,"Justice, Supreme Court, Place No. 7",,LIB,William Bryan Strange III,0,0,0,0
Bee,,"Justice, Supreme Court, Place No. 8",,REP,Brett Busby,60,56,1,3
Bee,,"Justice, Supreme Court, Place No. 8",,DEM,Gisela D. Triana,15,9,0,6
Bee,,"Justice, Supreme Court, Place No. 8",,LIB,Tom Oxford,1,1,0,0
Bee,,"Judge, Court of Criminal Appeals, Place No. 3",,REP,Bert Richardson,60,57,0,3
Bee,,"Judge, Court of Criminal Appeals, Place No. 3",,DEM,Elizabeth Davis Frizell,14,8,0,6
Bee,,"Judge, Court of Criminal Appeals, Place No. 4",,REP,Kevin Patrick Yeary,59,56,0,3
Bee,,"Judge, Court of Criminal Appeals, Place No. 4",,DEM,Tina Clinton,16,10,0,6
Bee,,"Judge, Court of Criminal Appeals, Place No. 9",,REP,David Newell,60,57,0,3
Bee,,"Judge, Court of Criminal Appeals, Place No. 9",,DEM,Brandon Birmingham,15,9,0,6
Bee,,State Senate,21,REP,Frank Pomeroy,56,53,0,3
Bee,,State Senate,21,DEM,Judith Zaffirini,16,10,0,6
Bee,,State Representative,43,REP,J.M. Lozano,61,59,0,2
Bee,,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",,REP,Jaime Tijerina,59,56,0,3
Bee,,"Justice, 13th Court of Appeals District, Place No. 4 Unexpired Term",,DEM,Migdalia Lopez,15,9,0,6
Bee,,"Justice, 13th Court of Appeals District, Place No. 6",,REP,Clarissa Silva,58,55,0,3
Bee,,"Justice, 13th Court of Appeals District, Place No. 6",,DEM,Nereida Lopez-Singleterry,17,11,0,6
