county,precinct,office,district,party,candidate,votes,mail,early_voting,election_day
Midland,PCT 101,Registered Voters,,,,940,,,
Midland,PCT 101,President,,REP,Bob Ely,0,0,0,0
Midland,PCT 101,President,,REP,Matthew John Matern,0,0,0,0
Midland,PCT 101,President,,REP,Roque Rocky DeLa Fuente Guerra,0,0,0,0
Midland,PCT 101,President,,REP,Bill Weld,1,0,0,1
Midland,PCT 101,President,,REP,Zoltan G. Istvan,0,0,0,0
Midland,PCT 101,President,,REP,Donald J. Trump,194,13,97,84
Midland,PCT 101,President,,REP,Joe Walsh,0,0,0,0
Midland,PCT 101,President,,REP,Uncommitted,4,0,2,2
Midland,PCT 101,President,,REP,Total Votes Cast,199,13,99,87
Midland,PCT 101,U.S. Senate,,REP,John Anthony Castro,11,0,5,6
Midland,PCT 101,U.S. Senate,,REP,Mark Yancey,20,0,10,10
Midland,PCT 101,U.S. Senate,,REP,Dwayne Stovall,44,3,19,22
Midland,PCT 101,U.S. Senate,,REP,John Cornyn,122,10,64,48
Midland,PCT 101,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,1
Midland,PCT 101,U.S. Senate,,REP,Total Votes Cast,198,13,98,87
Midland,PCT 101,U.S. House,11,REP,August Pfluger,100,10,62,28
Midland,PCT 101,U.S. House,11,REP,Brandon Batch,42,0,17,25
Midland,PCT 101,U.S. House,11,REP,Robert Tucker,6,0,1,5
Midland,PCT 101,U.S. House,11,REP,J.Ross Lacy,12,0,6,6
Midland,PCT 101,U.S. House,11,REP,Ned Luscombe,6,0,1,5
Midland,PCT 101,U.S. House,11,REP,J.D. Faircloth,4,0,3,1
Midland,PCT 101,U.S. House,11,REP,Jamie Berryhill,14,0,5,9
Midland,PCT 101,U.S. House,11,REP,Wesley W. Virdell,5,1,3,1
Midland,PCT 101,U.S. House,11,REP,Gene Barber,2,0,0,2
Midland,PCT 101,U.S. House,11,REP,Casey Gray,6,0,1,5
Midland,PCT 101,U.S. House,11,REP,Total Votes Cast,197,11,99,87
Midland,PCT 101,Railroad Commissioner,,REP,"James ""Jim"" Wright",136,6,65,65
Midland,PCT 101,Railroad Commissioner,,REP,Ryan Sitton,55,4,32,19
Midland,PCT 101,Railroad Commissioner,,REP,Total Votes Cast,191,10,97,84
Midland,PCT 101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,190,8,96,86
Midland,PCT 101,"Chief Justice, Supreme Court",,REP,Total Votes Cast,190,8,96,86
Midland,PCT 101,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,188,7,95,86
Midland,PCT 101,"Justice, Supreme Court, Pl 6",,REP,Total Votes Cast,188,7,95,86
Midland,PCT 101,"Justice, Supreme Court, Pl 7",,REP,Jeff Boyd,190,8,96,86
Midland,PCT 101,"Justice, Supreme Court, Pl 7",,REP,Total Votes Cast,190,8,96,86
Midland,PCT 101,"Justice, Supreme Court, Pl 8",,REP,Brett Busby,189,8,95,86
Midland,PCT 101,"Justice, Supreme Court, Pl 8",,REP,Total Votes Cast,189,8,95,86
Midland,PCT 101,"Judge, Ct of Crim App, Pl 3",,REP,Gina Parker,97,3,48,46
Midland,PCT 101,"Judge, Ct of Crim App, Pl 3",,REP,Bert Richardson,91,7,46,38
Midland,PCT 101,"Judge, Ct of Crim App, Pl 3",,REP,Total Votes Cast,188,10,94,84
Midland,PCT 101,"Judge, Ct of Crim App, Pl 4",,REP,Kevin Patrick Yeary,186,8,93,85
Midland,PCT 101,"Judge, Ct of Crim App, Pl 4",,REP,Total Votes Cast,186,8,93,85
Midland,PCT 101,"Judge, Ct of Crim App, Pl 9",,REP,David Newell,187,8,94,85
Midland,PCT 101,"Judge, Ct of Crim App, Pl 9",,REP,Total Votes Cast,187,8,94,85
Midland,PCT 101,"Member, State BoE, Dist 15",,REP,Jay Johnson,189,8,95,86
Midland,PCT 101,"Member, State BoE, Dist 15",,REP,Total Votes Cast,189,8,95,86
Midland,PCT 101,State Representative,82,REP,Tom Craddick,191,9,95,87
Midland,PCT 101,State Representative,82,REP,Total Votes Cast,191,9,95,87
Midland,PCT 101,"Justice, 11th Ct of App Dist, Pl 2",,REP,Frank Hunold,52,2,26,24
Midland,PCT 101,"Justice, 11th Ct of App Dist, Pl 2",,REP,Bruce Williams,133,7,66,60
