county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Liberty,27 BS 3,President and Vice President,,Donald J. Trump Michael R. Pence,REP,0,8,2,10
Liberty,27 BS 3,President and Vice President,,Joseph R. Biden Kamala D. Harris,DEM,0,4,0,4
Liberty,27 BS 3,President and Vice President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Liberty,27 BS 3,President and Vice President,,Howie Hawkins Angela Walker,GRN,0,0,0,0
Liberty,27 BS 3,United States Senator,,John Cornyn,REP,0,8,2,10
Liberty,27 BS 3,United States Senator,,"Mary ""MJ"" Hegar",DEM,0,3,0,3
Liberty,27 BS 3,United States Senator,,Kerry Douglas McKennon,LIB,0,0,0,0
Liberty,27 BS 3,United States Senator,,David B. Collins,GRN,0,1,0,1
Liberty,27 BS 3,"United States Representative, District No. 36",,Brian Babin,REP,0,8,2,10
Liberty,27 BS 3,"United States Representative, District No. 36",,Rashad Lewis,DEM,0,3,0,3
Liberty,27 BS 3,"United States Representative, District No. 36",,Chad Abbey,LIB,0,1,0,1
Liberty,27 BS 3,"United States Representative, District No. 36",,Hal J. Ridley Jr,GRN,0,0,0,0
Liberty,27 BS 3,Railroad Commissioner,,"James ""Jim"" Wright",REP,0,8,2,10
Liberty,27 BS 3,Railroad Commissioner,,Chrysta Castañeda,DEM,0,3,0,3
Liberty,27 BS 3,Railroad Commissioner,,Matt Sterett,LIB,0,1,0,1
Liberty,27 BS 3,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0
Liberty,27 BS 3,"Chief Justice, Supreme Court",,Nathan Hecht,REP,0,8,2,10
Liberty,27 BS 3,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,0,4,0,4
Liberty,27 BS 3,"Chief Justice, Supreme Court",,Mark Ash,LIB,0,0,0,0
Liberty,27 BS 3,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Jane Bland,REP,0,8,2,10
Liberty,27 BS 3,"Justice, Supreme Court, Place No. 6 Unexpired Term",,Kathy Cheng,DEM,0,4,0,4
Liberty,27 BS 3,"Justice, Supreme Court, Place No. 7",,Jeff Boyd,REP,0,8,2,10
Liberty,27 BS 3,"Justice, Supreme Court, Place No. 7",,Staci Williams,DEM,0,4,0,4
Liberty,27 BS 3,"Justice, Supreme Court, Place No. 7",,William Bryan Strange III,LIB,0,0,0,0
Liberty,27 BS 3,"Justice, Supreme Court, Place No. 8",,Brett Busby,REP,0,8,2,10
Liberty,27 BS 3,"Justice, Supreme Court, Place No. 8",,Gisela D. Triana,DEM,0,3,0,3
Liberty,27 BS 3,"Justice, Supreme Court, Place No. 8",,Tom Oxford,LIB,0,1,0,1
Liberty,27 BS 3,"Judge, Court of Criminal Appeals, Place No. 3",,Bert Richardson,REP,0,8,2,10
Liberty,27 BS 3,"Judge, Court of Criminal Appeals, Place No. 3",,Elizabeth Davis Frizell,DEM,0,4,0,4
Liberty,27 BS 3,"Judge, Court of Criminal Appeals, Place No. 4",,Kevin Patrick Yeary,REP,0,7,2,9
Liberty,27 BS 3,"Judge, Court of Criminal Appeals, Place No. 4",,Tina Clinton,DEM,0,4,0,4
Liberty,27 BS 3,"Judge, Court of Criminal Appeals, Place No. 9",,David Newell,REP,0,8,2,10
Liberty,27 BS 3,"Judge, Court of Criminal Appeals, Place No. 9",,Brandon Birmingham,DEM,0,4,0,4
Liberty,27 BS 3,"State Representative, District No. 18",,Ernest Bailes,REP,0,9,2,11
Liberty,27 BS 3,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,0,8,2,10
Liberty,27 BS 3,"Constable, Precinct No. 1",,Tammy Bishop,REP,0,9,2,11
Liberty,27 BS 3,"Constable, Precinct No. 1",,Martin Trahan,DEM,0,3,0,3
Liberty,27 BS 4,President and Vice President,,Donald J. Trump Michael R. Pence,REP,0,47,5,52
Liberty,27 BS 4,President and Vice President,,Joseph R. Biden Kamala D. Harris,DEM,0,0,0,0
Liberty,27 BS 4,President and Vice President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0
Liberty,27 BS 4,President and Vice President,,Howie Hawkins Angela Walker,GRN,0,0,0,0
Liberty,27 BS 4,United States Senator,,John Cornyn,REP,0,46,5,51
Liberty,27 BS 4,United States Senator,,"Mary ""MJ"" Hegar",DEM,0,1,0,1
Liberty,27 BS 4,United States Senator,,Kerry Douglas McKennon,LIB,0,0,0,0
Liberty,27 BS 4,United States Senator,,David B. Collins,GRN,0,0,0,0
Liberty,27 BS 4,"United States Representative, District No. 36",,Brian Babin,REP,0,47,5,52
Liberty,27 BS 4,"United States Representative, District No. 36",,Rashad Lewis,DEM,0,0,0,0
Liberty,27 BS 4,"United States Representative, District No. 36",,Chad Abbey,LIB,0,0,0,0
Liberty,27 BS 4,"United States Representative, District No. 36",,Hal J. Ridley Jr,GRN,0,0,0,0
