county,precinct,office,district,party,candidate,votes,early_votes,election_day
Burleson,113,President,,REP,Donald J. Trump Michael R. Pence,460,,119
Burleson,113,President,,DEM,Joseph R. Biden Kamala D. Harris,55,,6
Burleson,113,President,,LIB,"Jo Jorgensen Jeremy ""Spike"" Cohen",0,,0
Burleson,113,President,,GRN,Howie Hawkins Angela Walker,0,,0
Burleson,113,U.S. Senate,,REP,John Cornyn,451,,115
Burleson,113,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",54,,8
Burleson,113,U.S. Senate,,LIB,Kerry Douglas McKennon,5,,0
Burleson,113,U.S. Senate,,GRN,David B. Collins,1,,1
Burleson,113,U.S. House,17,REP,Pete Sessions,450,,118
Burleson,113,U.S. House,17,DEM,Rick Kennedy,47,,5
Burleson,113,U.S. House,17,LIB,Ted Brown,7,,0
Burleson,113,Railroad Commissioner,,REP,"James ""Jim"" Wright",442,,116
Burleson,113,Railroad Commissioner,,DEM,Chrysta Castañeda,53,,6
Burleson,113,Railroad Commissioner,,LIB,Matt Sterett,5,,0
Burleson,113,Railroad Commissioner,,GRN,"Katija ""Kat"" Gruene",3,,2
Burleson,113,"Chief Justice, Supreme Court",,,Nathan Hecht,443,,115
Burleson,113,"Chief Justice, Supreme Court",,,Amy Clark Meachum,50,,7
Burleson,113,"Chief Justice, Supreme Court",,,Mark Ash,6,,1
Burleson,113,"Justice, Supreme Court, Place No. 6 Unexpired Term",,,Jane Bland,446,,116
Burleson,113,"Justice, Supreme Court, Place No. 6 Unexpired Term",,,Kathy Cheng,49,,6
Burleson,113,"Justice, Supreme Court, Place No. 7",,,Jeff Boyd,436,,116
Burleson,113,"Justice, Supreme Court, Place No. 7",,,Staci Williams,51,,6
Burleson,113,"Justice, Supreme Court, Place No. 7",,,William Bryan Strange III,9,,1
Burleson,113,"Justice, Supreme Court, Place No. 8",,,Brett Busby,443,,117
Burleson,113,"Justice, Supreme Court, Place No. 8",,,Gisela D. Triana,48,,5
Burleson,113,"Justice, Supreme Court, Place No. 8",,,Tom Oxford,6,,1
