county,precinct,office,district,party,candidate,votes,early_voting,election_day
Burleson,113,Registered Voters,,,Registered Voters,664,,
Burleson,113,President,,REP,Joe Walsh,4,2,2
Burleson,113,President,,REP,Donald J. Trump,291,140,151
Burleson,113,President,,REP,Matthew John Matern,0,0,0
Burleson,113,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0
Burleson,113,President,,REP,Bill Weld,0,0,0
Burleson,113,President,,REP,Bob Ely,0,0,0
Burleson,113,President,,REP,Zoltan G. Istvan,0,0,0
Burleson,113,President,,REP,Uncommitted,5,4,1
Burleson,113,U.S. Senate,,REP,John Cornyn,221,109,112
Burleson,113,U.S. Senate,,REP,Virgil Bierschwale,4,2,2
Burleson,113,U.S. Senate,,REP,Mark Yancey,14,7,7
Burleson,113,U.S. Senate,,REP,John Anthony Castro,4,3,1
Burleson,113,U.S. Senate,,REP,Dwayne Stovall,33,16,17
Burleson,113,U.S. House,17,REP,George W. Hindman,55,27,28
Burleson,113,U.S. House,17,REP,Jeff Oppenheim,5,3,2
Burleson,113,U.S. House,17,REP,Todd Kent,22,9,13
Burleson,113,U.S. House,17,REP,Trent Sutton,17,10,7
Burleson,113,U.S. House,17,REP,Laurie Godfrey McReynolds,3,1,2
Burleson,113,U.S. House,17,REP,Elianor Vessali,24,4,20
Burleson,113,U.S. House,17,REP,Renée Swann,100,55,45
Burleson,113,U.S. House,17,REP,Kristen Alamo Rowin,3,2,1
Burleson,113,U.S. House,17,REP,David Saucedo,3,1,2
Burleson,113,U.S. House,17,REP,Ahmad Adnan,0,0,0
Burleson,113,U.S. House,17,REP,Scott Bland,0,0,0
Burleson,113,U.S. House,17,REP,Pete Sessions,43,25,18
Burleson,113,Railroad Commissioner,,REP,"James ""Jim"" Wright",171,79,92
Burleson,113,Railroad Commissioner,,REP,Ryan Sitton,85,43,42
Burleson,113,"Chief Justice, Supreme Court",,REP,Nathan Hecht,241,114,127
Burleson,113,"Justice, Supreme Court, Place 6",,REP,Jane Bland,243,116,127
Burleson,113,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,242,116,126
Burleson,113,"Justice, Supreme Court, Place 8",,REP,Brett Busby,242,114,128
Burleson,113,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,161,76,85
Burleson,113,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,85,41,44
Burleson,113,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,235,113,122
Burleson,113,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,233,109,124
Burleson,113,"Member, State Board of Education, District 10",,REP,Tom Maynard,233,110,123
Burleson,113,State Senate,18,REP,Lois W. Kolkhorst,254,123,131
Burleson,113,State Representative,13,REP,Ben Leman,239,118,121
Burleson,113,"Justice, 10th Court of Appeals District, Place 2",,REP,Matt Johnson,233,111,122
Burleson,113,"Justice, 10th Court of Appeals District, Place 3",,REP,John E. Neill,235,111,124
Burleson,113,"District Judge, 21st Judicial District",,REP,Carson Campbell,241,117,124
Burleson,113,"District Judge, 335th Judicial District",,REP,Charles W. Carver,58,19,39
Burleson,113,"District Judge, 335th Judicial District",,REP,Reva L. Towslee Corbett,226,121,105
Burleson,113,County Judge,,REP,Keith Schroeder,260,126,134
Burleson,113,County Attorney,,REP,Susan Deski,240,119,121
Burleson,113,Sheriff,,REP,Jayson Lyday,90,29,61
Burleson,113,Sheriff,,REP,Gene Hermes,204,114,90
Burleson,113,County Tax Assessor-Collector,,REP,Jessica Lucero,92,43,49
Burleson,113,County Tax Assessor-Collector,,REP,Cheryl Story Castaneda,190,97,93
Burleson,113,"County Commissioner, Precinct No. 1",,REP,Dwayne Faust,213,109,104
Burleson,113,"County Commissioner, Precinct No. 1",,REP,Mike Weichert,28,15,13
Burleson,113,"County Commissioner, Precinct No. 1",,REP,Larry Nichols,10,5,5
Burleson,113,"County Commissioner, Precinct No. 1",,REP,Joe Baldwin Jr.,46,17,29
Burleson,113,"Constable, Precinct No. 1",,REP,Jason Muzny,211,97,114
Burleson,113,"Constable, Precinct No. 1",,REP,Peter Glidewell,85,48,37
Burleson,113,County Chairman,,REP,Tyler Groce,262,131,131
Burleson,113,Proposition 1,,REP,Yes,249,126,123
Burleson,113,Proposition 1,,REP,No,43,17,26
Burleson,113,Proposition 2,,REP,Yes,250,123,127
Burleson,113,Proposition 2,,REP,No,41,18,23
Burleson,113,Proposition 3,,REP,Yes,258,125,133
Burleson,113,Proposition 3,,REP,No,27,13,14
Burleson,113,Proposition 4,,REP,Yes,278,136,142
Burleson,113,Proposition 4,,REP,No,9,3,6
Burleson,113,Proposition 5,,REP,Yes,255,118,137
Burleson,113,Proposition 5,,REP,No,29,20,9
Burleson,113,Proposition 6,,REP,Yes,267,136,131
Burleson,113,Proposition 6,,REP,No,20,2,18
Burleson,113,Proposition 7,,REP,Yes,277,137,140
Burleson,113,Proposition 7,,REP,No,10,3,7
Burleson,113,Proposition 8,,REP,Yes,285,139,146
Burleson,113,Proposition 8,,REP,No,3,0,3
Burleson,113,Proposition 9,,REP,Yes,275,132,143
Burleson,113,Proposition 9,,REP,No,16,8,8
Burleson,113,Proposition 10,,REP,Yes,260,127,133
Burleson,113,Proposition 10,,REP,No,28,12,16
Burleson,114,Registered Voters,,,Registered Voters,1842,,
Burleson,114,President,,REP,Joe Walsh,5,3,2
Burleson,114,President,,REP,Donald J. Trump,503,345,158
Burleson,114,President,,REP,Matthew John Matern,2,1,1
Burleson,114,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,0,2
Burleson,114,President,,REP,Bill Weld,2,1,1
Burleson,114,President,,REP,Bob Ely,1,1,0
Burleson,114,President,,REP,Zoltan G. Istvan,0,0,0
Burleson,114,President,,REP,Uncommitted,21,15,6
Burleson,114,U.S. Senate,,REP,John Cornyn,375,253,122
Burleson,114,U.S. Senate,,REP,Virgil Bierschwale,4,3,1
Burleson,114,U.S. Senate,,REP,Mark Yancey,40,27,13
Burleson,114,U.S. Senate,,REP,John Anthony Castro,26,12,14
Burleson,114,U.S. Senate,,REP,Dwayne Stovall,48,34,14
Burleson,114,U.S. House,17,REP,George W. Hindman,84,55,29
Burleson,114,U.S. House,17,REP,Jeff Oppenheim,9,3,6
Burleson,114,U.S. House,17,REP,Todd Kent,35,24,11
Burleson,114,U.S. House,17,REP,Trent Sutton,31,25,6
Burleson,114,U.S. House,17,REP,Laurie Godfrey McReynolds,5,1,4
Burleson,114,U.S. House,17,REP,Elianor Vessali,48,29,19
Burleson,114,U.S. House,17,REP,Renée Swann,164,118,46
Burleson,114,U.S. House,17,REP,Kristen Alamo Rowin,5,4,1
Burleson,114,U.S. House,17,REP,David Saucedo,6,1,5
Burleson,114,U.S. House,17,REP,Ahmad Adnan,4,2,2
Burleson,114,U.S. House,17,REP,Scott Bland,8,4,4
Burleson,114,U.S. House,17,REP,Pete Sessions,99,68,31
Burleson,114,Railroad Commissioner,,REP,"James ""Jim"" Wright",310,195,115
Burleson,114,Railroad Commissioner,,REP,Ryan Sitton,140,103,37
Burleson,114,"Chief Justice, Supreme Court",,REP,Nathan Hecht,418,277,141
Burleson,114,"Justice, Supreme Court, Place 6",,REP,Jane Bland,416,277,139
Burleson,114,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,423,284,139
Burleson,114,"Justice, Supreme Court, Place 8",,REP,Brett Busby,421,281,140
Burleson,114,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,268,176,92
Burleson,114,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,156,102,54
Burleson,114,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,408,277,131
Burleson,114,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,408,278,130
Burleson,114,"Member, State Board of Education, District 10",,REP,Tom Maynard,406,275,131
Burleson,114,State Senate,18,REP,Lois W. Kolkhorst,443,302,141
Burleson,114,State Representative,13,REP,Ben Leman,441,305,136
Burleson,114,"Justice, 10th Court of Appeals District, Place 2",,REP,Matt Johnson,408,279,129
Burleson,114,"Justice, 10th Court of Appeals District, Place 3",,REP,John E. Neill,407,280,127
Burleson,114,"District Judge, 21st Judicial District",,REP,Carson Campbell,424,293,131
Burleson,114,"District Judge, 335th Judicial District",,REP,Charles W. Carver,102,56,46
Burleson,114,"District Judge, 335th Judicial District",,REP,Reva L. Towslee Corbett,409,285,124
Burleson,114,County Judge,,REP,Keith Schroeder,453,309,144
