county,precinct,office,district,party,candidate,votes,early_votes,election_day,absentee
Llano,Pct 101,President,,REP,Zoltan G. Istvan,0,0,0,0
Llano,Pct 101,President,,REP,Donald J. Trump,114,60,46,8
Llano,Pct 101,Ballots Cast,,REP,,119,,,
Llano,Pct 101,Ballots Cast,,DEM,,37,,,
Llano,Pct 101,President,,REP,Over Votes,0,0,0,0
Llano,Pct 101,President,,REP,Under Votes,0,0,0,0
Llano,Pct 101,President,,REP,Bob Ely,0,0,0,0
Llano,Pct 101,President,,REP,Joe Walsh,0,0,0,0
Llano,Pct 101,President,,REP,Matthew John Matern,0,0,0,0
Llano,Pct 101,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0
Llano,Pct 101,President,,REP,Bill Weld,0,0,0,0
Llano,Pct 101,President,,REP,Uncommitted (No comprometido),5,3,1,1
Llano,Pct 101,President,,DEM,Robby Wells,0,0,0,0
Llano,Pct 101,President,,DEM,Tulsi Gabbard,0,0,0,0
Llano,Pct 101,President,,DEM,Marianne Williamson,0,0,0,0
Llano,Pct 101,President,,DEM,John K. Delaney,0,0,0,0
Llano,Pct 101,President,,DEM,Deval Patrick,0,0,0,0
Llano,Pct 101,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
Llano,Pct 101,President,,DEM,Tom Steyer,0,0,0,0
Llano,Pct 101,President,,DEM,Michael R. Bloomberg,4,2,1,1
Llano,Pct 101,President,,DEM,Andrew Yang,0,0,0,0
Llano,Pct 101,President,,DEM,Elizabeth Warren,7,1,5,1
Llano,Pct 101,President,,DEM,Amy Klobuchar,0,0,0,0
Llano,Pct 101,President,,DEM,Bernie Sanders,8,4,4,0
Llano,Pct 101,President,,DEM,Pete Buttigieg,4,1,1,2
Llano,Pct 101,Ballots Cast,,REP,,119,,,
Llano,Pct 101,Ballots Cast,,DEM,,37,,,
Llano,Pct 101,President,,DEM,Over Votes,0,0,0,0
Llano,Pct 101,President,,DEM,Under Votes,0,0,0,0
Llano,Pct 101,President,,DEM,Joseph R. Biden,14,1,10,3
Llano,Pct 101,President,,DEM,Cory Booker,0,0,0,0
Llano,Pct 101,President,,DEM,Michael Bennet,0,0,0,0
Llano,Pct 101,President,,DEM,Julin Castro,0,0,0,0
Llano,Pct 101,U.S. Senate,,REP,John Anthony Castro,4,2,2,0
Llano,Pct 101,U.S. Senate,,REP,Dwayne Stovall,15,6,9,0
Llano,Pct 101,U.S. Senate,,REP,Over Votes,0,0,0,0
Llano,Pct 101,U.S. Senate,,REP,Under Votes,2,0,2,0
Llano,Pct 101,U.S. Senate,,REP,Virgil Bierschwale,2,0,2,0
Llano,Pct 101,U.S. Senate,,REP,Mark Yancey,2,1,1,0
Llano,Pct 101,U.S. Senate,,REP,John Cornyn,94,54,31,9
Llano,Pct 101,U.S. Senate,,DEM,Adrian Ocegueda,0,0,0,0
Llano,Pct 101,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",25,5,13,7
Llano,Pct 101,U.S. Senate,,DEM,Amanda K. Edwards,0,0,0,0
Llano,Pct 101,U.S. Senate,,DEM,"Jack Daniel Foster, Jr.",0,0,0,0
Llano,Pct 101,U.S. Senate,,DEM,"Annie ""Mam"" Garcia",2,0,2,0
Llano,Pct 101,U.S. Senate,,DEM,Over Votes,0,0,0,0
Llano,Pct 101,U.S. Senate,,DEM,Under Votes,1,0,1,0
Llano,Pct 101,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,5,2,3,0
Llano,Pct 101,U.S. Senate,,DEM,Royce West,1,0,1,0
Llano,Pct 101,U.S. Senate,,DEM,Victor Hugo Harris,0,0,0,0
Llano,Pct 101,U.S. Senate,,DEM,Michael Cooper,0,0,0,0
Llano,Pct 101,U.S. Senate,,DEM,D. R. Hunter,0,0,0,0
Llano,Pct 101,U.S. Senate,,DEM,Chris Bell,2,2,0,0
Llano,Pct 101,U.S. Senate,,DEM,Sema Hernandez,1,0,1,0
Llano,Pct 101,U.S. House,11,REP,Wesley W. Virdell,27,14,12,1
Llano,Pct 101,U.S. House,11,REP,Over Votes,0,0,0,0
Llano,Pct 101,U.S. House,11,REP,Under Votes,9,4,5,0
Llano,Pct 101,U.S. House,11,REP,Robert Tucker,3,2,1,0
Llano,Pct 101,U.S. House,11,REP,J.D. Faircloth,4,2,2,0
Llano,Pct 101,U.S. House,11,REP,Ned Luscombe,7,3,4,0
Llano,Pct 101,U.S. House,11,REP,Jamie Berryhill,7,5,2,0
Llano,Pct 101,U.S. House,11,REP,Gene Barber,3,1,2,0
Llano,Pct 101,U.S. House,11,REP,Casey Gray,2,2,0,0
Llano,Pct 101,U.S. House,11,REP,J. Ross Lacy,1,0,1,0
Llano,Pct 101,U.S. House,11,REP,Brandon Batch,10,7,2,1
Llano,Pct 101,U.S. House,11,REP,August Pfluger,46,23,16,7
Llano,Pct 101,U.S. House,11,DEM,Over Votes,0,0,0,0
Llano,Pct 101,U.S. House,11,DEM,Under Votes,8,2,6,0
Llano,Pct 101,U.S. House,11,DEM,Jon Mark Hogg,29,7,15,7
Llano,Pct 101,Railroad Commissioner,,REP,Over Votes,0,0,0,0
Llano,Pct 101,Railroad Commissioner,,REP,Under Votes,15,7,7,1
Llano,Pct 101,Railroad Commissioner,,REP,"James ""Jim"" Wright",64,33,26,5
Llano,Pct 101,Railroad Commissioner,,REP,Ryan Sitton,40,23,14,3
Llano,Pct 101,Railroad Commissioner,,DEM,Kelly Stone,10,3,4,3
Llano,Pct 101,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
Llano,Pct 101,Railroad Commissioner,,DEM,Under Votes,4,0,4,0
Llano,Pct 101,Railroad Commissioner,,DEM,Mark Watson,6,3,3,0
Llano,Pct 101,Railroad Commissioner,,DEM,Chrysta Castaeda,15,3,9,3
Llano,Pct 101,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",2,0,1,1
Llano,Pct 101,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
Llano,Pct 101,"Chief Justice, Supreme Court",,REP,Under Votes,15,6,8,1
Llano,Pct 101,"Chief Justice, Supreme Court",,REP,Nathan Hecht,104,57,39,8
Llano,Pct 101,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
Llano,Pct 101,"Chief Justice, Supreme Court",,DEM,Under Votes,2,0,2,0
Llano,Pct 101,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,32,8,17,7
Llano,Pct 101,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,3,1,2,0
Llano,Pct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Over Votes,0,0,0,0
Llano,Pct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Under Votes,14,5,8,1
Llano,Pct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jane Bland,105,58,39,8
Llano,Pct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Larry Praeger,7,2,3,2
Llano,Pct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Over Votes,0,0,0,0
Llano,Pct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Under Votes,4,0,4,0
Llano,Pct 101,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Kathy Cheng,26,7,14,5
Llano,Pct 101,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0,0
Llano,Pct 101,"Justice, Supreme Court, Place 7",,REP,Under Votes,16,6,9,1
Llano,Pct 101,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,103,57,38,8
Llano,Pct 101,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
Llano,Pct 101,"Justice, Supreme Court, Place 7",,DEM,Under Votes,3,0,3,0
Llano,Pct 101,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,18,7,7,4
Llano,Pct 101,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,16,2,11,3
Llano,Pct 101,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0,0
Llano,Pct 101,"Justice, Supreme Court, Place 8",,REP,Under Votes,18,7,10,1
Llano,Pct 101,"Justice, Supreme Court, Place 8",,REP,Brett Busby,101,56,37,8
Llano,Pct 101,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,7,5,2,0
Llano,Pct 101,"Justice, Supreme Court, Place 8",,DEM,Over Votes,0,0,0,0
Llano,Pct 101,"Justice, Supreme Court, Place 8",,DEM,Under Votes,3,0,3,0
Llano,Pct 101,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,27,4,16,7
Llano,Pct 101,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,48,24,23,1
Llano,Pct 101,"Judge, Court of Criminal Appeals, Place 3",,REP,Over Votes,0,0,0,0
Llano,Pct 101,"Judge, Court of Criminal Appeals, Place 3",,REP,Under Votes,20,10,8,2
Llano,Pct 101,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,51,29,16,6
Llano,Pct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,3,1,2,0
Llano,Pct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
Llano,Pct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,3,0,3,0
Llano,Pct 101,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,12,6,3,3
