county,precinct,office,district,party,candidate,election_day,early_voting,absentee,votes
Gregg,01,Registered Voters,,,,,,,1543.0
Gregg,01,Ballots Cast,,,,,,,701.0
Gregg,02,Registered Voters,,,,,,,3360.0
Gregg,02,Ballots Cast,,,,,,,1516.0
Gregg,03,Registered Voters,,,,,,,3269.0
Gregg,03,Ballots Cast,,,,,,,1304.0
Gregg,04,Registered Voters,,,,,,,2696.0
Gregg,04,Ballots Cast,,,,,,,1285.0
Gregg,05,Registered Voters,,,,,,,3294.0
Gregg,05,Ballots Cast,,,,,,,1251.0
Gregg,06,Registered Voters,,,,,,,2148.0
Gregg,06,Ballots Cast,,,,,,,839.0
Gregg,07,Registered Voters,,,,,,,3118.0
Gregg,07,Ballots Cast,,,,,,,982.0
Gregg,08,Registered Voters,,,,,,,4022.0
Gregg,08,Ballots Cast,,,,,,,1472.0
Gregg,09,Registered Voters,,,,,,,3861.0
Gregg,09,Ballots Cast,,,,,,,1665.0
Gregg,10,Registered Voters,,,,,,,4607.0
Gregg,10,Ballots Cast,,,,,,,1200.0
Gregg,11,Registered Voters,,,,,,,4211.0
Gregg,11,Ballots Cast,,,,,,,1529.0
Gregg,12,Registered Voters,,,,,,,4260.0
Gregg,12,Ballots Cast,,,,,,,1420.0
Gregg,13,Registered Voters,,,,,,,0.0
Gregg,13,Ballots Cast,,,,,,,859.0
Gregg,14,Registered Voters,,,,,,,0.0
Gregg,14,Ballots Cast,,,,,,,1688.0
Gregg,15,Registered Voters,,,,,,,0.0
Gregg,15,Ballots Cast,,,,,,,360.0
Gregg,16,Registered Voters,,,,,,,3890.0
Gregg,16,Ballots Cast,,,,,,,1435.0
Gregg,17,Registered Voters,,,,,,,0.0
Gregg,17,Ballots Cast,,,,,,,196.0
Gregg,18,Registered Voters,,,,,,,3051.0
Gregg,18,Ballots Cast,,,,,,,1213.0
Gregg,19,Registered Voters,,,,,,,3783.0
Gregg,19,Ballots Cast,,,,,,,961.0
Gregg,20,Registered Voters,,,,,,,3515.0
Gregg,20,Ballots Cast,,,,,,,800.0
Gregg,21,Registered Voters,,,,,,,3388.0
Gregg,21,Ballots Cast,,,,,,,745.0
Gregg,Total:,Registered Voters,,,,,,,58016.0
Gregg,Total:,Ballots Cast,,,,,,,23421.0
Gregg,01,Straight Party,,,REPUBLICAN,46.0,188.0,99.0,333.0
Gregg,01,Straight Party,,,DEMOCRATIC,7.0,44.0,22.0,73.0
Gregg,01,Straight Party,,,LIBERTARIAN,0.0,1.0,1.0,2.0
Gregg,01,Straight Party,,,GREEN,0.0,1.0,2.0,3.0
Gregg,02,Straight Party,,,REPUBLICAN,168.0,413.0,241.0,822.0
Gregg,02,Straight Party,,,DEMOCRATIC,12.0,74.0,58.0,144.0
Gregg,02,Straight Party,,,LIBERTARIAN,0.0,2.0,1.0,3.0
Gregg,02,Straight Party,,,GREEN,0.0,0.0,1.0,1.0
Gregg,03,Straight Party,,,REPUBLICAN,108.0,347.0,227.0,682.0
Gregg,03,Straight Party,,,DEMOCRATIC,13.0,56.0,72.0,141.0
Gregg,03,Straight Party,,,LIBERTARIAN,0.0,1.0,1.0,2.0
Gregg,03,Straight Party,,,GREEN,1.0,3.0,1.0,5.0
Gregg,04,Straight Party,,,REPUBLICAN,52.0,322.0,314.0,688.0
Gregg,04,Straight Party,,,DEMOCRATIC,9.0,48.0,71.0,128.0
Gregg,04,Straight Party,,,LIBERTARIAN,0.0,2.0,0.0,2.0
Gregg,04,Straight Party,,,GREEN,0.0,0.0,0.0,0.0
Gregg,05,Straight Party,,,REPUBLICAN,75.0,255.0,369.0,699.0
Gregg,05,Straight Party,,,DEMOCRATIC,8.0,43.0,67.0,118.0
Gregg,05,Straight Party,,,LIBERTARIAN,0.0,1.0,2.0,3.0
Gregg,05,Straight Party,,,GREEN,0.0,0.0,1.0,1.0
Gregg,06,Straight Party,,,REPUBLICAN,27.0,184.0,233.0,444.0
Gregg,06,Straight Party,,,DEMOCRATIC,1.0,22.0,22.0,45.0
Gregg,06,Straight Party,,,LIBERTARIAN,0.0,1.0,2.0,3.0
Gregg,06,Straight Party,,,GREEN,0.0,0.0,2.0,2.0
Gregg,07,Straight Party,,,REPUBLICAN,26.0,207.0,315.0,548.0
Gregg,07,Straight Party,,,DEMOCRATIC,1.0,29.0,38.0,68.0
Gregg,07,Straight Party,,,LIBERTARIAN,0.0,0.0,3.0,3.0
Gregg,07,Straight Party,,,GREEN,0.0,0.0,0.0,0.0
Gregg,08,Straight Party,,,REPUBLICAN,88.0,417.0,264.0,769.0
Gregg,08,Straight Party,,,DEMOCRATIC,16.0,63.0,83.0,162.0
Gregg,08,Straight Party,,,LIBERTARIAN,0.0,1.0,1.0,2.0
Gregg,08,Straight Party,,,GREEN,3.0,1.0,1.0,5.0
Gregg,09,Straight Party,,,REPUBLICAN,116.0,431.0,270.0,817.0
Gregg,09,Straight Party,,,DEMOCRATIC,15.0,73.0,51.0,139.0
Gregg,09,Straight Party,,,LIBERTARIAN,2.0,0.0,4.0,6.0
Gregg,09,Straight Party,,,GREEN,0.0,2.0,1.0,3.0
Gregg,10,Straight Party,,,REPUBLICAN,56.0,268.0,255.0,579.0
Gregg,10,Straight Party,,,DEMOCRATIC,4.0,76.0,89.0,169.0
Gregg,10,Straight Party,,,LIBERTARIAN,0.0,2.0,5.0,7.0
Gregg,10,Straight Party,,,GREEN,0.0,1.0,2.0,3.0
Gregg,11,Straight Party,,,REPUBLICAN,100.0,464.0,291.0,855.0
Gregg,11,Straight Party,,,DEMOCRATIC,4.0,61.0,62.0,127.0
Gregg,11,Straight Party,,,LIBERTARIAN,0.0,1.0,2.0,3.0
Gregg,11,Straight Party,,,GREEN,0.0,0.0,2.0,2.0
Gregg,12,Straight Party,,,REPUBLICAN,55.0,271.0,507.0,833.0
Gregg,12,Straight Party,,,DEMOCRATIC,3.0,21.0,33.0,57.0
Gregg,12,Straight Party,,,LIBERTARIAN,0.0,2.0,5.0,7.0
Gregg,12,Straight Party,,,GREEN,0.0,1.0,4.0,5.0
Gregg,13,Straight Party,,,REPUBLICAN,33.0,117.0,264.0,414.0
Gregg,13,Straight Party,,,DEMOCRATIC,3.0,21.0,93.0,117.0
Gregg,13,Straight Party,,,LIBERTARIAN,0.0,1.0,3.0,4.0
Gregg,13,Straight Party,,,GREEN,0.0,0.0,1.0,1.0
Gregg,14,Straight Party,,,REPUBLICAN,65.0,350.0,366.0,781.0
Gregg,14,Straight Party,,,DEMOCRATIC,43.0,77.0,48.0,168.0
Gregg,14,Straight Party,,,LIBERTARIAN,0.0,1.0,3.0,4.0
Gregg,14,Straight Party,,,GREEN,0.0,3.0,0.0,3.0
Gregg,15,Straight Party,,,REPUBLICAN,13.0,63.0,83.0,159.0
Gregg,15,Straight Party,,,DEMOCRATIC,10.0,31.0,29.0,70.0
Gregg,15,Straight Party,,,LIBERTARIAN,0.0,0.0,1.0,1.0
Gregg,15,Straight Party,,,GREEN,0.0,0.0,1.0,1.0
Gregg,16,Straight Party,,,REPUBLICAN,76.0,425.0,338.0,839.0
Gregg,16,Straight Party,,,DEMOCRATIC,6.0,37.0,47.0,90.0
Gregg,16,Straight Party,,,LIBERTARIAN,0.0,1.0,0.0,1.0
Gregg,16,Straight Party,,,GREEN,0.0,0.0,1.0,1.0
Gregg,17,Straight Party,,,REPUBLICAN,5.0,22.0,28.0,55.0
