county,precinct,office,district,party,candidate,votes,early_voting,election_day
Llano,101,State House,11,REP,AUGUST PFLUGER,191,144,47
Llano,101,Governor,,REP,GREG ABBOTT,186,141,45
Llano,101,Governor,,DEM,BETO O'ROURKE,34,26,8
Llano,101,Governor,,LIB,MARK TIPPETTS,3,3,0
Llano,101,Governor,,GRN,DELILAH BARRIOS,0,0,0
Llano,101,Governor,,,JAQUELINE ABERNATHY,0,0,0
Llano,101,Governor,,,MARK V GOLOBY,0,0,0
Llano,101,Governor,,,Rejected write-ins,1,1,0
Llano,101,Governor,,,Unassigned write-ins,0,0,0
Llano,101,Lieutenant Governor,,REP,DAN PATRICK,179,137,42
Llano,101,Lieutenant Governor,,DEM,MIKE COLLIER,39,30,9
Llano,101,Lieutenant Governor,,LIB,SHANNA STEELE,6,4,2
Llano,101,Attorney General,,REP,KEN PAXTON,179,136,43
Llano,101,Attorney General,,DEM,ROCHELLE MERCEDES GARZA,39,29,10
Llano,101,Attorney General,,LIB,MARK ASH,5,5,0
Llano,101,Comptroller of Public Accounts,,REP,GLENN HEGAR,187,141,46
Llano,101,Comptroller of Public Accounts,,DEM,JANET T. DUDDING,36,29,7
Llano,101,Comptroller of Public Accounts,,LIB,V. ALONZO ECHEVARRIA-GARZA,1,1,0
Llano,101,Commissioner of the General Land Office,,REP,DAWN BUCKINGHAM,184,138,46
Llano,101,Commissioner of the General Land Office,,DEM,JAY KLEBERG,36,30,6
Llano,101,Commissioner of the General Land Office,,GRN,ALFRED MOLISON JR.,1,1,0
Llano,101,Commissioner of the General Land Office,,,CARRIE EVELYN MENGER,0,0,0
Llano,101,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0
Llano,101,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0
Llano,101,Commissioner of Agriculture,,REP,SID MILLER,185,140,45
Llano,101,Commissioner of Agriculture,,DEM,SUSAN HAYS,36,29,7
Llano,101,Railroad Commissioner,,REP,WAYNE CHRISTIAN,184,138,46
Llano,101,Railroad Commissioner,,DEM,LUKE WARFORD,36,30,6
Llano,101,Railroad Commissioner,,LIB,JAIME ANDRES DIEZ,2,1,1
Llano,101,Railroad Commissioner,,GRN,HUNTER WAYNE CROW,0,0,0
Llano,101,"Justice, Supreme Court, Place 3",,REP,DEBRA LEHRMANN,185,139,46
Llano,101,"Justice, Supreme Court, Place 3",,DEM,ERIN A NOWELL,35,29,6
Llano,101,"Justice, Supreme Court, Place 3",,LIB,THOMAS EDWARD OXFORD,2,2,0
Llano,101,"Justice, Supreme Court, Place 5",,REP,REBECA HUDDLE,186,140,46
Llano,101,"Justice, Supreme Court, Place 5",,DEM,AMANDA REICHEK,37,30,7
Llano,101,"Justice, Supreme Court, Place 9",,REP,EVAN YOUNG,185,140,45
Llano,101,"Justice, Supreme Court, Place 9",,DEM,JULIA MALDONADO,37,30,7
Llano,101,"Judge, Court of Criminal Appeals, Place 5",,REP,SCOTT WALKER,185,140,45
Llano,101,"Judge, Court of Criminal Appeals, Place 5",,DEM,DANA HUFFMAN,37,30,7
Llano,101,"Judge, Court of Criminal Appeals, Place 6",,REP,"JESSE F. MCCLURE , III",185,140,45
Llano,101,"Judge, Court of Criminal Appeals, Place 6",,DEM,ROBERT JOHNSON,37,30,7
Llano,101,State Senate,24,REP,PETE FLORES,187,142,45
Llano,101,State Senate,24,DEM,KATHY JONES-HOSPOD,35,29,6
Llano,101,State House,53,REP,ANDREW S. MURR,188,143,45
Llano,101,State House,53,DEM,JOE P. HERRERA,35,28,7
Llano,101,"Justice, 3rd Court of Appeals District, Place No. 4",,REP,LESLI R. FITZPATRICK,186,141,45
Llano,101,"Justice, 3rd Court of Appeals District, Place No. 4",,DEM,ROSA LOPEZ THEOFANIS,34,28,6
Llano,101,County Treasurer,,REP,CHERYL REGMUND,191,142,49
Llano,101,County Treasurer,,LIB,JOE BURNES,22,19,3
Llano,102,State House,11,REP,AUGUST PFLUGER,248,179,69
Llano,102,Governor,,REP,GREG ABBOTT,223,164,59
Llano,102,Governor,,DEM,BETO O'ROURKE,91,66,25
Llano,102,Governor,,LIB,MARK TIPPETTS,4,1,3
Llano,102,Governor,,GRN,DELILAH BARRIOS,1,1,0
Llano,102,Governor,,,JAQUELINE ABERNATHY,0,0,0
Llano,102,Governor,,,MARK V GOLOBY,0,0,0
Llano,102,Governor,,,Rejected write-ins,0,0,0
Llano,102,Governor,,,Unassigned write-ins,0,0,0
Llano,102,Lieutenant Governor,,REP,DAN PATRICK,216,159,57
Llano,102,Lieutenant Governor,,DEM,MIKE COLLIER,94,70,24
Llano,102,Lieutenant Governor,,LIB,SHANNA STEELE,10,4,6
Llano,102,Attorney General,,REP,KEN PAXTON,213,157,56
Llano,102,Attorney General,,DEM,ROCHELLE MERCEDES GARZA,98,73,25
Llano,102,Attorney General,,LIB,MARK ASH,10,4,6
Llano,102,Comptroller of Public Accounts,,REP,GLENN HEGAR,238,175,63
Llano,102,Comptroller of Public Accounts,,DEM,JANET T. DUDDING,76,56,20
Llano,102,Comptroller of Public Accounts,,LIB,V. ALONZO ECHEVARRIA-GARZA,5,2,3
Llano,102,Commissioner of the General Land Office,,REP,DAWN BUCKINGHAM,230,167,63
Llano,102,Commissioner of the General Land Office,,DEM,JAY KLEBERG,83,63,20
Llano,102,Commissioner of the General Land Office,,GRN,ALFRED MOLISON JR.,5,1,4
Llano,102,Commissioner of the General Land Office,,,CARRIE EVELYN MENGER,0,0,0
Llano,102,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0
Llano,102,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0
Llano,102,Commissioner of Agriculture,,REP,SID MILLER,230,170,60
Llano,102,Commissioner of Agriculture,,DEM,SUSAN HAYS,88,62,26
Llano,102,Railroad Commissioner,,REP,WAYNE CHRISTIAN,226,169,57
Llano,102,Railroad Commissioner,,DEM,LUKE WARFORD,82,60,22
Llano,102,Railroad Commissioner,,LIB,JAIME ANDRES DIEZ,5,2,3
Llano,102,Railroad Commissioner,,GRN,HUNTER WAYNE CROW,5,0,5
Llano,102,"Justice, Supreme Court, Place 3",,REP,DEBRA LEHRMANN,230,167,63
Llano,102,"Justice, Supreme Court, Place 3",,DEM,ERIN A NOWELL,81,61,20
Llano,102,"Justice, Supreme Court, Place 3",,LIB,THOMAS EDWARD OXFORD,6,3,3
Llano,102,"Justice, Supreme Court, Place 5",,REP,REBECA HUDDLE,234,169,65
Llano,102,"Justice, Supreme Court, Place 5",,DEM,AMANDA REICHEK,81,61,20
Llano,102,"Justice, Supreme Court, Place 9",,REP,EVAN YOUNG,233,169,64
Llano,102,"Justice, Supreme Court, Place 9",,DEM,JULIA MALDONADO,81,61,20
